NO,우선순위,K,lon,lat,id,시,구,도로명주소
709,6,38,126.9060274,37.57353209,2295,서울특별시,서대문구,서울특별시 서대문구 수색로 123
710,7,38,126.8475203,37.52995871,2294,서울특별시,강서구,서울특별시 강서구 강서로 21
711,8,38,127.129303,37.53658752,2293,서울특별시,강동구,서울특별시 강동구 천호대로 1056
712,9,38,127.0589677,37.56338635,2292,서울특별시,동대문구,서울특별시 동대문구 한천로2길 6
713,10,38,126.8270683,37.53885739,2291,서울특별시,양천구,서울특별시 양천구 화곡로4길 2
714,11,38,126.8316682,37.53077141,2290,서울특별시,양천구,서울특별시 양천구 남부순환로 412
715,12,38,126.8374145,37.52088897,2289,서울특별시,양천구,서울특별시 양천구 남부순환로 538
716,13,38,126.8602541,37.49667843,2288,서울특별시,구로구,서울특별시 구로구 경인로 364
717,14,38,126.8608626,37.55797338,2287,서울특별시,강서구,서울특별시 강서구 양천로 556
718,15,38,127.1317174,37.50594889,2286,서울특별시,송파구,서울특별시 송파구 마천로 103
719,16,38,127.032418,37.64440506,2285,서울특별시,도봉구,서울특별시 도봉구 도봉로 430
720,17,38,126.8978669,37.46172322,2284,서울특별시,금천구,서울특별시 금천구 시흥대로 316
721,18,38,126.9022103,37.48427922,2283,서울특별시,구로구,서울특별시 구로구 시흥대로 573
722,19,38,126.8771851,37.50127567,2282,서울특별시,구로구,서울특별시 구로구 경인로 531
723,20,38,127.0413863,37.66066431,2281,서울특별시,도봉구,서울특별시 도봉구 도봉로 627
724,21,38,127.075778,37.59409379,2280,서울특별시,중랑구,서울특별시 중랑구 망우로 209
725,22,38,126.8995368,37.53564274,2279,서울특별시,영등포구,서울특별시 영등포구 당산동6가 선유로52길 12
726,23,38,127.0840381,37.53463405,2278,서울특별시,광진구,서울특별시 광진구 자양로 75
727,24,38,127.0609412,37.61296776,2277,서울특별시,성북구,서울특별시 성북구 화랑로 292
728,25,38,127.0522496,37.55074215,2276,서울특별시,성동구,서울특별시 성동구 성수동2가 광나루로 200
729,26,38,126.9531867,37.47370984,2275,서울특별시,관악구,서울특별시 관악구 관악로 96
730,27,38,126.8376614,37.49294851,2274,서울특별시,구로구,서울특별시 구로구 경인로8길 31
731,28,38,127.0792574,37.57968469,2273,서울특별시,중랑구,서울특별시 중랑구 동일로 553
732,29,38,127.0675304,37.64904569,2272,서울특별시,노원구,서울특별시 노원구 동일로210길 86
733,30,38,126.929239,37.49973594,2271,서울특별시,동작구,서울특별시 동작구 상도로 77
734,31,38,127.0983262,37.61400227,2270,서울특별시,중랑구,서울특별시 중랑구 신내로16길 33
735,32,38,126.8164618,37.58476484,2269,서울특별시,강서구,서울특별시 강서구 금낭화로26가길 152-186
736,33,38,127.0599462,37.5895291,2268,서울특별시,동대문구,서울특별시 동대문구 망우로 62
737,34,38,127.0117006,37.51903408,2267,서울특별시,서초구,서울특별시 서초구 잠원로 181
738,35,38,126.9825529,37.47925026,2266,서울특별시,서초구,서울특별시 서초구 방배천로 32
739,36,38,126.9950363,37.47299474,2265,서울특별시,서초구,서울특별시 서초구 남부순환로296가길 3
740,37,38,127.0737078,37.55983509,2264,서울특별시,광진구,서울특별시 광진구 동일로 322
741,38,38,127.0722508,37.61661466,2263,서울특별시,노원구,서울특별시 노원구 화랑로 405
742,1,39,127.1034226,37.50766,2262,서울특별시,송파구,서울특별시 송파구 백제고분로39길 40
743,2,39,127.0668206,37.57603432,2261,서울특별시,동대문구,서울특별시 동대문구 한천로33길 15
744,3,39,127.0356428,37.49028717,2260,서울특별시,강남구,서울특별시 강남구 강남대로58길 45
745,4,39,127.0169049,37.58936078,2259,서울특별시,성북구,서울특별시 성북구 삼선동5가 보문로 168
746,5,39,127.0785766,37.49946173,2258,서울특별시,강남구,서울특별시 강남구 남부순환로 3183
747,6,39,126.9060274,37.57353209,2257,서울특별시,서대문구,서울특별시 서대문구 수색로 123
748,7,39,126.8475203,37.52995871,2256,서울특별시,강서구,서울특별시 강서구 강서로 21
749,8,39,127.129303,37.53658752,2255,서울특별시,강동구,서울특별시 강동구 천호대로 1056
750,9,39,127.0589677,37.56338635,2254,서울특별시,동대문구,서울특별시 동대문구 한천로2길 6
751,10,39,126.8270683,37.53885739,2253,서울특별시,양천구,서울특별시 양천구 화곡로4길 2
752,11,39,126.8316682,37.53077141,2252,서울특별시,양천구,서울특별시 양천구 남부순환로 412
753,12,39,126.8374145,37.52088897,2251,서울특별시,양천구,서울특별시 양천구 남부순환로 538
754,13,39,126.8602541,37.49667843,2250,서울특별시,구로구,서울특별시 구로구 경인로 364
755,14,39,126.8608626,37.55797338,2249,서울특별시,강서구,서울특별시 강서구 양천로 556
756,15,39,127.1317174,37.50594889,2248,서울특별시,송파구,서울특별시 송파구 마천로 103
757,16,39,127.032418,37.64440506,2247,서울특별시,도봉구,서울특별시 도봉구 도봉로 430
758,17,39,126.8978669,37.46172322,2246,서울특별시,금천구,서울특별시 금천구 시흥대로 316
759,18,39,126.9022103,37.48427922,2245,서울특별시,구로구,서울특별시 구로구 시흥대로 573
760,19,39,126.8771851,37.50127567,2244,서울특별시,구로구,서울특별시 구로구 경인로 531
761,20,39,127.0413863,37.66066431,2243,서울특별시,도봉구,서울특별시 도봉구 도봉로 627
762,21,39,127.075778,37.59409379,2242,서울특별시,중랑구,서울특별시 중랑구 망우로 209
763,22,39,126.8995368,37.53564274,2241,서울특별시,영등포구,서울특별시 영등포구 당산동6가 선유로52길 12
764,23,39,127.0840381,37.53463405,2240,서울특별시,광진구,서울특별시 광진구 자양로 75
765,24,39,127.0609412,37.61296776,2239,서울특별시,성북구,서울특별시 성북구 화랑로 292
766,25,39,127.0522496,37.55074215,2238,서울특별시,성동구,서울특별시 성동구 성수동2가 광나루로 200
767,26,39,126.9531867,37.47370984,2237,서울특별시,관악구,서울특별시 관악구 관악로 96
768,27,39,126.8376614,37.49294851,2236,서울특별시,구로구,서울특별시 구로구 경인로8길 31
769,28,39,127.0792574,37.57968469,2235,서울특별시,중랑구,서울특별시 중랑구 동일로 553
770,29,39,127.0675304,37.64904569,2234,서울특별시,노원구,서울특별시 노원구 동일로210길 86
771,30,39,126.929239,37.49973594,2233,서울특별시,동작구,서울특별시 동작구 상도로 77
772,31,39,127.0983262,37.61400227,2232,서울특별시,중랑구,서울특별시 중랑구 신내로16길 33
773,32,39,126.8164618,37.58476484,2231,서울특별시,강서구,서울특별시 강서구 금낭화로26가길 152-186
774,33,39,127.0599462,37.5895291,2230,서울특별시,동대문구,서울특별시 동대문구 망우로 62
775,34,39,127.0117006,37.51903408,2229,서울특별시,서초구,서울특별시 서초구 잠원로 181
776,35,39,126.9825529,37.47925026,2228,서울특별시,서초구,서울특별시 서초구 방배천로 32
777,36,39,126.9950363,37.47299474,2227,서울특별시,서초구,서울특별시 서초구 남부순환로296가길 3
778,37,39,127.0770739,37.5652553,2226,서울특별시,광진구,서울특별시 광진구 동일로 388
779,38,39,127.0737078,37.55983509,2225,서울특별시,광진구,서울특별시 광진구 동일로 322
780,39,39,127.0722508,37.61661466,2224,서울특별시,노원구,서울특별시 노원구 화랑로 405
781,1,40,127.1034226,37.50766,2223,서울특별시,송파구,서울특별시 송파구 백제고분로39길 40
782,2,40,127.0668206,37.57603432,2222,서울특별시,동대문구,서울특별시 동대문구 한천로33길 15
783,3,40,127.0356428,37.49028717,2221,서울특별시,강남구,서울특별시 강남구 강남대로58길 45
784,4,40,127.0169049,37.58936078,2220,서울특별시,성북구,서울특별시 성북구 삼선동5가 보문로 168
785,5,40,127.0785766,37.49946173,2219,서울특별시,강남구,서울특별시 강남구 남부순환로 3183
786,6,40,126.9060274,37.57353209,2218,서울특별시,서대문구,서울특별시 서대문구 수색로 123
787,7,40,126.8475203,37.52995871,2217,서울특별시,강서구,서울특별시 강서구 강서로 21
788,8,40,127.129303,37.53658752,2216,서울특별시,강동구,서울특별시 강동구 천호대로 1056
789,9,40,127.0589677,37.56338635,2215,서울특별시,동대문구,서울특별시 동대문구 한천로2길 6
790,10,40,126.8270683,37.53885739,2214,서울특별시,양천구,서울특별시 양천구 화곡로4길 2
791,11,40,126.8316682,37.53077141,2213,서울특별시,양천구,서울특별시 양천구 남부순환로 412
792,12,40,126.8374145,37.52088897,2212,서울특별시,양천구,서울특별시 양천구 남부순환로 538
793,13,40,126.8602541,37.49667843,2211,서울특별시,구로구,서울특별시 구로구 경인로 364
794,14,40,126.8608626,37.55797338,2210,서울특별시,강서구,서울특별시 강서구 양천로 556
795,15,40,127.1317174,37.50594889,2209,서울특별시,송파구,서울특별시 송파구 마천로 103
796,16,40,127.032418,37.64440506,2208,서울특별시,도봉구,서울특별시 도봉구 도봉로 430
797,17,40,126.8978669,37.46172322,2207,서울특별시,금천구,서울특별시 금천구 시흥대로 316
798,18,40,126.9022103,37.48427922,2206,서울특별시,구로구,서울특별시 구로구 시흥대로 573
799,19,40,126.8771851,37.50127567,2205,서울특별시,구로구,서울특별시 구로구 경인로 531
800,20,40,127.0413863,37.66066431,2204,서울특별시,도봉구,서울특별시 도봉구 도봉로 627
801,21,40,127.075778,37.59409379,2203,서울특별시,중랑구,서울특별시 중랑구 망우로 209
802,22,40,126.8995368,37.53564274,2202,서울특별시,영등포구,서울특별시 영등포구 당산동6가 선유로52길 12
803,23,40,127.0840381,37.53463405,2201,서울특별시,광진구,서울특별시 광진구 자양로 75
804,24,40,127.0609412,37.61296776,2200,서울특별시,성북구,서울특별시 성북구 화랑로 292
805,25,40,127.0522496,37.55074215,2199,서울특별시,성동구,서울특별시 성동구 성수동2가 광나루로 200
806,26,40,126.9531867,37.47370984,2198,서울특별시,관악구,서울특별시 관악구 관악로 96
807,27,40,126.8376614,37.49294851,2197,서울특별시,구로구,서울특별시 구로구 경인로8길 31
808,28,40,127.0792574,37.57968469,2196,서울특별시,중랑구,서울특별시 중랑구 동일로 553
809,29,40,127.0675304,37.64904569,2195,서울특별시,노원구,서울특별시 노원구 동일로210길 86
810,30,40,126.929239,37.49973594,2194,서울특별시,동작구,서울특별시 동작구 상도로 77
811,31,40,127.0983262,37.61400227,2193,서울특별시,중랑구,서울특별시 중랑구 신내로16길 33
812,32,40,126.8164618,37.58476484,2192,서울특별시,강서구,서울특별시 강서구 금낭화로26가길 152-186
813,33,40,127.0599462,37.5895291,2191,서울특별시,동대문구,서울특별시 동대문구 망우로 62
814,34,40,127.0117006,37.51903408,2190,서울특별시,서초구,서울특별시 서초구 잠원로 181
815,35,40,126.9825529,37.47925026,2189,서울특별시,서초구,서울특별시 서초구 방배천로 32
816,36,40,126.9950363,37.47299474,2188,서울특별시,서초구,서울특별시 서초구 남부순환로296가길 3
817,37,40,127.0770739,37.5652553,2187,서울특별시,광진구,서울특별시 광진구 동일로 388
818,38,40,127.0737078,37.55983509,2186,서울특별시,광진구,서울특별시 광진구 동일로 322
819,39,40,127.0279354,37.63627517,2185,서울특별시,강북구,서울특별시 강북구 오패산로 393
820,40,40,127.0722508,37.61661466,2184,서울특별시,노원구,서울특별시 노원구 화랑로 405
821,1,41,127.1034226,37.50766,2183,서울특별시,송파구,서울특별시 송파구 백제고분로39길 40
822,2,41,127.0668206,37.57603432,2182,서울특별시,동대문구,서울특별시 동대문구 한천로33길 15
823,3,41,127.0356428,37.49028717,2181,서울특별시,강남구,서울특별시 강남구 강남대로58길 45
824,4,41,127.0169049,37.58936078,2180,서울특별시,성북구,서울특별시 성북구 삼선동5가 보문로 168
825,5,41,127.0785766,37.49946173,2179,서울특별시,강남구,서울특별시 강남구 남부순환로 3183
826,6,41,126.9060274,37.57353209,2178,서울특별시,서대문구,서울특별시 서대문구 수색로 123
827,7,41,126.8475203,37.52995871,2177,서울특별시,강서구,서울특별시 강서구 강서로 21
828,8,41,127.129303,37.53658752,2176,서울특별시,강동구,서울특별시 강동구 천호대로 1056
829,9,41,127.0589677,37.56338635,2175,서울특별시,동대문구,서울특별시 동대문구 한천로2길 6
830,10,41,126.8270683,37.53885739,2174,서울특별시,양천구,서울특별시 양천구 화곡로4길 2
831,11,41,126.8316682,37.53077141,2173,서울특별시,양천구,서울특별시 양천구 남부순환로 412
832,12,41,126.8374145,37.52088897,2172,서울특별시,양천구,서울특별시 양천구 남부순환로 538
833,13,41,126.8602541,37.49667843,2171,서울특별시,구로구,서울특별시 구로구 경인로 364
834,14,41,126.8608626,37.55797338,2170,서울특별시,강서구,서울특별시 강서구 양천로 556
835,15,41,127.1317174,37.50594889,2169,서울특별시,송파구,서울특별시 송파구 마천로 103
836,16,41,127.032418,37.64440506,2168,서울특별시,도봉구,서울특별시 도봉구 도봉로 430
837,17,41,126.8978669,37.46172322,2167,서울특별시,금천구,서울특별시 금천구 시흥대로 316
838,18,41,126.9022103,37.48427922,2166,서울특별시,구로구,서울특별시 구로구 시흥대로 573
839,19,41,126.8771851,37.50127567,2165,서울특별시,구로구,서울특별시 구로구 경인로 531
840,20,41,127.0413863,37.66066431,2164,서울특별시,도봉구,서울특별시 도봉구 도봉로 627
841,21,41,127.075778,37.59409379,2163,서울특별시,중랑구,서울특별시 중랑구 망우로 209
842,22,41,126.8995368,37.53564274,2162,서울특별시,영등포구,서울특별시 영등포구 당산동6가 선유로52길 12
843,23,41,127.0840381,37.53463405,2161,서울특별시,광진구,서울특별시 광진구 자양로 75
844,24,41,127.0609412,37.61296776,2160,서울특별시,성북구,서울특별시 성북구 화랑로 292
845,25,41,127.0522496,37.55074215,2159,서울특별시,성동구,서울특별시 성동구 성수동2가 광나루로 200
846,26,41,126.9531867,37.47370984,2158,서울특별시,관악구,서울특별시 관악구 관악로 96
847,27,41,126.8376614,37.49294851,2157,서울특별시,구로구,서울특별시 구로구 경인로8길 31
848,28,41,127.0792574,37.57968469,2156,서울특별시,중랑구,서울특별시 중랑구 동일로 553
849,29,41,127.0675304,37.64904569,2155,서울특별시,노원구,서울특별시 노원구 동일로210길 86
850,30,41,126.929239,37.49973594,2154,서울특별시,동작구,서울특별시 동작구 상도로 77
851,31,41,127.0983262,37.61400227,2153,서울특별시,중랑구,서울특별시 중랑구 신내로16길 33
852,32,41,126.8164618,37.58476484,2152,서울특별시,강서구,서울특별시 강서구 금낭화로26가길 152-186
853,33,41,127.0599462,37.5895291,2151,서울특별시,동대문구,서울특별시 동대문구 망우로 62
854,34,41,127.0117006,37.51903408,2150,서울특별시,서초구,서울특별시 서초구 잠원로 181
855,35,41,126.9825529,37.47925026,2149,서울특별시,서초구,서울특별시 서초구 방배천로 32
856,36,41,126.9950363,37.47299474,2148,서울특별시,서초구,서울특별시 서초구 남부순환로296가길 3
857,37,41,127.0770739,37.5652553,2147,서울특별시,광진구,서울특별시 광진구 동일로 388
858,38,41,127.0737078,37.55983509,2146,서울특별시,광진구,서울특별시 광진구 동일로 322
859,39,41,127.0279354,37.63627517,2145,서울특별시,강북구,서울특별시 강북구 오패산로 393
860,40,41,127.128095,37.55190676,2144,서울특별시,강동구,서울특별시 강동구 올림픽로 793
861,41,41,127.0722508,37.61661466,2143,서울특별시,노원구,서울특별시 노원구 화랑로 405
862,1,42,127.1034226,37.50766,2142,서울특별시,송파구,서울특별시 송파구 백제고분로39길 40
863,2,42,127.0668206,37.57603432,2141,서울특별시,동대문구,서울특별시 동대문구 한천로33길 15
864,3,42,127.0356428,37.49028717,2140,서울특별시,강남구,서울특별시 강남구 강남대로58길 45
865,4,42,127.0169049,37.58936078,2139,서울특별시,성북구,서울특별시 성북구 삼선동5가 보문로 168
866,5,42,127.0785766,37.49946173,2138,서울특별시,강남구,서울특별시 강남구 남부순환로 3183
867,6,42,126.9060274,37.57353209,2137,서울특별시,서대문구,서울특별시 서대문구 수색로 123
868,7,42,126.8475203,37.52995871,2136,서울특별시,강서구,서울특별시 강서구 강서로 21
869,8,42,127.129303,37.53658752,2135,서울특별시,강동구,서울특별시 강동구 천호대로 1056
870,9,42,127.0589677,37.56338635,2134,서울특별시,동대문구,서울특별시 동대문구 한천로2길 6
871,10,42,126.8270683,37.53885739,2133,서울특별시,양천구,서울특별시 양천구 화곡로4길 2
872,11,42,126.8316682,37.53077141,2132,서울특별시,양천구,서울특별시 양천구 남부순환로 412
873,12,42,126.8374145,37.52088897,2131,서울특별시,양천구,서울특별시 양천구 남부순환로 538
874,13,42,126.8602541,37.49667843,2130,서울특별시,구로구,서울특별시 구로구 경인로 364
875,14,42,126.8608626,37.55797338,2129,서울특별시,강서구,서울특별시 강서구 양천로 556
876,15,42,127.1317174,37.50594889,2128,서울특별시,송파구,서울특별시 송파구 마천로 103
877,16,42,127.032418,37.64440506,2127,서울특별시,도봉구,서울특별시 도봉구 도봉로 430
878,17,42,126.8978669,37.46172322,2126,서울특별시,금천구,서울특별시 금천구 시흥대로 316
879,18,42,126.9022103,37.48427922,2125,서울특별시,구로구,서울특별시 구로구 시흥대로 573
880,19,42,126.8771851,37.50127567,2124,서울특별시,구로구,서울특별시 구로구 경인로 531
881,20,42,127.0413863,37.66066431,2123,서울특별시,도봉구,서울특별시 도봉구 도봉로 627
882,21,42,127.075778,37.59409379,2122,서울특별시,중랑구,서울특별시 중랑구 망우로 209
883,22,42,126.8995368,37.53564274,2121,서울특별시,영등포구,서울특별시 영등포구 당산동6가 선유로52길 12
884,23,42,127.0840381,37.53463405,2120,서울특별시,광진구,서울특별시 광진구 자양로 75
885,24,42,127.0609412,37.61296776,2119,서울특별시,성북구,서울특별시 성북구 화랑로 292
886,25,42,127.0522496,37.55074215,2118,서울특별시,성동구,서울특별시 성동구 성수동2가 광나루로 200
887,26,42,126.9531867,37.47370984,2117,서울특별시,관악구,서울특별시 관악구 관악로 96
888,27,42,126.8376614,37.49294851,2116,서울특별시,구로구,서울특별시 구로구 경인로8길 31
889,28,42,127.0792574,37.57968469,2115,서울특별시,중랑구,서울특별시 중랑구 동일로 553
890,29,42,127.0675304,37.64904569,2114,서울특별시,노원구,서울특별시 노원구 동일로210길 86
891,30,42,126.929239,37.49973594,2113,서울특별시,동작구,서울특별시 동작구 상도로 77
892,31,42,127.0983262,37.61400227,2112,서울특별시,중랑구,서울특별시 중랑구 신내로16길 33
893,32,42,126.8164618,37.58476484,2111,서울특별시,강서구,서울특별시 강서구 금낭화로26가길 152-186
894,33,42,127.0599462,37.5895291,2110,서울특별시,동대문구,서울특별시 동대문구 망우로 62
895,34,42,127.0117006,37.51903408,2109,서울특별시,서초구,서울특별시 서초구 잠원로 181
896,35,42,126.9825529,37.47925026,2108,서울특별시,서초구,서울특별시 서초구 방배천로 32
897,36,42,126.9950363,37.47299474,2107,서울특별시,서초구,서울특별시 서초구 남부순환로296가길 3
898,37,42,127.0770739,37.5652553,2106,서울특별시,광진구,서울특별시 광진구 동일로 388
899,38,42,127.0737078,37.55983509,2105,서울특별시,광진구,서울특별시 광진구 동일로 322
900,39,42,127.0279354,37.63627517,2104,서울특별시,강북구,서울특별시 강북구 오패산로 393
901,40,42,127.128095,37.55190676,2103,서울특별시,강동구,서울특별시 강동구 올림픽로 793
902,41,42,127.0438522,37.62822573,2102,서울특별시,강북구,서울특별시 강북구 월계로37길 142
903,42,42,127.0722508,37.61661466,2101,서울특별시,노원구,서울특별시 노원구 화랑로 405
904,1,43,127.1034226,37.50766,2100,서울특별시,송파구,서울특별시 송파구 백제고분로39길 40
905,2,43,127.0668206,37.57603432,2099,서울특별시,동대문구,서울특별시 동대문구 한천로33길 15
906,3,43,127.0356428,37.49028717,2098,서울특별시,강남구,서울특별시 강남구 강남대로58길 45
907,4,43,127.0169049,37.58936078,2097,서울특별시,성북구,서울특별시 성북구 삼선동5가 보문로 168
908,5,43,127.0785766,37.49946173,2096,서울특별시,강남구,서울특별시 강남구 남부순환로 3183
909,6,43,126.9060274,37.57353209,2095,서울특별시,서대문구,서울특별시 서대문구 수색로 123
910,7,43,126.8475203,37.52995871,2094,서울특별시,강서구,서울특별시 강서구 강서로 21
911,8,43,127.129303,37.53658752,2093,서울특별시,강동구,서울특별시 강동구 천호대로 1056
912,9,43,127.0589677,37.56338635,2092,서울특별시,동대문구,서울특별시 동대문구 한천로2길 6
913,10,43,126.8270683,37.53885739,2091,서울특별시,양천구,서울특별시 양천구 화곡로4길 2
914,11,43,126.8316682,37.53077141,2090,서울특별시,양천구,서울특별시 양천구 남부순환로 412
915,12,43,126.8374145,37.52088897,2089,서울특별시,양천구,서울특별시 양천구 남부순환로 538
916,13,43,126.8602541,37.49667843,2088,서울특별시,구로구,서울특별시 구로구 경인로 364
917,14,43,126.8608626,37.55797338,2087,서울특별시,강서구,서울특별시 강서구 양천로 556
918,15,43,127.1317174,37.50594889,2086,서울특별시,송파구,서울특별시 송파구 마천로 103
919,16,43,127.032418,37.64440506,2085,서울특별시,도봉구,서울특별시 도봉구 도봉로 430
920,17,43,126.8978669,37.46172322,2084,서울특별시,금천구,서울특별시 금천구 시흥대로 316
921,18,43,126.9022103,37.48427922,2083,서울특별시,구로구,서울특별시 구로구 시흥대로 573
922,19,43,126.8771851,37.50127567,2082,서울특별시,구로구,서울특별시 구로구 경인로 531
923,20,43,127.0413863,37.66066431,2081,서울특별시,도봉구,서울특별시 도봉구 도봉로 627
924,21,43,127.075778,37.59409379,2080,서울특별시,중랑구,서울특별시 중랑구 망우로 209
925,22,43,126.8995368,37.53564274,2079,서울특별시,영등포구,서울특별시 영등포구 당산동6가 선유로52길 12
926,23,43,127.0840381,37.53463405,2078,서울특별시,광진구,서울특별시 광진구 자양로 75
927,24,43,127.0609412,37.61296776,2077,서울특별시,성북구,서울특별시 성북구 화랑로 292
928,25,43,127.0522496,37.55074215,2076,서울특별시,성동구,서울특별시 성동구 성수동2가 광나루로 200
929,26,43,126.9531867,37.47370984,2075,서울특별시,관악구,서울특별시 관악구 관악로 96
930,27,43,126.8376614,37.49294851,2074,서울특별시,구로구,서울특별시 구로구 경인로8길 31
931,28,43,127.0792574,37.57968469,2073,서울특별시,중랑구,서울특별시 중랑구 동일로 553
932,29,43,127.0675304,37.64904569,2072,서울특별시,노원구,서울특별시 노원구 동일로210길 86
933,30,43,126.929239,37.49973594,2071,서울특별시,동작구,서울특별시 동작구 상도로 77
934,31,43,127.0983262,37.61400227,2070,서울특별시,중랑구,서울특별시 중랑구 신내로16길 33
935,32,43,126.8164618,37.58476484,2069,서울특별시,강서구,서울특별시 강서구 금낭화로26가길 152-186
936,33,43,127.0599462,37.5895291,2068,서울특별시,동대문구,서울특별시 동대문구 망우로 62
937,34,43,127.0117006,37.51903408,2067,서울특별시,서초구,서울특별시 서초구 잠원로 181
938,35,43,126.9825529,37.47925026,2066,서울특별시,서초구,서울특별시 서초구 방배천로 32
939,36,43,126.9950363,37.47299474,2065,서울특별시,서초구,서울특별시 서초구 남부순환로296가길 3
940,37,43,127.0770739,37.5652553,2064,서울특별시,광진구,서울특별시 광진구 동일로 388
941,38,43,127.0737078,37.55983509,2063,서울특별시,광진구,서울특별시 광진구 동일로 322
942,39,43,127.0279354,37.63627517,2062,서울특별시,강북구,서울특별시 강북구 오패산로 393
943,40,43,127.128095,37.55190676,2061,서울특별시,강동구,서울특별시 강동구 올림픽로 793
944,41,43,127.0438522,37.62822573,2060,서울특별시,강북구,서울특별시 강북구 월계로37길 142
945,42,43,126.900322,37.57891129,2059,서울특별시,은평구,서울특별시 은평구 수색로 199
946,43,43,127.0722508,37.61661466,2058,서울특별시,노원구,서울특별시 노원구 화랑로 405
947,1,44,127.1034226,37.50766,2057,서울특별시,송파구,서울특별시 송파구 백제고분로39길 40
948,2,44,127.0668206,37.57603432,2056,서울특별시,동대문구,서울특별시 동대문구 한천로33길 15
949,3,44,127.0356428,37.49028717,2055,서울특별시,강남구,서울특별시 강남구 강남대로58길 45
950,4,44,127.0169049,37.58936078,2054,서울특별시,성북구,서울특별시 성북구 삼선동5가 보문로 168
951,5,44,127.0785766,37.49946173,2053,서울특별시,강남구,서울특별시 강남구 남부순환로 3183
952,6,44,126.9060274,37.57353209,2052,서울특별시,서대문구,서울특별시 서대문구 수색로 123
953,7,44,126.8475203,37.52995871,2051,서울특별시,강서구,서울특별시 강서구 강서로 21
954,8,44,127.129303,37.53658752,2050,서울특별시,강동구,서울특별시 강동구 천호대로 1056
955,9,44,127.0589677,37.56338635,2049,서울특별시,동대문구,서울특별시 동대문구 한천로2길 6
956,10,44,126.8270683,37.53885739,2048,서울특별시,양천구,서울특별시 양천구 화곡로4길 2
957,11,44,126.8316682,37.53077141,2047,서울특별시,양천구,서울특별시 양천구 남부순환로 412
958,12,44,126.8374145,37.52088897,2046,서울특별시,양천구,서울특별시 양천구 남부순환로 538
959,13,44,126.8602541,37.49667843,2045,서울특별시,구로구,서울특별시 구로구 경인로 364
960,14,44,126.8608626,37.55797338,2044,서울특별시,강서구,서울특별시 강서구 양천로 556
961,15,44,127.1317174,37.50594889,2043,서울특별시,송파구,서울특별시 송파구 마천로 103
962,16,44,127.032418,37.64440506,2042,서울특별시,도봉구,서울특별시 도봉구 도봉로 430
963,17,44,126.8978669,37.46172322,2041,서울특별시,금천구,서울특별시 금천구 시흥대로 316
964,18,44,126.9022103,37.48427922,2040,서울특별시,구로구,서울특별시 구로구 시흥대로 573
965,19,44,126.8771851,37.50127567,2039,서울특별시,구로구,서울특별시 구로구 경인로 531
966,20,44,127.0413863,37.66066431,2038,서울특별시,도봉구,서울특별시 도봉구 도봉로 627
967,21,44,127.075778,37.59409379,2037,서울특별시,중랑구,서울특별시 중랑구 망우로 209
968,22,44,126.8995368,37.53564274,2036,서울특별시,영등포구,서울특별시 영등포구 당산동6가 선유로52길 12
969,23,44,127.0840381,37.53463405,2035,서울특별시,광진구,서울특별시 광진구 자양로 75
970,24,44,127.0609412,37.61296776,2034,서울특별시,성북구,서울특별시 성북구 화랑로 292
971,25,44,127.0522496,37.55074215,2033,서울특별시,성동구,서울특별시 성동구 성수동2가 광나루로 200
972,26,44,126.9531867,37.47370984,2032,서울특별시,관악구,서울특별시 관악구 관악로 96
973,27,44,126.8376614,37.49294851,2031,서울특별시,구로구,서울특별시 구로구 경인로8길 31
974,28,44,127.0792574,37.57968469,2030,서울특별시,중랑구,서울특별시 중랑구 동일로 553
975,29,44,127.0675304,37.64904569,2029,서울특별시,노원구,서울특별시 노원구 동일로210길 86
976,30,44,126.929239,37.49973594,2028,서울특별시,동작구,서울특별시 동작구 상도로 77
977,31,44,127.0983262,37.61400227,2027,서울특별시,중랑구,서울특별시 중랑구 신내로16길 33
978,32,44,126.8164618,37.58476484,2026,서울특별시,강서구,서울특별시 강서구 금낭화로26가길 152-186
979,33,44,127.0599462,37.5895291,2025,서울특별시,동대문구,서울특별시 동대문구 망우로 62
980,34,44,127.0117006,37.51903408,2024,서울특별시,서초구,서울특별시 서초구 잠원로 181
981,35,44,126.9825529,37.47925026,2023,서울특별시,서초구,서울특별시 서초구 방배천로 32
982,36,44,126.9950363,37.47299474,2022,서울특별시,서초구,서울특별시 서초구 남부순환로296가길 3
983,37,44,127.0770739,37.5652553,2021,서울특별시,광진구,서울특별시 광진구 동일로 388
984,38,44,127.0737078,37.55983509,2020,서울특별시,광진구,서울특별시 광진구 동일로 322
985,39,44,127.0279354,37.63627517,2019,서울특별시,강북구,서울특별시 강북구 오패산로 393
986,40,44,127.128095,37.55190676,2018,서울특별시,강동구,서울특별시 강동구 올림픽로 793
987,41,44,127.0438522,37.62822573,2017,서울특별시,강북구,서울특별시 강북구 월계로37길 142
988,42,44,126.900322,37.57891129,2016,서울특별시,은평구,서울특별시 은평구 수색로 199
989,43,44,126.8177259,37.57035075,2015,서울특별시,강서구,서울특별시 강서구 방화대로34길 43
990,44,44,127.0722508,37.61661466,2014,서울특별시,노원구,서울특별시 노원구 화랑로 405
991,1,45,127.1034226,37.50766,2013,서울특별시,송파구,서울특별시 송파구 백제고분로39길 40
992,2,45,127.0668206,37.57603432,2012,서울특별시,동대문구,서울특별시 동대문구 한천로33길 15
