,지번주소,위도,경도
0,서울특별시 용산구 원효로1가 17-224,37.5401950,126.9648912
1,서울특별시 용산구 원효로1가 17-225,37.5413144,126.9652066
2,서울특별시 용산구 원효로1가 17-226,37.5413086,126.9682415
3,서울특별시 용산구 원효로1가 17-228,37.5400868,126.9644752
4,서울특별시 용산구 원효로1가 17-229,37.5400747,126.9644722
5,서울특별시 용산구 원효로1가 17-231,37.5405670,126.9654840
6,서울특별시 용산구 원효로1가 17-234,37.5414646,126.9649386
7,서울특별시 용산구 원효로1가 17-235,37.5408616,126.9647756
8,서울특별시 용산구 원효로1가 17-236,37.5413979,126.9649403
