,지번주소,위도,경도
0,서울특별시 동대문구 회기동 44-2,37.5917083,127.0526799
1,서울특별시 동대문구 회기동 45-1,37.5918007,127.0536425
2,서울특별시 동대문구 회기동 45-33,37.5913517,127.0539956
3,서울특별시 동대문구 회기동 45-35,37.5912677,127.0532262
4,서울특별시 동대문구 회기동 45-37,37.5911649,127.0532895
5,서울특별시 동대문구 회기동 45-38,37.5911832,127.0531951
6,서울특별시 동대문구 회기동 45-39,37.5908449,127.0536667
7,서울특별시 동대문구 회기동 45-40,37.5907298,127.0538181
8,서울특별시 동대문구 회기동 45-41,37.5914386,127.0528794
9,서울특별시 동대문구 회기동 45-46,37.5915047,127.0526127
10,서울특별시 동대문구 회기동 45-51,37.5914578,127.0530469
11,서울특별시 동대문구 회기동 45-63,37.5911759,127.0535632
12,서울특별시 동대문구 회기동 45-65,37.5911690,127.0538700
13,서울특별시 동대문구 회기동 45-75,37.5914195,127.0533366
14,서울특별시 동대문구 회기동 45-103,37.5916706,127.0533015
15,서울특별시 동대문구 회기동 45-112,37.5914852,127.0525017
16,서울특별시 동대문구 회기동 45-128,37.5910245,127.0533812
17,서울특별시 동대문구 회기동 45-131,37.5907764,127.0540104
18,서울특별시 동대문구 회기동 45-136,37.5914143,127.0528041
19,서울특별시 동대문구 회기동 45-143,37.5913242,127.0529599
20,서울특별시 동대문구 회기동 45-145,37.5914380,127.0527096
21,서울특별시 동대문구 회기동 45-146,37.5914731,127.0525602
22,서울특별시 동대문구 회기동 45-148,37.5912937,127.0536027
23,서울특별시 동대문구 회기동 45-149,37.5911900,127.0535390
24,서울특별시 동대문구 회기동 45-165,37.5914103,127.0528343
25,서울특별시 동대문구 회기동 45-166,37.5908068,127.0536126
26,서울특별시 동대문구 회기동 45-167,37.5907667,127.0535686
27,서울특별시 동대문구 회기동 46-1,37.5913453,127.0540390
28,서울특별시 동대문구 회기동 54-2,37.5911172,127.0555678
29,서울특별시 동대문구 회기동 54-8,37.5914973,127.0554649
30,서울특별시 동대문구 회기동 54-20,37.5913093,127.0553365
31,서울특별시 동대문구 회기동 54-28,37.5912320,127.0549792
32,서울특별시 동대문구 회기동 54-41,37.5913602,127.0546838
33,서울특별시 동대문구 회기동 54-95,37.5927730,127.0555229
34,서울특별시 동대문구 회기동 54-114,37.5928850,127.0555644
35,서울특별시 동대문구 회기동 54-119,37.5928301,127.0552725
36,서울특별시 동대문구 회기동 54-123,37.5927334,127.0554795
37,서울특별시 동대문구 회기동 54-128,37.5930024,127.0556011
38,서울특별시 동대문구 회기동 54-132,37.5916282,127.0546076
39,서울특별시 동대문구 회기동 54-133,37.5918234,127.0546285
