,지번주소,위도,경도
0,서울특별시 강북구 번동 417-39,37.6383030,127.0288982
1,서울특별시 강북구 번동 417-49,37.6374912,127.0295152
2,서울특별시 강북구 번동 417-55,37.6374964,127.0293129
3,서울특별시 강북구 번동 417-63,37.6376445,127.0291139
4,서울특별시 강북구 번동 417-74,37.6380271,127.0284931
5,서울특별시 강북구 번동 417-77,37.6380925,127.0283952
6,서울특별시 강북구 번동 417-88,37.6382109,127.0282195
7,서울특별시 강북구 번동 417-101,37.6381543,127.0292701
8,서울특별시 강북구 번동 418-7,37.6378618,127.0263601
9,서울특별시 강북구 번동 427-3,37.6355470,127.0371342
10,서울특별시 강북구 번동 427-8,37.6353195,127.0374447
11,서울특별시 강북구 번동 427-15,37.6353834,127.0371952
12,서울특별시 강북구 번동 427-22,37.6354454,127.0369464
13,서울특별시 강북구 번동 427-29,37.6355065,127.0366974
14,서울특별시 강북구 번동 427-36,37.6352152,127.0368520
15,서울특별시 강북구 번동 427-51,37.6357937,127.0372459
16,서울특별시 강북구 번동 427-73,37.6352758,127.0366102
17,서울특별시 강북구 번동 427-78,37.6356761,127.0370241
18,서울특별시 강북구 번동 427-84,37.6354486,127.0369265
19,서울특별시 강북구 번동 427-85,37.6352793,127.0368580
20,서울특별시 강북구 번동 428-7,37.6347725,127.0373457
21,서울특별시 강북구 번동 428-14,37.6348532,127.0370080
22,서울특별시 강북구 번동 428-20,37.6349912,127.0365631
23,서울특별시 강북구 번동 428-25,37.6350019,127.0363220
24,서울특별시 강북구 번동 428-43,37.6345057,127.0376090
25,서울특별시 강북구 번동 428-101,37.6346723,127.0372850
26,서울특별시 강북구 번동 428-102,37.6350508,127.0367834
27,서울특별시 강북구 번동 428-103,37.6350218,127.0370225
28,서울특별시 강북구 번동 428-104,37.6346384,127.0358152
29,서울특별시 강북구 번동 428-105,37.6345348,127.0378313
30,서울특별시 강북구 번동 429-3,37.6360958,127.0368860
31,서울특별시 강북구 번동 429-13,37.6355794,127.0363547
32,서울특별시 강북구 번동 429-30,37.6356578,127.0357901
33,서울특별시 강북구 번동 429-37,37.6357669,127.0356021
34,서울특별시 강북구 번동 429-63,37.6358081,127.0363859
35,서울특별시 강북구 번동 429-72,37.6359849,127.0358956
36,서울특별시 강북구 번동 429-80,37.6361814,127.0361470
37,서울특별시 강북구 번동 429-92,37.6359606,127.0365453
38,서울특별시 강북구 번동 429-113,37.6362814,127.0368014
39,서울특별시 강북구 번동 429-121,37.6357099,127.0366497
40,서울특별시 강북구 번동 430-6,37.6354849,127.0354993
41,서울특별시 강북구 번동 430-24,37.6356298,127.0352734
42,서울특별시 강북구 번동 430-26,37.6354215,127.0355829
43,서울특별시 강북구 번동 430-40,37.6357069,127.0349401
44,서울특별시 강북구 번동 430-45,37.6352546,127.0357969
45,서울특별시 강북구 번동 430-69,37.6351570,127.0354234
46,서울특별시 강북구 번동 430-70,37.6350872,127.0356547
47,서울특별시 강북구 번동 430-76,37.6353768,127.0345424
48,서울특별시 강북구 번동 430-77,37.6351994,127.0348570
49,서울특별시 강북구 번동 430-78,37.6349853,127.0357480
