기준_년_코드,기준_분기_코드,상권_구분_코드,상권_구분_코드_명,상권_코드,상권_코드_명,총_직장_인구_수,남성_직장_인구_수,여성_직장_인구_수,연령대_10_직장_인구_수,연령대_20_직장_인구_수,연령대_30_직장_인구_수,연령대_40_직장_인구_수,연령대_50_직장_인구_수,연령대_60_이상_직장_인구_수,남성연령대_10_직장_인구_수,남성연령대_20_직장_인구_수,남성연령대_30_직장_인구_수,남성연령대_40_직장_인구_수,남성연령대_50_직장_인구_수,남성연령대_60_이상_직장_인구_수,여성연령대_10_직장_인구_수,여성연령대_20_직장_인구_수,여성연령대_30_직장_인구_수,여성연령대_40_직장_인구_수,여성연령대_50_직장_인구_수,여성연령대_60_이상_직장_인구_수
2020,2,A,골목상권,1000278,삼선교로10길,2448,1319,1129,4,222,314,722,727,459,2,76,134,409,421,277,2,146,180,313,306,182
2020,2,A,골목상권,1000277,보문로32길,3795,2025,1770,12,402,961,1025,1093,302,5,150,395,543,737,195,7,252,566,482,356,107
2020,2,A,골목상권,1000276,보문로31길,6816,3595,3221,9,765,1759,2112,1724,447,2,270,782,1077,1187,277,7,495,977,1035,537,170
2020,2,A,골목상권,1000275,보문로26길,1538,813,725,1,285,437,401,268,146,0,127,270,209,121,86,1,158,167,192,147,60
2020,2,A,골목상권,1000274,보문로13길,6379,4803,1576,7,521,1743,1183,1318,1607,1,318,1444,946,1014,1080,6,203,299,237,304,527
2020,2,A,골목상권,1000273,보국문로16길,1473,809,664,2,134,166,324,455,392,0,44,77,162,269,257,2,90,89,162,186,135
2020,2,A,골목상권,1000272,동소문로6길,3075,1751,1324,11,285,567,1022,837,353,4,130,325,582,467,243,7,155,242,440,370,110
2020,2,A,골목상권,1000271,동소문로2길,2629,1268,1361,8,361,575,735,574,376,5,162,334,362,209,196,3,199,241,373,365,180
2020,2,A,골목상권,1000270,동소문로26가길,2325,1062,1263,23,336,488,529,546,403,11,90,178,233,281,269,12,246,310,296,265,134
2020,2,A,골목상권,1000269,동소문로15길,13122,7940,5182,60,2012,3087,4057,2407,1499,26,932,1807,2691,1751,733,34,1080,1280,1366,656,766
2020,2,A,골목상권,1000268,동소문로13길,15530,8923,6607,61,2321,3756,4947,2768,1677,27,1042,2114,3047,1895,798,34,1279,1642,1900,873,879
2020,2,A,골목상권,1000267,돌곶이로8길,1501,991,510,3,168,348,339,377,266,0,78,211,198,280,224,3,90,137,141,97,42
2020,2,A,골목상권,1000266,돌곶이로41길,578,281,297,5,93,145,159,113,63,3,42,78,81,42,35,2,51,67,78,71,28
2020,2,A,골목상권,1000265,돌곶이로28길,2464,1679,785,6,192,251,323,451,1241,1,75,134,182,273,1014,5,117,117,141,178,227
2020,2,A,골목상권,1000264,돌곶이로27길,1146,638,508,1,113,202,254,253,323,0,35,95,119,131,258,1,78,107,135,122,65
2020,2,A,골목상권,1000263,돌곶이로22길,2523,1745,778,4,227,361,362,436,1133,0,104,229,227,270,915,4,123,132,135,166,218
2020,2,A,골목상권,1000262,돌곶이로14길,1130,729,401,3,138,285,273,289,142,0,69,183,170,195,112,3,69,102,103,94,30
2020,2,A,골목상권,1000261,길음로7길,2033,690,1343,9,643,584,388,269,140,0,112,217,147,119,95,9,531,367,241,150,45
2020,2,A,골목상권,1000260,중랑천로10길,3242,2165,1077,11,329,735,995,928,244,10,150,453,692,689,171,1,179,282,303,239,73
2020,2,A,골목상권,1000259,용마산로94길,1479,1008,471,1,135,212,335,428,368,0,46,122,218,335,287,1,89,90,117,93,81
2020,2,A,골목상권,1000258,용마산로118길,1833,1219,614,3,134,257,368,560,511,1,50,110,200,400,458,2,84,147,168,160,53
2020,2,A,골목상권,1000257,용마산로112길,1061,691,370,3,77,147,200,352,282,1,29,62,111,243,245,2,48,85,89,109,37
2020,2,A,골목상권,1000256,용마산로100길,1375,864,511,0,108,178,316,388,385,0,39,93,188,261,283,0,69,85,128,127,102
2020,2,A,골목상권,1000255,신내로7가길,2885,1702,1183,7,421,599,614,650,594,4,252,346,321,339,440,3,169,253,293,311,154
2020,2,A,골목상권,1000254,사가정로54길,2447,1561,886,4,257,394,587,682,523,4,98,209,351,486,413,0,159,185,236,196,110
2020,2,A,골목상권,1000253,사가정로42길,1480,984,496,2,143,326,437,379,193,2,79,194,297,268,144,0,64,132,140,111,49
2020,2,A,골목상권,1000252,봉화산로56길,6034,3615,2419,7,777,1325,1309,1525,1091,6,404,672,687,972,874,1,373,653,622,553,217
2020,2,A,골목상권,1000251,봉화산로4길,1177,649,528,7,163,237,282,241,247,6,79,99,141,134,190,1,84,138,141,107,57
2020,2,A,골목상권,1000250,봉화산로30길,2185,1269,916,11,274,462,498,523,417,10,120,230,272,306,331,1,154,232,226,217,86
2020,2,A,골목상권,1000249,봉우재로33길,2885,1792,1093,6,408,726,863,553,329,3,226,499,471,322,271,3,182,227,392,231,58
2020,2,A,골목상권,1000248,면목로78길,2567,1467,1100,3,353,606,757,571,277,0,176,401,378,294,218,3,177,205,379,277,59
2020,2,A,골목상권,1000247,면목로56길,2604,1612,992,5,254,532,633,676,504,0,94,286,378,479,375,5,160,246,255,197,129
2020,2,A,골목상권,1000246,면목로55길,2381,1425,956,4,284,506,594,560,433,1,120,285,316,372,331,3,164,221,278,188,102
2020,2,A,골목상권,1000245,면목로49길,2892,1746,1146,6,325,625,796,681,459,3,139,346,451,460,347,3,186,279,345,221,112
2020,2,A,골목상권,1000244,면목로48길,2802,1706,1096,6,308,506,636,752,594,2,99,241,361,531,472,4,209,265,275,221,122
2020,2,A,골목상권,1000243,면목로45길,2478,1502,976,5,260,477,642,635,459,2,95,236,362,453,354,3,165,241,280,182,105
2020,2,A,골목상권,1000242,면목로33길,1771,1210,561,3,146,273,467,639,243,2,61,154,307,496,190,1,85,119,160,143,53
2020,2,A,골목상권,1000241,면목로21길,1619,1149,470,1,128,228,394,595,273,1,63,138,260,478,209,0,65,90,134,117,64
2020,2,A,골목상권,1000240,망우로73길,1580,995,585,2,129,243,331,503,372,1,48,97,162,350,337,1,81,146,169,153,35
2020,2,A,골목상권,1000239,망우로68길,1840,1024,816,11,182,275,356,549,467,2,56,90,174,333,369,9,126,185,182,216,98
2020,2,A,골목상권,1000238,동일로163길,1116,609,507,1,113,238,281,312,171,1,33,124,148,186,117,0,80,114,133,126,54
2020,2,A,골목상권,1000237,동일로157길,2828,1746,1082,2,371,654,717,740,344,2,195,416,418,482,233,0,176,238,299,258,111
2020,2,A,골목상권,1000236,동일로149길,1644,1148,496,1,250,431,408,418,136,1,160,301,274,311,101,0,90,130,134,107,35
2020,2,A,골목상권,1000235,동일로140길,2688,1741,947,1,373,630,649,637,398,1,212,366,386,448,328,0,161,264,263,189,70
2020,2,A,골목상권,1000234,동일로139길,1911,1335,576,2,290,481,447,429,262,2,182,319,296,333,203,0,108,162,151,96,59
2020,2,A,골목상권,1000233,동일로139가길,2323,1520,803,2,338,578,560,546,299,2,202,364,338,382,232,0,136,214,222,164,67
2020,2,A,골목상권,1000232,동일로130길,1739,907,832,0,221,381,428,392,317,0,80,163,212,207,245,0,141,218,216,185,72
2020,2,A,골목상권,1000231,동일로123길,2657,1671,986,4,253,497,628,611,664,2,112,252,362,403,540,2,141,245,266,208,124
2020,2,A,골목상권,1000230,동일로112길,4163,2571,1592,5,455,878,1184,921,720,0,216,554,654,565,582,5,239,324,530,356,138
2020,2,A,골목상권,1000229,동일로101길,1342,738,604,2,111,223,316,394,296,1,38,102,165,210,222,1,73,121,151,184,74
2020,2,A,골목상권,1000228,동일로100길,3062,1918,1144,5,382,644,840,712,479,1,186,437,469,435,390,4,196,207,371,277,89
2020,2,A,골목상권,1000227,답십리로75길,1647,1158,489,2,146,269,413,594,223,1,61,158,284,477,177,1,85,111,129,117,46
2020,2,A,골목상권,1000226,공릉로2길,1693,846,847,0,190,354,448,430,271,0,59,167,211,219,190,0,131,187,237,211,81
2020,2,A,골목상권,1000225,공릉로12가길,1387,675,712,5,120,302,379,375,206,1,41,141,168,184,140,4,79,161,211,191,66
2020,2,A,골목상권,1000224,겸재로54길,1723,989,734,2,149,360,435,489,288,0,52,182,235,314,206,2,97,178,200,175,82
2020,2,A,골목상권,1000223,겸재로36길,1894,1125,769,2,224,410,491,451,316,1,99,235,263,282,245,1,125,175,228,169,71
2020,2,A,골목상권,1000222,겸재로29길,2514,1442,1072,3,356,591,717,548,299,0,154,393,354,299,242,3,202,198,363,249,57
2020,2,A,골목상권,1000221,휘경로3길,1648,978,670,1,105,240,504,490,308,1,31,114,291,337,204,0,74,126,213,153,104
2020,2,A,골목상권,1000220,휘경로2길,3049,1311,1738,1,618,820,765,547,298,0,109,292,374,339,197,1,509,528,391,208,101
2020,2,A,골목상권,1000219,휘경로23길,614,320,294,1,67,110,160,169,107,1,22,58,78,92,69,0,45,52,82,77,38
2020,2,A,골목상권,1000218,휘경로14길,1479,863,616,2,157,276,399,372,273,0,59,153,246,256,149,2,98,123,153,116,124
2020,2,A,골목상권,1000217,한천로46길,2745,1664,1081,7,257,609,744,699,429,4,108,329,405,450,368,3,149,280,339,249,61
2020,2,A,골목상권,1000216,한천로40길,3901,2396,1505,42,1579,638,549,630,463,24,890,432,324,364,362,18,689,206,225,266,101
2020,2,A,골목상권,1000215,한천로33길,3866,2281,1585,44,1555,669,619,604,375,25,889,443,365,303,256,19,666,226,254,301,119
2020,2,A,골목상권,1000214,한천로14길,4755,3015,1740,10,482,875,1053,1151,1184,8,265,564,729,724,725,2,217,311,324,427,459
2020,2,A,골목상권,1000213,천호대로97길,2965,1783,1182,3,272,446,561,649,1034,1,124,255,305,374,724,2,148,191,256,275,310
2020,2,A,골목상권,1000212,천호대로77길,7115,4648,2467,42,1435,1733,1428,1183,1294,11,692,1167,993,781,1004,31,743,566,435,402,290
2020,2,A,골목상권,1000211,천호대로45길,3003,1572,1431,4,394,735,773,837,260,3,173,340,347,530,179,1,221,395,426,307,81
2020,2,A,골목상권,1000210,천호대로17길,6749,4474,2275,19,1205,1945,1500,1062,1018,8,649,1242,1040,758,777,11,556,703,460,304,241
2020,2,A,골목상권,1000209,천호대로12길,7588,3791,3797,17,654,1869,2390,2008,650,5,311,1118,1104,826,427,12,343,751,1286,1182,223
2020,2,A,골목상권,1000208,천장산로7길,1507,887,620,1,143,268,481,414,200,1,46,118,281,284,157,0,97,150,200,130,43
2020,2,A,골목상권,1000207,제기로5길,935,590,345,1,67,174,296,222,175,1,33,90,177,153,136,0,34,84,119,69,39
2020,2,A,골목상권,1000206,제기로21길,2839,1722,1117,3,462,786,682,637,269,2,167,399,457,465,232,1,295,387,225,172,37
2020,2,A,골목상권,1000205,전농로4길,4531,3351,1180,21,816,1152,1084,816,642,20,613,873,800,557,488,1,203,279,284,259,154
2020,2,A,골목상권,1000204,전농로3길,5028,2106,2922,6,712,1005,1480,1452,373,3,484,665,450,279,225,3,228,340,1030,1173,148
2020,2,A,골목상권,1000203,전농로29길,2714,1526,1188,4,365,562,704,736,343,1,149,259,429,454,234,3,216,303,275,282,109
2020,2,A,골목상권,1000202,장한로8길,5023,3212,1811,13,542,925,1072,1109,1362,9,274,576,665,701,987,4,268,349,407,408,375
2020,2,A,골목상권,1000201,장한로5길,5323,3412,1911,16,511,879,1104,1211,1602,12,281,571,744,755,1049,4,230,308,360,456,553
2020,2,A,골목상권,1000200,장한로27길,5011,2537,2474,51,1855,967,882,799,457,31,974,542,372,353,265,20,881,425,510,446,192
2020,2,A,골목상권,1000199,장한로27가길,5462,2697,2765,50,1892,1073,1078,938,431,31,977,583,448,388,270,19,915,490,630,550,161
2020,2,A,골목상권,1000198,장한로26길,4475,2559,1916,13,776,1044,1177,953,512,9,415,600,587,556,392,4,361,444,590,397,120
2020,2,A,골목상권,1000197,장한로26가길,3157,1546,1611,2,436,691,837,757,434,1,156,334,371,389,295,1,280,357,466,368,139
2020,2,A,골목상권,1000196,장한로25길,2822,1232,1590,11,422,622,742,672,353,8,155,291,285,291,202,3,267,331,457,381,151
2020,2,A,골목상권,1000195,장한로14길,2657,1721,936,1,344,567,590,714,441,0,183,363,374,464,337,1,161,204,216,250,104
2020,2,A,골목상권,1000194,이문로42길,1875,896,979,2,236,373,458,469,337,1,77,189,213,209,207,1,159,184,245,260,130
2020,2,A,골목상권,1000193,왕산로43길,2884,1522,1362,2,423,750,539,578,592,2,174,472,259,286,329,0,249,278,280,292,263
2020,2,A,골목상권,1000192,왕산로33길,1277,685,592,3,165,207,251,351,300,2,71,118,146,162,186,1,94,89,105,189,114
2020,2,A,골목상권,1000191,왕산로32길,2790,1398,1392,4,356,682,704,775,269,3,136,293,297,488,181,1,220,389,407,287,88
2020,2,A,골목상권,1000190,약령시로17길,1197,647,550,0,100,194,256,364,283,0,47,96,132,171,201,0,53,98,124,193,82
2020,2,A,골목상권,1000189,서울시립대로4길,1374,920,454,5,205,281,370,322,191,3,135,171,236,225,150,2,70,110,134,97,41
2020,2,A,골목상권,1000188,서울시립대로29길,2817,1495,1322,5,375,592,640,678,527,2,120,239,337,390,407,3,255,353,303,288,120
2020,2,A,골목상권,1000187,서울시립대로16길,1212,705,507,2,157,239,338,315,161,1,73,132,206,200,93,1,84,107,132,115,68
2020,2,A,골목상권,1000186,사가정로2길,5921,2739,3182,6,842,1281,1651,1543,598,1,558,846,593,346,395,5,284,435,1058,1197,203
2020,2,A,골목상권,1000185,사가정로23가길,2757,1624,1133,7,243,514,745,769,479,4,107,272,387,451,403,3,136,242,358,318,76
2020,2,A,골목상권,1000184,사가정로13길,3844,2135,1709,3,409,833,1054,1019,526,1,191,398,597,596,352,2,218,435,457,423,174
2020,2,A,골목상권,1000183,무학로45길,3892,2514,1378,6,635,942,861,797,651,1,265,586,560,574,528,5,370,356,301,223,123
2020,2,A,골목상권,1000182,무학로16길,6673,4996,1677,44,537,1158,1534,2228,1172,30,339,869,1214,1655,889,14,198,289,320,573,283
2020,2,A,골목상권,1000181,망우로21길,2985,1539,1446,4,476,624,771,769,341,1,138,335,448,437,180,3,338,289,323,332,161
2020,2,A,골목상권,1000180,망우로18길,3637,1908,1729,3,523,764,946,984,417,1,160,354,548,589,256,2,363,410,398,395,161
2020,2,A,골목상권,1000179,망우로18가길,1678,939,739,2,157,343,451,474,251,0,74,131,251,308,175,2,83,212,200,166,76
2020,2,A,골목상권,1000178,답십리로72길,4692,2705,1987,14,840,1135,1265,971,467,10,456,674,650,563,352,4,384,461,615,408,115
2020,2,A,골목상권,1000177,답십리로69길,2975,1406,1569,4,394,595,796,749,437,2,133,276,322,362,311,2,261,319,474,387,126
2020,2,A,골목상권,1000176,답십리로68길,4296,2087,2209,10,547,830,982,1006,921,9,238,431,475,481,453,1,309,399,507,525,468
2020,2,A,골목상권,1000175,답십리로64길,3592,1860,1732,14,351,550,734,948,995,11,178,315,412,456,488,3,173,235,322,492,507
2020,2,A,골목상권,1000174,답십리로63길,3950,2081,1869,49,1679,741,663,541,277,31,917,445,284,227,177,18,762,296,379,314,100
2020,2,A,골목상권,1000173,답십리로60길,2814,1528,1286,10,218,367,546,730,943,8,104,213,339,376,488,2,114,154,207,354,455
2020,2,A,골목상권,1000172,답십리로56길,1642,966,676,7,193,331,415,414,282,5,84,182,226,261,208,2,109,149,189,153,74
2020,2,A,골목상권,1000171,답십리로23길,621,354,267,0,53,109,142,155,162,0,36,69,95,81,73,0,17,40,47,74,89
2020,2,A,골목상권,1000170,난계로30길,11888,6465,5423,26,1011,2333,3278,3040,2200,15,518,1425,1712,1450,1345,11,493,908,1566,1590,855
2020,2,A,골목상권,1000169,경희대로4길,2471,851,1620,1,635,796,539,319,181,1,118,263,205,132,132,0,517,533,334,187,49
2020,2,A,골목상권,1000168,경희대로3길,1887,985,902,3,421,627,363,278,195,2,150,306,216,169,142,1,271,321,147,109,53
2020,2,A,골목상권,1000167,천호대로129길,4015,2458,1557,57,613,763,1054,994,534,25,326,456,705,595,351,32,287,307,349,399,183
2020,2,A,골목상권,1000166,천호대로123길,3663,2023,1640,12,472,752,948,854,625,4,247,428,501,410,433,8,225,324,447,444,192
2020,2,A,골목상권,1000165,천호대로109길,4122,2443,1679,12,675,953,1056,806,620,7,368,568,606,448,446,5,307,385,450,358,174
2020,2,A,골목상권,1000164,자양번영로3길,2410,1751,659,5,268,492,717,699,229,3,184,349,521,521,173,2,84,143,196,178,56
2020,2,A,골목상권,1000163,자양로53길,3133,1922,1211,7,338,584,936,852,416,3,155,354,590,521,299,4,183,230,346,331,117
2020,2,A,골목상권,1000162,자양로50길,3389,2111,1278,55,516,563,871,921,463,24,288,333,588,579,299,31,228,230,283,342,164
2020,2,A,골목상권,1000161,자양로45길,3528,1956,1572,18,389,699,906,884,632,8,170,399,508,438,433,10,219,300,398,446,199
2020,2,A,골목상권,1000160,자양로26길,11120,9301,1819,8,645,1498,3166,4721,1082,7,395,1137,2640,4179,943,1,250,361,526,542,139
2020,2,A,골목상권,1000159,자양로15길,14033,10711,3322,15,963,2057,3878,5600,1520,11,438,1259,3031,4713,1259,4,525,798,847,887,261
2020,2,A,골목상권,1000158,자양로11길,4146,2273,1873,13,510,846,1120,1097,560,9,194,432,630,617,391,4,316,414,490,480,169
2020,2,A,골목상권,1000157,용마산로3길,3963,2259,1704,12,592,827,1025,859,648,4,333,474,558,438,452,8,259,353,467,421,196
2020,2,A,골목상권,1000156,용마산로21길,3266,1755,1511,52,500,666,824,773,451,6,177,324,426,465,357,46,323,342,398,308,94
2020,2,A,골목상권,1000155,아차산로78길,13980,8708,5272,179,4372,3794,2639,2038,958,56,2128,2558,1845,1418,703,123,2244,1236,794,620,255
2020,2,A,골목상권,1000154,아차산로65길,5416,3292,2124,9,825,1240,1171,1078,1093,3,489,877,821,559,543,6,336,363,350,519,550
2020,2,A,골목상권,1000153,아차산로55길,6399,3241,3158,11,462,1050,1872,2133,871,8,211,550,1006,966,500,3,251,500,866,1167,371
2020,2,A,골목상권,1000152,아차산로51길,14145,10878,3267,14,898,2236,3957,5628,1412,11,462,1418,3051,4759,1177,3,436,818,906,869,235
2020,2,A,골목상권,1000151,아차산로40길,2465,1497,968,8,381,560,656,533,327,5,188,318,401,323,262,3,193,242,255,210,65
2020,2,A,골목상권,1000150,면목로17길,1926,1424,502,3,185,382,468,611,277,0,108,283,338,487,208,3,77,99,130,124,69
2020,2,A,골목상권,1000149,뚝섬로64길,3109,1715,1394,4,279,676,816,901,433,1,128,384,446,452,304,3,151,292,370,449,129
2020,2,A,골목상권,1000148,뚝섬로58길,3129,1834,1295,13,357,640,850,913,356,9,224,372,481,482,266,4,133,268,369,431,90
2020,2,A,골목상권,1000147,뚝섬로54길,2167,1408,759,14,469,477,538,459,210,10,355,322,305,250,166,4,114,155,233,209,44
2020,2,A,골목상권,1000146,뚝섬로48길,2096,1462,634,7,385,414,538,518,234,4,273,293,365,350,177,3,112,121,173,168,57
2020,2,A,골목상권,1000145,뚝섬로24길,764,520,244,5,87,139,162,166,205,4,47,93,102,107,167,1,40,46,60,59,38
2020,2,A,골목상권,1000144,뚝섬로23길,1254,788,466,9,148,237,279,287,294,8,75,133,167,179,226,1,73,104,112,108,68
2020,2,A,골목상권,1000143,동일로24길,3094,2015,1079,13,419,693,812,642,515,6,211,440,547,411,400,7,208,253,265,231,115
2020,2,A,골목상권,1000142,동일로18길,4424,2913,1511,26,523,877,1104,1066,828,20,262,551,712,743,625,6,261,326,392,323,203
2020,2,A,골목상권,1000141,능동로4길,2258,1685,573,7,267,584,648,542,210,2,189,451,491,398,154,5,78,133,157,144,56
2020,2,A,골목상권,1000140,능동로3길,2129,1681,448,9,225,532,590,525,248,5,165,433,476,408,194,4,60,99,114,117,54
2020,2,A,골목상권,1000139,능동로34길,4493,2629,1864,9,675,1001,1143,949,716,4,373,577,667,509,499,5,302,424,476,440,217
2020,2,A,골목상권,1000138,능동로19길,1993,1264,729,2,200,302,497,650,342,0,76,165,320,437,266,2,124,137,177,213,76
2020,2,A,골목상권,1000137,능동로13길,4553,2803,1750,7,669,1058,1229,1063,527,3,315,632,803,641,409,4,354,426,426,422,118
2020,2,A,골목상권,1000136,긴고랑로9길,1980,983,997,53,378,344,489,433,283,6,118,181,232,239,207,47,260,163,257,194,76
2020,2,A,골목상권,1000135,긴고랑로8길,5420,2611,2809,79,1401,1029,1086,1266,559,25,598,551,538,502,397,54,803,478,548,764,162
2020,2,A,골목상권,1000134,긴고랑로7길,3060,1768,1292,53,541,661,682,674,449,6,214,383,383,426,356,47,327,278,299,248,93
2020,2,A,골목상권,1000133,긴고랑로20길,3283,1719,1564,57,615,678,815,706,412,10,280,394,410,366,259,47,335,284,405,340,153
2020,2,A,골목상권,1000132,광나루로52길,9838,5349,4489,11,1019,1942,2434,2779,1653,6,585,1271,1501,1178,808,5,434,671,933,1601,845
2020,2,A,골목상권,1000131,광나루로40길,1969,1079,890,3,238,444,549,492,243,1,97,227,302,276,176,2,141,217,247,216,67
2020,2,A,골목상권,1000130,광나루로37길,1980,1078,902,2,219,408,502,523,326,1,76,190,254,301,256,1,143,218,248,222,70
2020,2,A,골목상권,1000129,광나루로36길,2682,1763,919,3,398,720,634,630,297,1,216,459,407,436,244,2,182,261,227,194,53
2020,2,A,골목상권,1000128,광나루로24길,1255,912,343,2,99,164,339,443,208,0,47,108,239,342,176,2,52,56,100,101,32
2020,2,A,골목상권,1000127,광나루로12길,3398,1952,1446,4,531,874,868,700,421,1,268,518,526,340,299,3,263,356,342,360,122
2020,2,A,골목상권,1000126,한림말길,13906,9816,4090,21,1965,4373,4011,2983,553,15,733,2938,3234,2518,378,6,1232,1435,777,465,175
2020,2,A,골목상권,1000125,한림말3길,4514,1697,2817,5,1162,1329,1012,717,289,0,285,463,467,332,150,5,877,866,545,385,139
2020,2,A,골목상권,1000124,청계천로10나길,8716,5845,2871,46,796,1707,2077,2834,1256,33,441,1062,1400,2005,904,13,355,645,677,829,352
2020,2,A,골목상권,1000123,장터길,934,408,526,1,110,227,249,238,109,0,28,86,114,112,68,1,82,141,135,126,41
2020,2,A,골목상권,1000122,용답중앙길,5789,2733,3056,7,815,1244,1633,1519,571,2,560,857,601,343,370,5,255,387,1032,1176,201
2020,2,A,골목상권,1000121,용답29길,8662,5091,3571,27,1495,2040,2283,1941,876,22,1118,1520,1135,669,627,5,377,520,1148,1272,249
2020,2,A,골목상권,1000120,왕십리로6길,7264,4704,2560,27,1259,1744,1605,1402,1227,19,714,1132,1034,944,861,8,545,612,571,458,366
2020,2,A,골목상권,1000119,왕십리로31길,3548,2008,1540,18,697,788,769,756,520,6,205,443,526,502,326,12,492,345,243,254,194
2020,2,A,골목상권,1000118,왕십리로26길,6654,3331,3323,18,1042,1228,1446,1783,1137,4,381,706,866,893,481,14,661,522,580,890,656
2020,2,A,골목상권,1000117,왕십리로21길,1515,781,734,1,187,321,403,404,199,0,71,141,204,221,144,1,116,180,199,183,55
2020,2,A,골목상권,1000116,왕십리로14길,5086,3544,1542,18,769,999,1018,1140,1142,14,450,658,670,835,917,4,319,341,348,305,225
2020,2,A,골목상권,1000115,아차산로5길,9775,6281,3494,38,1502,2414,2298,1907,1616,25,865,1548,1526,1214,1103,13,637,866,772,693,513
2020,2,A,골목상권,1000114,아차산로15길,12223,8023,4200,52,1906,3102,3255,2484,1424,41,1007,2064,2204,1616,1091,11,899,1038,1051,868,333
2020,2,A,골목상권,1000113,아차산로11길,17999,11757,6242,66,3025,4638,4518,3640,2112,48,1693,3158,3070,2212,1576,18,1332,1480,1448,1428,536
2020,2,A,골목상권,1000112,송정4가길,5430,3327,2103,9,898,1444,1399,1020,660,3,455,898,890,601,480,6,443,546,509,419,180
2020,2,A,골목상권,1000111,송정12라길,841,408,433,1,94,153,198,229,166,0,29,73,91,109,106,1,65,80,107,120,60
2020,2,A,골목상권,1000110,성수일로6길,19921,12818,7103,79,3614,5323,4621,3601,2683,56,2042,3547,3112,2240,1821,23,1572,1776,1509,1361,862
2020,2,A,골목상권,1000109,성수이로7길,15268,9362,5906,70,3328,4144,3343,2613,1770,44,1645,2669,2210,1538,1256,26,1683,1475,1133,1075,514
2020,2,A,골목상권,1000108,성수이로18길,19110,12036,7074,144,3817,4756,4454,3682,2257,89,1922,3107,2991,2302,1625,55,1895,1649,1463,1380,632
2020,2,A,골목상권,1000107,성덕정길,2631,1722,909,3,239,473,607,782,527,2,125,317,393,540,345,1,114,156,214,242,182
2020,2,A,골목상권,1000106,성덕정17길,4785,3353,1432,79,805,1244,1217,956,484,39,481,882,887,680,384,40,324,362,330,276,100
2020,2,A,골목상권,1000105,서울숲2길,2591,1654,937,5,386,534,625,594,447,4,159,321,384,419,367,1,227,213,241,175,80
2020,2,A,골목상권,1000104,상원길,7684,5001,2683,33,1293,1930,1773,1442,1213,23,766,1276,1185,958,793,10,527,654,588,484,420
2020,2,A,골목상권,1000103,상원12길,4697,3328,1369,19,695,908,930,1048,1097,14,419,634,651,746,864,5,276,274,279,302,233
2020,2,A,골목상권,1000102,사근동길,2512,1782,730,2,144,443,815,743,365,2,54,289,563,579,295,0,90,154,252,164,70
2020,2,A,골목상권,1000101,무학봉길,1081,535,546,1,139,248,287,259,147,1,52,115,138,124,105,0,87,133,149,135,42
2020,2,A,골목상권,1000100,무학봉28길,3725,2164,1561,12,559,795,870,897,592,2,212,465,548,574,363,10,347,330,322,323,229
2020,2,A,골목상권,1000099,무학로6길,5587,2607,2980,19,915,985,1139,1446,1083,4,332,567,644,620,440,15,583,418,495,826,643
2020,2,A,골목상권,1000098,무수막길,679,380,299,0,75,129,163,160,152,0,25,60,89,90,116,0,50,69,74,70,36
2020,2,A,골목상권,1000097,매봉길,1094,570,524,1,102,264,300,308,119,0,29,126,178,163,74,1,73,138,122,145,45
2020,2,A,골목상권,1000096,마조로1길,3520,2522,998,0,245,654,1049,1086,486,0,99,435,752,862,374,0,146,219,297,224,112
2020,2,A,골목상권,1000095,마조로16길,1505,918,587,1,177,277,358,417,275,1,78,162,206,264,207,0,99,115,152,153,68
2020,2,A,골목상권,1000094,마장로39길,1481,987,494,1,145,233,349,437,316,1,87,154,216,291,238,0,58,79,133,146,78
2020,2,A,골목상권,1000093,마장로27길,8509,5092,3417,39,917,1342,1816,2804,1591,29,425,861,1213,1670,894,10,492,481,603,1134,697
2020,2,A,골목상권,1000092,뚝섬로5길,8814,5702,3112,35,1634,2623,2123,1448,951,20,875,1689,1433,989,696,15,759,934,690,459,255
2020,2,A,골목상권,1000091,둘레9길,3374,2333,1041,7,364,796,895,832,480,5,211,628,643,554,292,2,153,168,252,278,188
2020,2,A,골목상권,1000090,금호산길,1475,833,642,2,190,354,362,303,264,2,63,180,206,184,198,0,127,174,156,119,66
2020,2,A,골목상권,1000089,금호산2길,2853,1176,1677,16,339,857,1053,394,194,1,108,294,448,187,138,15,231,563,605,207,56
2020,2,A,골목상권,1000088,고산자로6길,4971,2984,1987,12,659,1084,1372,1214,630,2,206,570,863,850,493,10,453,514,509,364,137
2020,2,A,골목상권,1000087,후암로28길,3499,2332,1167,5,330,605,1151,1006,402,4,135,345,844,725,279,1,195,260,307,281,123
2020,2,A,골목상권,1000086,효창원로39길,6649,4579,2070,21,1208,1796,1823,1289,512,14,670,1302,1313,906,374,7,538,494,510,383,138
2020,2,A,골목상권,1000085,회나무로13길,1052,594,458,2,137,281,267,205,160,0,63,144,136,121,130,2,74,137,131,84,30
2020,2,A,골목상권,1000084,한남대로20길,18863,14261,4602,39,2876,5155,4808,5107,878,31,1410,3407,3963,4709,741,8,1466,1748,845,398,137
2020,2,A,골목상권,1000083,한강대로88길,3952,1815,2137,11,649,1471,1056,506,259,4,167,568,572,327,177,7,482,903,484,179,82
2020,2,A,골목상권,1000082,한강대로7길,9300,5247,4053,15,1043,2286,3042,2124,790,7,453,1206,1646,1405,530,8,590,1080,1396,719,260
