 교육청명 , 유치원명 , 설립유형 , 주소 , 운영시간 , 만3세학급수 , 만4세학급수 , 만5세학급수 , 혼합학급수 , 특수학급수 , 만3세유아수 , 만4세유아수 , 만5세유아수 , 혼합유아수 , 특수유아수 , 공시차수 ,입력주소,경도,위도
 서울특별시교육청 , 서울정심초등학교병설유치원 , 공립(병설) , 서울특별시 금천구 독산로78다길 89 , 07시30분~19시30분 ,1,1,1,0,1,4,14,12,0,2,20211,서울특별시 금천구 독산로78다길 89 ,126.9083194,37.4717104
 서울특별시교육청 , 서울솔방울유치원 , 공립(단설) , 서울특별시 송파구 오금로24길 25 , 09시30분~20시00분 ,2,2,2,0,0,30,41,40,0,0,20211,서울특별시 송파구 오금로24길 25 ,127.1174041,37.5048591
 서울특별시교육청 , 란키즈유치원 , 사립(사인) , 서울특별시 송파구 새말로8길 22-5 , 09시00분~19시00분 ,1,1,2,0,0,11,15,28,0,0,20211,서울특별시 송파구 새말로8길 22-5 ,127.1262919,37.4807678
 서울특별시교육청 , 서울신현초등학교병설유치원 , 공립(병설) , 서울특별시 중랑구 봉화산로 188 , 07시30분~19시30분 ,1,1,1,0,1,15,11,13,0,4,20211,서울특별시 중랑구 봉화산로 188 ,127.0934712,37.6057842
 서울특별시교육청 , 다우림유치원 , 사립(사인) , 서울특별시 은평구 증산로21길 22 , 08시00분~20시00분 ,1,1,1,0,0,26,14,27,0,0,20211,서울특별시 은평구 증산로21길 22 ,126.9123345,37.5962346
 서울특별시교육청 , 서울소의초등학교병설유치원 , 공립(병설) , 서울특별시 마포구 마포대로24길 42 , 07시30분~19시30분 ,1,1,1,0,0,6,15,10,0,0,20211,서울특별시 마포구 마포대로24길 42 ,126.9606729,37.5525105
 서울특별시교육청 , 서울상계초등학교병설유치원 , 공립(병설) , 서울특별시 노원구 상계로9길 39 , 07시00분~20시00분 ,0,1,1,0,0,0,5,6,0,0,20211,서울특별시 노원구 상계로9길 39 ,127.0662315,37.6593454
 서울특별시교육청 , 서울신구유치원 , 공립(단설) , 서울특별시 강남구 압구정로18길 28 , 07시30분~19시30분 ,2,1,2,0,1,30,18,38,0,3,20211,서울특별시 강남구 압구정로18길 28 ,127.0240581,37.523272
 서울특별시교육청 , 서울세명유치원 , 공립(단설) , 서울특별시 강남구 자곡로 55 , 07시00분~19시30분 ,1,2,2,0,1,11,31,42,0,4,20211,서울특별시 강남구 자곡로 55 ,127.0910368,37.468707
 서울특별시교육청 , 한신유치원 , 사립(법인) , 서울특별시 서초구 잠원로3길 31 , 09시00분~17시00분 ,2,2,2,0,0,46,47,46,0,0,20211,서울특별시 서초구 잠원로3길 31 ,127.0047772,37.5090548
 서울특별시교육청 , 서울강월초등학교병설유치원 , 공립(병설) , 서울특별시 양천구 신월로 97 , 07시30분~19시30분 ,1,1,1,0,0,12,16,17,0,0,20211,서울특별시 양천구 신월로 97 ,126.8340784,37.516107
 서울특별시교육청 , 강남유치원 , 사립(사인) , 서울특별시 강남구 선릉로129길 31 , 08시40분~17시40분 ,0,1,2,0,0,0,21,55,0,0,20202,서울특별시 강남구 선릉로129길 31 ,127.0390458,37.5154927
 서울특별시교육청 , 서울연광초등학교병설유치원 , 공립(병설) , 서울특별시 은평구 연서로35길 37 , 07시30분~20시00분 ,1,1,1,0,0,5,12,13,0,0,20211,서울특별시 은평구 연서로35길 37 ,126.9240864,37.6239138
 서울특별시교육청 , 서울원명초등학교병설유치원 , 공립(병설) , 서울특별시 서초구 고무래로 90-6 , 07시30분~19시30분 ,1,1,1,0,0,16,22,25,0,0,20211,서울특별시 서초구 고무래로 90-6 ,127.0166394,37.5006572
 서울특별시교육청 , 홍익대학교사범대학부속유치원 , 사립(법인) , 서울특별시 마포구 성미산로 111 , 09시00분~17시00분 ,2,2,2,0,0,40,52,59,0,0,20211,서울특별시 마포구 성미산로 111 ,126.9193604,37.5629881
 서울특별시교육청 , 서울마장초등학교병설유치원 , 공립(병설) , 서울특별시 성동구 마장로35나길 31 , 09시00분~19시30분 ,1,1,1,0,0,4,13,24,0,0,20211,서울특별시 성동구 마장로35나길 31 ,127.0421148,37.5682918
 서울특별시교육청 , 서울우솔초등학교병설유치원 , 공립(병설) , 서울특별시 서초구 양재대로2길 74 , 07시30분~19시30분 ,1,2,2,0,1,9,17,26,0,3,20211,서울특별시 서초구 양재대로2길 74 ,127.019279,37.4570592
 서울특별시교육청 , 서울언주초등학교병설유치원 , 공립(병설) , 서울특별시 강남구 남부순환로363길 19 , 07시00분~19시30분 ,1,1,1,0,0,16,22,23,0,0,20211,서울특별시 강남구 남부순환로363길 19 ,127.0367819,37.4865596
 서울특별시교육청 , 서울개원초등학교병설유치원 , 공립(병설) , 서울특별시 강남구 선릉로 29 , 09시00분~20시00분 ,1,1,1,0,0,8,5,4,0,0,20182,서울특별시 강남구 선릉로 29 ,127.0586929,37.4813839
 서울특별시교육청 , 한별유치원 , 사립(사인) , 서울특별시 관악구 남부순환로144길 65 , 09시00분~18시00분 ,1,2,2,0,0,24,47,52,0,0,20211,서울특별시 관악구 남부순환로144길 65 ,126.9135018,37.4784169
 서울특별시교육청 , 서울백산초등학교병설유치원 , 공립(병설) , 서울특별시 금천구 시흥대로38길 78 , 07시00분~20시00분 ,1,1,1,0,0,6,16,17,0,0,20211,서울특별시 금천구 시흥대로38길 78 ,126.9052701,37.4466872
 서울특별시교육청 , 서울아람유치원 , 사립(사인) , 서울특별시 구로구 고척로25길 62 , 09시00분~18시30분 ,1,1,1,0,0,13,12,26,0,0,20192,서울특별시 구로구 고척로25길 62 ,126.846133,37.5045931
 서울특별시교육청 , 성모유치원 , 사립(법인) , 서울특별시 영등포구 가마산로89길 7 , 09시00분~18시00분 ,1,2,2,0,0,23,48,54,0,0,20211,서울특별시 영등포구 가마산로89길 7 ,126.9211873,37.5053294
 서울특별시교육청 , 새서울유치원 , 사립(사인) , 서울특별시 양천구 목동서로 340 , 07시30분~19시30분 ,2,2,2,0,0,34,38,36,0,0,20211,서울특별시 양천구 목동서로 340 ,126.8635158,37.5188178
 서울특별시교육청 , 샘터유치원 , 사립(사인) , 서울특별시 양천구 신월로 99 , 08시20분~19시00분 ,1,1,2,0,0,30,36,43,0,0,20211,서울특별시 양천구 신월로 99 ,126.8342108,37.5177753
 서울특별시교육청 , 서울경인유치원 , 공립(단설) , 서울특별시 양천구 안양천로 1009 , 07시00분~20시00분 ,1,2,2,0,1,16,34,41,0,4,20211,서울특별시 양천구 안양천로 1009 ,126.8863263,37.532929
 서울특별시교육청 , 서울공항초등학교병설유치원 , 공립(병설) , 서울특별시 강서구 마곡서1로 68 , 07시30분~20시00분 ,1,1,2,0,1,16,20,46,0,3,20211,서울특별시 강서구 마곡서1로 68 ,126.8216429,37.5630894
 서울특별시교육청 , 새일문유치원 , 사립(사인) , 서울특별시 동대문구 장한로 165 , 09시00분~18시30분 ,0,0,1,1,0,0,0,24,24,0,20211,서울특별시 동대문구 장한로 165 ,127.0716761,37.5751686
 서울특별시교육청 , 서울중곡초등학교병설유치원 , 공립(병설) , 서울특별시 중랑구 면목로23길 20 , 09시00분~20시00분 ,1,1,2,0,0,12,18,42,0,0,20211,서울특별시 중랑구 면목로23길 20 ,127.0838531,37.574597
 서울특별시교육청 , 한울유치원 , 사립(사인) , 서울특별시 노원구 덕릉로122길 12-6 , 08시00분~17시00분 ,1,1,1,0,0,7,7,15,0,0,20211,서울특별시 노원구 덕릉로122길 12-6 ,127.0808184,37.6684973
 서울특별시교육청 , 햇살유치원 , 사립(사인) , 서울특별시 도봉구 우이천로32길 38 , 09시00분~17시00분 ,1,2,2,0,0,15,47,36,0,0,20211,서울특별시 도봉구 우이천로32길 38 ,127.0252454,37.6492197
 서울특별시교육청 , 효천유치원 , 사립(사인) , 서울특별시 노원구 중계로18길 14 , 09시00분~17시00분 ,1,1,2,0,0,24,29,54,0,0,20211,서울특별시 노원구 중계로18길 14 ,127.0782191,37.6513755
 서울특별시교육청 , 궁전유치원 , 사립(사인) , 서울특별시 은평구 갈현로33길 24 , 09시00분~17시00분 ,1,1,1,0,0,9,8,19,0,0,20182,서울특별시 은평구 갈현로33길 24 ,126.9141438,37.6221107
 서울특별시교육청 , 꿀벌유치원 , 사립(사인) , 서울특별시 송파구 양산로8길 8 , 07시30분~19시30분 ,1,0,0,1,0,7,0,0,12,0,20211,서울특별시 송파구 양산로8길 8 ,127.1444802,37.4910558
 서울특별시교육청 , 송원유치원 , 사립(사인) , 서울특별시 강동구 성안로 64 , 09시00분~18시00분 ,2,1,2,0,0,40,24,46,0,0,20182,서울특별시 강동구 성안로 64 ,127.1316333,37.5291939
 서울특별시교육청 , 행복한유치원 , 사립(사인) , 서울특별시 도봉구 시루봉로6길 86 , 07시30분~19시30분 ,1,1,2,0,0,13,17,30,0,0,20211,서울특별시 도봉구 시루봉로6길 86 ,127.0321759,37.6591881
 서울특별시교육청 , 성아유치원 , 사립(사인) , 서울특별시 은평구 응암로14길 21 , 09시00분~20시00분 ,1,2,1,0,0,28,29,33,0,0,20211,서울특별시 은평구 응암로14길 21 ,126.919696,37.589905
 서울특별시교육청 , 성균관유치원 , 사립(사인) , 서울특별시 은평구 연서로27길 23 , 07시00분~20시00분 ,2,2,3,0,0,19,39,62,0,0,20211,서울특별시 은평구 연서로27길 23 ,126.9169405,37.6182981
 서울특별시교육청 , 백주유치원 , 사립(사인) , 서울특별시 동대문구 서울시립대로18길 19 , 08시00분~19시00분 ,1,1,1,0,0,6,24,12,0,0,20202,서울특별시 동대문구 서울시립대로18길 19 ,127.0528029,37.5806322
 서울특별시교육청 , 동산유치원 , 사립(법인) , 서울특별시 은평구 증산서길 53-9 , 07시00분~22시00분 ,1,2,1,0,0,17,24,14,0,0,20211,서울특별시 은평구 증산서길 53-9 ,126.904405,37.5817449
 서울특별시교육청 , 강변유치원 , 사립(법인) , 서울특별시 용산구 이촌로84길 9-7 , 09시00분~17시00분 ,1,1,1,0,0,21,25,16,0,0,20211,서울특별시 용산구 이촌로84길 9-7 ,126.9774032,37.518309
 서울특별시교육청 , 개동유치원 , 사립(법인) , 서울특별시 성북구 보국문로 143 , 09시00분~17시00분 ,1,1,1,0,0,13,11,22,0,0,20211,서울특별시 성북구 보국문로 143 ,127.0049982,37.6158297
 서울특별시교육청 , 영광유치원 , 사립(사인) , 서울특별시 성북구 북악산로 913 , 08시00분~18시30분 ,2,2,2,0,0,38,43,41,0,0,20211,서울특별시 성북구 북악산로 913 ,127.023405,37.5958815
 서울특별시교육청 , 은영유치원 , 사립(법인) , 서울특별시 성북구 보문사길 18 , 09시00분~18시00분 ,1,2,2,0,0,18,49,45,0,0,20211,서울특별시 성북구 보문사길 18 ,127.0166907,37.5846258
 서울특별시교육청 , 솔샘유치원 , 사립(사인) , 서울특별시 양천구 목동서로 130 , 09시30분~20시00분 ,2,2,1,0,0,30,34,22,0,0,20182,서울특별시 양천구 목동서로 130 ,126.8715654,37.5318969
 서울특별시교육청 , 한나유치원 , 사립(사인) , 서울특별시 강서구 금낭화로 287-19 , 09시30분~20시00분 ,1,2,1,0,0,18,45,27,0,0,20211,서울특별시 강서구 금낭화로 287-19 ,126.8104839,37.5772316
 서울특별시교육청 , 화곡유치원 , 사립(법인) , 서울특별시 강서구 까치산로 60 , 08시00분~19시00분 ,0,1,1,0,0,0,5,22,0,0,20211,서울특별시 강서구 까치산로 60 ,126.8466017,37.5439457
 서울특별시교육청 , 정훈유치원 , 사립(사인) , 서울특별시 구로구 경인로 382 , 07시00분~19시00분 ,1,2,2,0,0,32,42,42,0,0,20211,서울특별시 구로구 경인로 382 ,126.8625384,37.4952643
 서울특별시교육청 , 큰나무유치원 , 사립(사인) , 서울특별시 영등포구 도신로 31 , 09시00분~18시00분 ,1,2,1,0,0,13,36,29,0,0,20211,서울특별시 영등포구 도신로 31 ,126.895422,37.5053796
 서울특별시교육청 , 평강유치원 , 사립(사인) , 서울특별시 영등포구 신길로 27 , 07시30분~19시30분 ,1,2,2,0,0,24,48,52,0,0,20211,서울특별시 영등포구 신길로 27 ,126.9081736,37.494938
 서울특별시교육청 , 선희유치원 , 사립(사인) , 서울특별시 도봉구 해등로 241 , 08시00분~18시30분 ,1,1,1,0,0,14,18,14,0,0,20211,서울특별시 도봉구 해등로 241 ,127.029896,37.6575835
 서울특별시교육청 , 슬기유치원 , 사립(사인) , 서울특별시 도봉구 도봉로180나길 33-29 , 07시00분~22시00분 ,2,3,3,0,0,49,82,79,0,0,20211,서울특별시 도봉구 도봉로180나길 33-29 ,127.0478424,37.6846434
 서울특별시교육청 , 영은유치원 , 사립(사인) , 서울특별시 노원구 동일로213길 78 , 07시00분~20시00분 ,1,1,1,0,0,18,20,28,0,0,20202,서울특별시 노원구 동일로213길 78 ,127.0576124,37.6481222
 서울특별시교육청 , 서울마포초등학교병설유치원 , 공립(병설) , 서울특별시 마포구 도화2길 64 , 07시30분~19시30분 ,2,1,1,0,0,20,21,24,0,0,20211,서울특별시 마포구 도화2길 64 ,126.9494735,37.5384634
 서울특별시교육청 , 서울상암초등학교병설유치원 , 공립(병설) , 서울특별시 마포구 월드컵북로 353 , 07시00분~20시00분 ,1,1,1,0,0,14,16,18,0,0,20211,서울특별시 마포구 월드컵북로 353 ,126.8920638,37.5764307
 서울특별시교육청 , 서울신도초등학교병설유치원 , 공립(병설) , 서울특별시 은평구 진관1로 77-23 , 09시00분~19시00분 ,0,1,1,0,1,0,12,22,0,4,20211,서울특별시 은평구 진관1로 77-23 ,126.9292019,37.6329345
 서울특별시교육청 , 서일유치원 , 사립(사인) , 서울특별시 마포구 새터산16길 14 , 09시00분~20시00분 ,2,2,2,0,0,22,44,52,0,0,20211,서울특별시 마포구 새터산16길 14 ,126.9082025,37.5674627
 서울특별시교육청 , 선경유치원 , 사립(법인) , 서울특별시 광진구 뚝섬로66길 14 , 09시00분~18시00분 ,2,2,2,0,0,44,39,44,0,0,20211,서울특별시 광진구 뚝섬로66길 14 ,127.0898897,37.5334389
 서울특별시교육청 , 성산유치원 , 사립(법인) , 서울특별시 광진구 뚝섬로59길 18 , 07시30분~19시30분 ,1,1,1,0,0,11,22,22,0,0,20211,서울특별시 광진구 뚝섬로59길 18 ,127.084171,37.5329081
 서울특별시교육청 , 자양유치원 , 사립(사인) , 서울특별시 광진구 자양로5길 36 , 09시00분~20시00분 ,0,0,1,1,0,0,0,19,14,0,20202,서울특별시 광진구 자양로5길 36 ,127.0837848,37.5311751
 서울특별시교육청 , 프라임유치원 , 사립(사인) , 서울특별시 광진구 광나루로56길 5 , 08시00분~19시00분 ,2,2,3,0,0,33,47,62,0,0,20211,서울특별시 광진구 광나루로56길 5 ,127.0973514,37.537686
 서울특별시교육청 , 서울신천초등학교병설유치원 , 공립(병설) , 서울특별시 송파구 올림픽로 215 , 07시00분~19시00분 ,1,2,2,0,0,16,32,40,0,0,20211,서울특별시 송파구 올림픽로 215 ,127.0953993,37.5138113
 서울특별시교육청 , 장미유치원 , 사립(법인) , 서울특별시 송파구 올림픽로35길 118 , 09시00분~17시30분 ,1,1,1,0,0,21,23,28,0,0,20211,서울특별시 송파구 올림픽로35길 118 ,127.1008361,37.5179255
 서울특별시교육청 , 연유치원 , 사립(사인) , 서울특별시 서대문구 명지대길 39-4 , 08시00분~19시00분 ,1,2,2,0,0,17,29,29,0,0,20211,서울특별시 서대문구 명지대길 39-4 ,126.9240694,37.5818447
 서울특별시교육청 , 도곡렉슬유치원 , 사립(사인) , 서울특별시 강남구 선릉로 221 , 08시30분~18시00분 ,0,0,0,8,0,0,0,0,185,0,20211,서울특별시 강남구 선릉로 221 ,127.0506359,37.4935287
 서울특별시교육청 , 두산효자유치원 , 사립(사인) , 서울특별시 성북구 화랑로48길 16 , 07시30분~19시30분 ,1,2,1,0,0,22,34,26,0,0,20211,서울특별시 성북구 화랑로48길 16 ,127.0687991,37.6125481
 서울특별시교육청 , 동원유치원 , 사립(사인) , 서울특별시 관악구 행운1길 96 , 08시00분~20시00분 ,1,2,2,0,0,15,35,20,0,0,20211,서울특별시 관악구 행운1길 96 ,126.9565734,37.4828328
 서울특별시교육청 , 서울관악초등학교병설유치원 , 공립(병설) , 서울특별시 관악구 청룡4길 49 , 07시10분~19시20분 ,1,1,1,0,1,11,18,22,0,3,20211,서울특별시 관악구 청룡4길 49 ,126.9428751,37.4808279
 서울특별시교육청 , 키즈위즈유치원 , 사립(사인) , 서울특별시 노원구 덕릉로86길 65 , 08시30분~16시00분 ,2,2,2,0,0,35,34,53,0,0,20211,서울특별시 노원구 덕릉로86길 65 ,127.0787221,37.6611106
 서울특별시교육청 , 새싹유치원 , 사립(법인) , 서울특별시 성북구 정릉로 282 , 08시00분~19시00분 ,2,2,2,0,0,27,37,50,0,0,20211,서울특별시 성북구 정릉로 282 ,127.0145446,37.6031332
 서울특별시교육청 , 한영중고등학교병설한영유치원 , 사립(법인) , 서울특별시 강동구 동남로 832 , 09시00분~17시00분 ,3,3,3,0,0,72,89,77,0,0,20211,서울특별시 강동구 동남로 832 ,127.1581016,37.5488933
 서울특별시교육청 , 서울월촌초등학교병설유치원 , 공립(병설) , 서울특별시 양천구 목동중앙로 132 , 07시00분~20시00분 ,1,2,2,0,0,16,25,38,0,0,20211,서울특별시 양천구 목동중앙로 132 ,126.87645,37.5403951
 서울특별시교육청 , 선미유치원 , 사립(법인) , 서울특별시 강서구 까치산로2길 43 , 09시00분~18시00분 ,1,2,2,0,0,20,39,46,0,0,20211,서울특별시 강서구 까치산로2길 43 ,126.8436403,37.5393305
 서울특별시교육청 , 솔밭유치원 , 사립(사인) , 서울특별시 양천구 신월로10길 2-1 , 09시00분~18시00분 ,0,0,1,2,0,0,0,19,24,0,20182,서울특별시 양천구 신월로10길 2-1 ,126.8401178,37.5169054
 서울특별시교육청 , 미림유치원 , 사립(사인) , 서울특별시 구로구 개봉로18길 37 , 07시20분~19시20분 ,0,0,1,1,0,0,0,24,31,0,20211,서울특별시 구로구 개봉로18길 37 ,126.8579799,37.4908773
 서울특별시교육청 , 예일유치원 , 사립(사인) , 서울특별시 동대문구 사가정로 190 , 09시00분~18시00분 ,2,2,2,0,0,31,52,54,0,0,20211,서울특별시 동대문구 사가정로 190 ,127.0649472,37.5773231
 서울특별시교육청 , 은하유치원 , 사립(법인) , 서울특별시 영등포구 당산로28길 11 , 08시30분~18시00분 ,1,1,1,0,0,28,30,32,0,0,20211,서울특별시 영등포구 당산로28길 11 ,126.8981898,37.5248319
 서울특별시교육청 , 서울은로초등학교병설유치원 , 공립(병설) , 서울특별시 동작구 서달로 115 , 07시00분~19시00분 ,1,1,2,0,1,16,22,41,0,4,20211,서울특별시 동작구 서달로 115 ,126.9602142,37.5032286
 서울특별시교육청 , 서울은천초등학교병설유치원 , 공립(병설) , 서울특별시 관악구 은천로 69 , 09시00분~20시00분 ,1,2,2,0,1,13,30,42,0,4,20211,서울특별시 관악구 은천로 69 ,126.9428019,37.4868282
 서울특별시교육청 , 예림유치원 , 사립(사인) , 서울특별시 동작구 현충로 151 , 07시00분~20시00분 ,1,1,1,0,0,6,9,6,0,0,20211,서울특별시 동작구 현충로 151 ,126.9703021,37.5065607
 서울특별시교육청 , 보나유치원 , 사립(사인) , 서울특별시 도봉구 해등로 307 , 07시00분~20시00분 ,1,1,1,0,0,18,20,29,0,0,20211,서울특별시 도봉구 해등로 307 ,127.0219392,37.656779
 서울특별시교육청 , 공릉 사라유치원 , 사립(사인) , 서울특별시 노원구 동일로198가길 13 , 09시00분~19시00분 ,1,2,2,0,0,22,47,49,0,0,20211,서울특별시 노원구 동일로198가길 13 ,127.0718464,37.6298269
 서울특별시교육청 , 상원유치원 , 사립(사인) , 서울특별시 노원구 노원로19길 33 , 09시00분~19시00분 ,3,2,3,0,0,46,47,67,0,0,20211,서울특별시 노원구 노원로19길 33 ,127.0687851,37.6445437
 서울특별시교육청 , 서울수락초등학교병설유치원 , 공립(병설) , 서울특별시 노원구 동일로 1745 , 07시00분~20시00분 ,1,1,1,0,1,5,15,8,0,3,20211,서울특별시 노원구 동일로 1745 ,127.0547845,37.6843659
 서울특별시교육청 , 육사유치원 , 사립(사인) , 서울특별시 노원구 화랑로 574 , 07시30분~19시00분 ,1,1,1,0,0,9,14,25,0,0,20211,서울특별시 노원구 화랑로 574 ,127.0986687,37.6236916
 서울특별시교육청 , 이레유치원 , 사립(사인) , 서울특별시 노원구 월계로55길 16 , 09시00분~20시00분 ,0,0,0,5,0,0,0,0,73,0,20192,서울특별시 노원구 월계로55길 16 ,127.06114,37.6325534
 서울특별시교육청 , 정의유치원 , 사립(법인) , 서울특별시 도봉구 노해로49길 69 , 09시00분~19시00분 ,2,2,3,0,0,41,52,64,0,0,20211,서울특별시 도봉구 노해로49길 69 ,127.0317587,37.6529135
 서울특별시교육청 , 청아유치원 , 사립(사인) , 서울특별시 도봉구 노해로69가길 11 , 07시20분~19시20분 ,1,2,1,0,0,20,46,46,0,0,20211,서울특별시 도봉구 노해로69가길 11 ,127.0492272,37.6578671
 서울특별시교육청 , 배영유치원 , 사립(사인) , 서울특별시 마포구 잔다리로6길 11 , 09시00분~18시00분 ,1,1,1,0,0,23,30,32,0,0,20211,서울특별시 마포구 잔다리로6길 11 ,126.9198173,37.5525043
 서울특별시교육청 , 영암유치원 , 사립(법인) , 서울특별시 성북구 안암로7길 66 , 09시00분~20시00분 ,1,1,1,0,0,8,18,23,0,0,20211,서울특별시 성북구 안암로7길 66 ,127.0234596,37.5821681
 서울특별시교육청 , 성신유치원 , 사립(법인) , 서울특별시 성북구 보문로34다길 2 , 08시10분~18시00분 ,1,2,1,0,0,11,39,29,0,0,20211,서울특별시 성북구 보문로34다길 2 ,127.0217818,37.5918494
 서울특별시교육청 , 영동제일유치원 , 사립(사인) , 서울특별시 강남구 삼성로120길 28 , 09시00분~17시00분 ,2,2,2,0,0,42,47,55,0,0,20211,서울특별시 강남구 삼성로120길 28 ,127.0534312,37.5175461
 서울특별시교육청 , 석문유치원 , 사립(법인) , 서울특별시 서초구 서초대로64길 73 , 09시00분~18시00분 ,1,1,2,0,0,22,26,53,0,0,20211,서울특별시 서초구 서초대로64길 73 ,127.0218106,37.4926448
 서울특별시교육청 , 여나유치원 , 사립(사인) , 서울특별시 서초구 서초중앙로 200 , 09시00분~16시10분 ,2,2,2,0,0,38,46,38,0,0,20211,서울특별시 서초구 서초중앙로 200 ,127.0156289,37.4983692
 서울특별시교육청 , 영유유치원 , 사립(사인) , 서울특별시 서초구 효령로34길 72 , 09시00분~18시00분 ,1,2,2,0,0,15,20,27,0,0,20182,서울특별시 서초구 효령로34길 72 ,127.0007487,37.4786374
 서울특별시교육청 , 서울충무초등학교병설유치원 , 공립(병설) , 서울특별시 중구 퇴계로50길 13 , 07시30분~19시30분 ,1,1,1,0,0,2,9,15,0,0,20211,서울특별시 중구 퇴계로50길 13 ,127.0014252,37.5619627
 서울특별시교육청 , 서울한남초등학교병설유치원 , 공립(병설) , 서울특별시 용산구 한남대로 112 , 09시00분~19시30분 ,1,1,1,0,0,13,16,20,0,0,20211,서울특별시 용산구 한남대로 112 ,127.005213,37.5392795
 서울특별시교육청 , 영락유치원 , 사립(법인) , 서울특별시 중구 수표로 33 , 07시00분~22시00분 ,1,1,1,0,0,16,18,23,0,0,20211,서울특별시 중구 수표로 33 ,126.9890498,37.5639298
 서울특별시교육청 , 옥인유치원 , 사립(사인) , 서울특별시 종로구 자하문로 69 , 08시00분~20시00분 ,1,1,1,0,0,7,20,27,0,0,20211,서울특별시 종로구 자하문로 69 ,126.9703364,37.5822303
 서울특별시교육청 , 충신유치원 , 사립(사인) , 서울특별시 용산구 이촌로71길 14 , 09시00분~17시00분 ,2,2,3,1,0,50,58,79,30,0,20211,서울특별시 용산구 이촌로71길 14 ,126.9731239,37.52102
 서울특별시교육청 , 새움유치원 , 사립(사인) , 서울특별시 송파구 중대로27길 2 , 09시00분~19시00분 ,2,1,2,0,0,36,15,38,0,0,20182,서울특별시 송파구 중대로27길 2 ,127.1285829,37.5035274
 서울특별시교육청 , 예랑유치원 , 사립(사인) , 서울특별시 도봉구 해등로4길 9 , 09시00분~19시00분 ,1,1,1,0,0,8,17,22,0,0,20211,서울특별시 도봉구 해등로4길 9 ,127.044054,37.6485447
 서울특별시교육청 , 서울장곡초등학교병설유치원 , 공립(병설) , 서울특별시 성북구 장월로23길 16 , 09시00분~19시30분 ,1,2,1,0,0,16,40,24,0,0,20211,서울특별시 성북구 장월로23길 16 ,127.048029,37.6167704
 서울특별시교육청 , 서울세곡초등학교병설유치원 , 공립(병설) , 서울특별시 구로구 고척로33길 34 , 07시30분~19시30분 ,1,1,2,0,0,6,13,20,0,0,20211,서울특별시 구로구 고척로33길 34 ,126.8493064,37.5049033
 서울특별시교육청 , 서울면동초등학교병설유치원 , 공립(병설) , 서울특별시 중랑구 면목로57길 32 , 07시30분~19시30분 ,1,1,1,0,0,15,20,22,0,0,20211,서울특별시 중랑구 면목로57길 32 ,127.0864262,37.5854475
 서울특별시교육청 , 삼성유치원 , 사립(사인) , 서울특별시 동대문구 사가정로 65 , 09시30분~18시30분 ,3,3,2,0,0,55,69,58,0,0,20211,서울특별시 동대문구 사가정로 65 ,127.0521428,37.5764371
 서울특별시교육청 , 참사랑유치원 , 사립(사인) , 서울특별시 금천구 벚꽃로 73 , 09시00분~18시00분 ,2,3,2,0,0,28,62,62,0,0,20211,서울특별시 금천구 벚꽃로 73 ,126.8904264,37.4623261
 서울특별시교육청 , 온누리유치원 , 사립(사인) , 서울특별시 노원구 동일로227길 47 , 07시50분~19시20분 ,2,2,2,0,0,29,55,44,0,0,20211,서울특별시 노원구 동일로227길 47 ,127.0543257,37.6669183
 서울특별시교육청 , 서울자양초등학교병설유치원 , 공립(병설) , 서울특별시 광진구 아차산로44길 26 , 07시00분~20시00분 ,1,1,2,0,0,16,22,31,0,0,20211,서울특별시 광진구 아차산로44길 26 ,127.0795502,37.5369539
 서울특별시교육청 , 금성유치원 , 사립(사인) , 서울특별시 강북구 한천로123길 9 , 09시00분~19시30분 ,0,0,0,1,0,0,0,0,31,0,20192,서울특별시 강북구 한천로123길 9 ,127.0315334,37.6362246
 서울특별시교육청 , 동명유치원 , 사립(사인) , 서울특별시 강북구 오패산로 130 , 09시00분~17시00분 ,1,1,1,0,0,9,16,20,0,0,20192,서울특별시 강북구 오패산로 130 ,127.0343304,37.6135776
 서울특별시교육청 , 신극동유치원 , 사립(사인) , 서울특별시 강북구 인수봉로 260 , 08시00분~22시00분 ,1,1,1,0,0,7,21,19,0,0,20202,서울특별시 강북구 인수봉로 260 ,127.0115277,37.6419604
 서울특별시교육청 , 준현유치원 , 사립(법인) , 서울특별시 강동구 성내로3가길 61 , 09시00분~19시00분 ,2,2,2,0,0,25,56,56,0,0,20211,서울특별시 강동구 성내로3가길 61 ,127.1266178,37.5304544
 서울특별시교육청 , 서울신성초등학교병설유치원 , 공립(병설) , 서울특별시 관악구 신림로 114 , 07시30분~20시00분 ,1,2,2,0,1,6,20,33,0,1,20211,서울특별시 관악구 신림로 114 ,126.9371588,37.4717121
 서울특별시교육청 , 꽃동산유치원 , 사립(법인) , 서울특별시 노원구 공릉로 257 , 09시00분~18시00분 ,1,1,1,0,0,5,6,10,0,0,20211,서울특별시 노원구 공릉로 257 ,127.0741868,37.6302057
 서울특별시교육청 , 고덕유치원 , 사립(법인) , 서울특별시 강동구 구천면로 645 , 09시00분~18시00분 ,1,1,2,0,0,19,24,56,0,0,20211,서울특별시 강동구 구천면로 645 ,127.1691484,37.5508097
 서울특별시교육청 , 서울진관유치원 , 공립(단설) , 서울특별시 은평구 진관2로 111-16 , 08시00분~20시00분 ,2,2,2,0,1,30,44,47,0,3,20211,서울특별시 은평구 진관2로 111-16 ,126.9309549,37.6347344
