기간,시,자치구,동,발생_합계,발생_실화,발생_방화,발생_기타,소실_동수,소실_이재가구수,소실_면적,피해액_합계,피해액_부동산,피해액_동산,재산피해경감액,인명피해_합계,인명피해_사망,인명피해_부상,이재민수,구조인원,입력주소_동,경도,위도,입력주소,X,Y,CLSS
2018,서울특별시,영등포구,영등포본동,10,9,1,0,1,0,0,1631,191,1440,39222,0,0,0,0,2,영등포본동,126.8962659,37.5264087,영등포본동,946654,1947627,시군구 좌표
2018,서울특별시,영등포구,영등포동,32,28,2,2,2,0,213,265807,51171,214636,981396,4,0,4,0,7,영등포동,126.8962659,37.5264087,영등포동,946654,1947627,시군구 좌표
2018,서울특별시,영등포구,도림동,9,8,1,0,0,21,100,71494,44927,26567,20504,5,1,4,21,4,도림동,126.9005474,37.5091037,도림동,947020,1945705,법정동 좌표
2018,서울특별시,영등포구,문래동,24,22,0,2,16,0,311,111999,23379,88620,10147408,1,0,1,0,0,문래동,126.899468,37.5171399,문래동,946930,1946597,행정동 좌표
2018,서울특별시,동작구,소계,205,186,7,12,21,17,359,312925,103520,209405,7302184,13,4,9,19,15,소계,123.7417741,32.5220203,소계,646933,1398715,정제실패
2018,서울특별시,동작구,노량진2동,10,8,0,2,0,0,33,44182,9523,34659,999629,0,0,0,0,0,노량진2동,126.9373038,37.5085661,노량진2동,950268,1945625,행정동 좌표
2018,서울특별시,동작구,상도1동,25,23,1,1,2,12,13,20725,15556,5169,1396027,3,2,1,12,2,상도1동,126.9506454,37.5032701,상도1동,951444,1945030,법정동 좌표
2018,서울특별시,동작구,상도2동,11,10,0,1,1,0,2,9359,2446,6913,306791,0,0,0,0,1,상도2동,126.9422561,37.5054839,상도2동,950704,1945280,행정동 좌표
2018,서울특별시,동작구,상도3동,14,14,0,0,2,0,7,12507,4136,8371,118375,3,0,3,0,2,상도3동,126.9313294,37.4992044,상도3동,949734,1944589,행정동 좌표
2018,서울특별시,동작구,상도4동,13,13,0,0,1,0,26,9464,6782,2682,134378,0,0,0,0,0,상도4동,126.937802,37.5005423,상도4동,950307,1944734,행정동 좌표
2018,서울특별시,동작구,사당1동,15,12,1,2,1,0,10,11021,4913,6108,394820,0,0,0,0,0,사당1동,126.9788226,37.4830363,사당1동,953922,1942771,행정동 좌표
2018,서울특별시,동작구,사당3동,4,4,0,0,1,0,5,2548,1184,1364,10094,0,0,0,0,0,사당3동,126.9719891,37.4866353,사당3동,953320,1943174,행정동 좌표
2018,서울특별시,동작구,사당4동,6,6,0,0,2,0,48,9300,7684,1616,96905,0,0,0,0,1,사당4동,126.9716254,37.4810005,사당4동,953284,1942549,행정동 좌표
2018,서울특별시,동작구,사당5동,9,8,1,0,0,0,0,1050,498,552,399257,0,0,0,0,0,사당5동,126.9669255,37.485663,사당5동,952872,1943069,행정동 좌표
2018,서울특별시,동작구,대방동,18,16,1,1,3,0,103,112275,12407,99868,254473,1,0,1,0,1,대방동,126.9280079,37.5068782,대방동,949445,1945443,법정동 좌표
2018,서울특별시,동작구,신대방1동,15,15,0,0,2,0,1,2997,1843,1154,193501,0,0,0,0,1,신대방1동,126.9102157,37.489037,신대방1동,947861,1943473,행정동 좌표
2018,서울특별시,동작구,신대방2동,15,14,1,0,2,0,3,10029,2067,7962,587174,1,1,0,0,0,신대방2동,126.92595,37.4989394,신대방2동,949258,1944563,행정동 좌표
2018,서울특별시,동작구,흑석동,18,12,2,4,1,5,72,47940,25581,22359,1791196,4,0,4,7,6,흑석동,126.9623318,37.5054908,흑석동,952478,1945271,법정동 좌표
2018,서울특별시,동작구,노량진1동,17,17,0,0,3,0,32,9399,5941,3458,170410,1,1,0,0,1,노량진1동,126.9420468,37.512303,노량진1동,950690,1946037,행정동 좌표
2018,서울특별시,동작구,사당2동,15,14,0,1,0,0,4,10129,2959,7170,449154,0,0,0,0,0,사당2동,126.9791989,37.488617,사당2동,953959,1943390,행정동 좌표
2018,서울특별시,관악구,소계,337,295,15,27,109,11,1772,816562,395475,421087,9952527,21,1,20,21,53,소계,123.7417741,32.5220203,소계,646933,1398715,정제실패
2018,서울특별시,관악구,보라매동,19,18,0,1,4,1,120,33046,21733,11313,635713,1,0,1,3,1,보라매동,126.9327752,37.4882068,보라매동,949854,1943369,행정동 좌표
2018,서울특별시,관악구,청림동,2,1,0,1,3,0,4,1348,686,662,83220,0,0,0,0,0,청림동,129.4107271,36.000115,청림동,1172218,1779834,법정동 좌표
2018,서울특별시,관악구,행운동,27,25,0,2,6,1,48,28454,16373,12081,600615,0,0,0,1,1,행운동,126.9569644,37.4807369,행운동,951988,1942527,행정동 좌표
2018,서울특별시,관악구,낙성대동,20,17,1,2,4,1,27,16308,5150,11158,1154392,2,0,2,1,6,낙성대동,126.958383,37.4762802,낙성대동,952111,1942032,행정동 좌표
2018,서울특별시,관악구,중앙동,18,14,2,2,5,1,14,13043,7071,5972,798300,1,0,1,1,0,중앙동,127.1522156,37.4399492,중앙동,969234,1937920,법정동 좌표
2018,서울특별시,관악구,인헌동,13,12,0,1,5,0,102,88040,21296,66744,556865,0,0,0,0,4,인헌동,126.9652729,37.4751243,인헌동,952719,1941900,행정동 좌표
2018,서울특별시,관악구,남현동,11,10,0,1,4,1,38,46296,29014,17282,302925,0,0,0,3,7,남현동,126.9777687,37.4641141,남현동,953817,1940673,법정동 좌표
2018,서울특별시,관악구,서원동,26,19,1,6,9,2,169,132620,92790,39830,632712,4,0,4,5,6,서원동,127.8476623,37.4911987,서원동,1030733,1943606,법정동 좌표
2018,서울특별시,관악구,신원동,11,10,0,1,5,0,10,8022,4228,3794,281394,0,0,0,0,0,신원동,127.0621667,37.4440717,신원동,961270,1938411,법정동 좌표
2018,서울특별시,관악구,서림동,11,10,0,1,5,0,164,191861,42507,149354,892308,0,0,0,0,0,서림동,126.9349862,37.4750354,서림동,950041,1941906,행정동 좌표
2018,서울특별시,관악구,신사동,16,15,0,1,5,0,21,12135,6028,6107,451714,0,0,0,0,0,신사동,126.9072025,37.5956106,신사동,947669,1955298,법정동 좌표
2018,서울특별시,관악구,신림동,27,24,2,1,6,0,719,16525,6492,10033,209012,0,0,0,0,0,신림동,126.9358097,37.463203,신림동,950106,1940593,법정동 좌표
2018,서울특별시,관악구,난향동,6,6,0,0,2,0,0,763,74,689,14945,0,0,0,0,0,난향동,126.9188212,37.4615531,난향동,948603,1940419,행정동 좌표
2018,서울특별시,관악구,조원동,21,19,2,0,9,1,101,38369,21425,16944,254620,2,0,2,3,1,조원동,127.0150768,37.3040502,조원동,957025,1922897,법정동 좌표
2018,서울특별시,관악구,대학동,22,21,0,1,8,0,29,20100,7782,12318,450526,2,0,2,0,4,대학동,126.9368694,37.4705922,대학동,950205,1941412,행정동 좌표
2018,서울특별시,관악구,은천동,16,14,1,1,6,0,41,21685,11490,10195,134550,2,0,2,0,2,은천동,126.9425171,37.485375,은천동,950714,1943049,행정동 좌표
2018,서울특별시,관악구,성현동,14,11,3,0,4,0,38,34451,17356,17095,733981,0,0,0,0,5,성현동,126.9483361,37.4897069,성현동,951231,1943527,행정동 좌표
2018,서울특별시,관악구,청룡동,19,18,1,0,4,2,12,14475,6755,7720,273879,2,0,2,2,3,청룡동,129.0697674,35.2821284,청룡동,1142756,1699645,법정동 좌표
2018,서울특별시,관악구,난곡동,11,9,2,0,2,0,16,13305,10999,2306,43122,4,0,4,0,1,난곡동,128.8762025,37.790994,난곡동,1121171,1977702,법정동 좌표
2018,서울특별시,관악구,삼성동,14,11,0,3,7,1,44,40565,34459,6106,856095,0,0,0,2,5,삼성동,127.0370614,37.5633851,삼성동,959115,1951659,시군구 좌표
2018,서울특별시,관악구,미성동,13,11,0,2,6,0,57,45151,31767,13384,591639,1,1,0,0,7,미성동,127.0370614,37.5633851,미성동,959115,1951659,시군구 좌표
2018,서울특별시,서초구,소계,242,210,6,26,48,3,2223,848067,201149,646918,18257199,15,0,15,3,63,소계,123.7417741,32.5220203,소계,646933,1398715,정제실패
2018,서울특별시,서초구,서초1동,14,11,0,3,1,0,6,46691,3541,43150,985328,0,0,0,0,0,서초1동,127.0327471,37.4837784,서초1동,958690,1942829,시군구 좌표
2018,서울특별시,서초구,서초2동,14,12,0,2,1,0,60,38500,7760,30740,941844,0,0,0,0,0,서초2동,127.0327471,37.4837784,서초2동,958690,1942829,시군구 좌표
2018,서울특별시,서초구,서초3동,30,28,1,1,7,0,33,35979,9428,26551,7600244,1,0,1,0,21,서초3동,127.0327471,37.4837784,서초3동,958690,1942829,시군구 좌표
2018,서울특별시,서초구,서초4동,20,18,1,1,10,1,73,92703,36184,56519,1978267,4,0,4,1,4,서초4동,127.0327471,37.4837784,서초4동,958690,1942829,시군구 좌표
2018,서울특별시,서초구,잠원동,20,17,1,2,4,0,14,102843,8781,94062,1045288,4,0,4,0,0,잠원동,127.0090972,37.5151011,잠원동,956617,1946314,법정동 좌표
2018,서울특별시,서초구,반포본동,3,2,1,0,0,0,0,367,0,367,30503,0,0,0,0,0,반포본동,126.9860266,37.5004885,반포본동,954569,1944704,행정동 좌표
2018,서울특별시,서초구,반포1동,16,15,0,1,3,0,5,3177,1337,1840,318613,1,0,1,0,1,반포1동,127.0133685,37.5051352,반포1동,956989,1945207,행정동 좌표
2018,서울특별시,서초구,반포2동,5,4,0,1,1,0,28,6708,1366,5342,17902,0,0,0,0,0,반포2동,126.9945096,37.5046428,반포2동,955322,1945161,행정동 좌표
2018,서울특별시,서초구,반포3동,13,8,1,4,2,0,55,40237,11670,28567,1259790,0,0,0,0,3,반포3동,127.0055861,37.512026,반포3동,956305,1945975,행정동 좌표
2018,서울특별시,서초구,반포4동,7,5,0,2,0,0,8,27392,7104,20288,365412,1,0,1,0,1,반포4동,126.9954834,37.4986501,반포4동,955404,1944496,행정동 좌표
2018,서울특별시,서초구,방배본동,9,8,0,1,2,0,8,11520,2645,8875,72375,1,0,1,0,0,방배본동,126.988702,37.4941501,방배본동,954802,1944000,행정동 좌표
2018,서울특별시,서초구,방배1동,6,6,0,0,1,0,2,2548,536,2012,26605,0,0,0,0,0,방배1동,126.9945003,37.483405,방배1동,955308,1942805,행정동 좌표
2018,서울특별시,서초구,방배2동,11,10,1,0,1,0,0,3741,580,3161,253973,0,0,0,0,0,방배2동,126.9855136,37.4798862,방배2동,954512,1942419,행정동 좌표
2018,서울특별시,서초구,방배3동,8,7,0,1,1,0,180,103260,34378,68882,138431,0,0,0,0,3,방배3동,126.9990425,37.4802539,방배3동,955708,1942453,행정동 좌표
2018,서울특별시,서초구,방배4동,12,12,0,0,2,0,71,144503,20763,123740,612862,3,0,3,0,11,방배4동,126.9913978,37.4896228,방배4동,955038,1943496,행정동 좌표
2018,서울특별시,서초구,양재1동,18,15,0,3,3,0,281,36910,19393,17517,1366905,0,0,0,0,5,양재1동,127.026764,37.4717002,양재1동,958154,1941491,행정동 좌표
2018,서울특별시,서초구,양재2동,29,26,0,3,8,0,1095,145480,35282,110198,1239005,0,0,0,0,13,양재2동,127.0410903,37.4706189,양재2동,959420,1941365,행정동 좌표
2018,서울특별시,서초구,내곡동,7,6,0,1,1,2,304,5508,401,5107,3852,0,0,0,2,1,내곡동,127.0767416,37.4581529,내곡동,962567,1939967,법정동 좌표
2018,서울특별시,강남구,소계,436,399,7,30,134,1,1631,1624983,670429,954554,87651462,23,0,23,1,36,소계,123.7417741,32.5220203,소계,646933,1398715,정제실패
2018,서울특별시,강남구,신사동,36,33,0,3,13,0,76,88213,37537,50676,4908225,0,0,0,0,1,신사동,126.9072025,37.5956106,신사동,947669,1955298,법정동 좌표
2018,서울특별시,강남구,논현1동,37,32,0,5,10,1,56,119743,49793,69950,5577246,1,0,1,1,4,논현1동,127.0285663,37.5114964,논현1동,958336,1945906,행정동 좌표
2018,서울특별시,강남구,논현2동,30,28,0,2,6,0,18,140173,13866,126307,2443986,0,0,0,0,2,논현2동,127.0371781,37.5173517,논현2동,959100,1946551,행정동 좌표
2018,서울특별시,강남구,삼성1동,23,21,0,2,8,0,32,22688,8172,14516,435983,0,0,0,0,0,삼성1동,127.0431402,37.516418,삼성1동,959626,1946445,정좌표
2018,서울특별시,강남구,삼성2동,17,17,0,0,5,0,21,45623,23881,21742,1511260,0,0,0,0,0,삼성2동,127.043693,37.5165396,삼성2동,959675,1946459,정좌표
2018,서울특별시,강남구,대치1동,8,8,0,0,1,0,0,9064,0,9064,953200,0,0,0,0,0,대치1동,127.0567009,37.4932349,대치1동,960813,1943868,행정동 좌표
2018,서울특별시,강남구,대치4동,20,18,1,1,9,0,49,61547,18503,43044,1103907,2,0,2,0,4,대치4동,127.0577613,37.4997489,대치4동,960910,1944590,행정동 좌표
2018,서울특별시,강남구,역삼1동,61,60,1,0,15,0,144,168050,93100,74950,4790243,8,0,8,0,9,역삼1동,127.0330727,37.4953596,역삼1동,958725,1944113,행정동 좌표
2018,서울특별시,강남구,역삼2동,28,22,3,3,11,0,45,98491,34454,64037,10408643,5,0,5,0,3,역삼2동,127.0468043,37.4960388,역삼2동,959939,1944183,행정동 좌표
2018,서울특별시,강남구,도곡1동,14,12,0,2,4,0,13,19242,5292,13950,3487043,1,0,1,0,0,도곡1동,127.0384897,37.4909436,도곡1동,959202,1943621,행정동 좌표
2018,서울특별시,강남구,도곡2동,10,9,0,1,1,0,35,50955,17058,33897,4720281,0,0,0,0,3,도곡2동,127.0463603,37.483817,도곡2동,959893,1942827,행정동 좌표
2018,서울특별시,강남구,개포1동,8,8,0,0,1,0,3,8847,1713,7134,1033454,0,0,0,0,0,개포1동,127.0574537,37.4819237,개포1동,960873,1942612,행정동 좌표
2018,서울특별시,강남구,개포4동,13,13,0,0,4,0,23,34322,11677,22645,379766,0,0,0,0,6,개포4동,127.0516133,37.4788314,개포4동,960355,1942272,행정동 좌표
2018,서울특별시,강남구,일원본동,5,5,0,0,0,0,4,4479,1516,2963,15994648,0,0,0,0,0,일원본동,127.0864948,37.4833592,일원본동,963442,1942760,행정동 좌표
2018,서울특별시,강남구,일원1동,10,10,0,0,3,0,15,12511,9064,3447,995857,0,0,0,0,2,일원1동,127.0879967,37.4918858,일원1동,963578,1943705,행정동 좌표
2018,서울특별시,강남구,일원2동,10,9,0,1,2,0,37,46003,4226,41777,1065694,2,0,2,0,1,일원2동,127.0737108,37.4921711,일원2동,962316,1943743,행정동 좌표
2018,서울특별시,강남구,수서동,4,3,1,0,1,0,1,371,237,134,9658907,0,0,0,0,0,수서동,127.0967199,37.4858797,수서동,964347,1943036,법정동 좌표
2018,서울특별시,강남구,세곡동,16,13,1,2,11,0,627,133955,27179,106776,4397279,2,0,2,0,1,세곡동,127.1045978,37.4643683,세곡동,965033,1940646,법정동 좌표
2018,서울특별시,강남구,압구정동,30,27,0,3,12,0,174,203535,68005,135530,2344601,1,0,1,0,0,압구정동,127.0284752,37.530733,압구정동,958338,1948040,법정동 좌표
2018,서울특별시,강남구,청담동,40,36,0,4,11,0,238,333264,235268,97996,9438233,1,0,1,0,0,청담동,127.0504711,37.5243974,청담동,960278,1947327,법정동 좌표
2018,서울특별시,강남구,대치2동,13,12,0,1,4,0,5,17996,4473,13523,1912762,0,0,0,0,0,대치2동,127.0641765,37.5022508,대치2동,961478,1944865,행정동 좌표
2018,서울특별시,강남구,개포2동,3,3,0,0,2,0,16,5911,5415,496,90244,0,0,0,0,0,개포2동,127.0690703,37.4897648,개포2동,961904,1943477,행정동 좌표
2018,서울특별시,송파구,소계,340,301,7,32,84,16,2717,970251,390994,579257,16546317,28,0,28,42,99,소계,123.7417741,32.5220203,소계,646933,1398715,정제실패
2018,서울특별시,송파구,풍납1동,6,5,0,1,1,0,20,8129,4023,4106,118748,0,0,0,0,0,풍납1동,127.1222294,37.5380538,풍납1동,966625,1948815,행정동 좌표
2018,서울특별시,송파구,풍납2동,17,16,1,0,1,0,20,20003,9694,10309,245342,3,0,3,0,0,풍납2동,127.1168282,37.5287777,풍납2동,966144,1947787,행정동 좌표
2018,서울특별시,송파구,거여1동,7,5,0,2,2,0,11,27529,4945,22584,136214,0,0,0,0,0,거여1동,127.1433163,37.4969223,거여1동,968471,1944244,행정동 좌표
2018,서울특별시,송파구,거여2동,6,3,1,2,1,1,2,3294,1982,1312,54366,0,0,0,1,1,거여2동,127.1469059,37.4935333,거여2동,968787,1943867,행정동 좌표
2018,서울특별시,송파구,마천1동,9,8,0,1,3,0,31,48885,10385,38500,350570,0,0,0,0,1,마천1동,127.1499084,37.4960238,마천1동,969053,1944142,행정동 좌표
2018,서울특별시,송파구,마천2동,10,9,0,1,4,0,117,139892,37806,102086,343268,0,0,0,0,1,마천2동,127.1485529,37.4968791,마천2동,968934,1944238,행정동 좌표
2018,서울특별시,송파구,방이1동,10,7,0,3,3,0,11,15044,7960,7084,339183,2,0,2,0,8,방이1동,127.1239375,37.5110078,방이1동,966764,1945813,행정동 좌표
2018,서울특별시,송파구,방이2동,27,27,0,0,6,0,33,33172,20912,12260,767182,0,0,0,0,0,방이2동,127.1143936,37.5145949,방이2동,965922,1946215,행정동 좌표
2018,서울특별시,송파구,오륜동,13,10,1,2,14,0,1166,126243,44082,82161,398108,4,0,4,0,40,오륜동,129.118451,35.2483826,오륜동,1147245,1695973,법정동 좌표
2018,서울특별시,송파구,오금동,16,13,0,3,2,1,73,29589,19781,9808,1336759,6,0,6,1,7,오금동,127.1340175,37.5040089,오금동,967652,1945033,법정동 좌표
2018,서울특별시,송파구,송파1동,15,14,0,1,2,0,2,8134,1912,6222,172761,1,0,1,0,1,송파1동,127.1060664,37.5147395,송파1동,965186,1946234,시군구 좌표
2018,서울특별시,송파구,송파2동,10,9,1,0,1,1,20,12318,7872,4446,346892,0,0,0,7,5,송파2동,127.1060664,37.5147395,송파2동,965186,1946234,시군구 좌표
2018,서울특별시,송파구,석촌동,21,19,1,1,5,1,24,23330,11167,12163,6350348,1,0,1,2,11,석촌동,127.1025113,37.5027285,석촌동,964867,1944903,법정동 좌표
2018,서울특별시,송파구,삼전동,25,24,0,1,4,1,69,40059,19046,21013,795950,1,0,1,4,2,삼전동,127.09189,37.5018994,삼전동,963927,1944815,법정동 좌표
2018,서울특별시,송파구,가락본동,23,21,0,2,7,0,459,86478,33200,53278,665460,0,0,0,0,0,가락본동,127.1218446,37.4955842,가락본동,966572,1944103,행정동 좌표
2018,서울특별시,송파구,가락1동,8,8,0,0,2,0,172,11771,1169,10602,21592,0,0,0,0,0,가락1동,127.1057406,37.4965357,가락1동,965149,1944214,행정동 좌표
2018,서울특별시,송파구,가락2동,12,10,1,1,4,0,93,56940,29651,27289,481487,0,0,0,0,6,가락2동,127.1265022,37.4986373,가락2동,966985,1944440,행정동 좌표
2018,서울특별시,송파구,문정1동,9,8,0,1,2,0,6,3977,1710,2267,80297,1,0,1,0,2,문정1동,127.1240695,37.4900232,문정1동,966766,1943485,행정동 좌표
2018,서울특별시,송파구,문정2동,21,19,0,2,5,3,121,40555,23306,17249,83528,2,0,2,8,3,문정2동,127.1109311,37.489889,문정2동,965605,1943475,행정동 좌표
2018,서울특별시,송파구,장지동,15,15,0,0,3,8,99,22085,14140,7945,532813,0,0,0,19,7,장지동,127.1319281,37.4773673,장지동,967456,1942078,법정동 좌표
2018,서울특별시,송파구,위례동,3,2,0,1,0,0,0,55012,0,55012,23402,0,0,0,0,0,위례동,127.1404387,37.4815744,위례동,968210,1942542,행정동 좌표
2018,서울특별시,송파구,잠실본동,23,20,1,2,4,0,111,72208,59904,12304,799316,3,0,3,0,3,잠실본동,127.0843394,37.5061662,잠실본동,963262,1945291,행정동 좌표
2018,서울특별시,송파구,잠실4동,5,4,0,1,0,0,2,1630,275,1355,5630,0,0,0,0,0,잠실4동,127.1122998,37.5204181,잠실4동,965740,1946862,행정동 좌표
2018,서울특별시,송파구,잠실6동,9,8,0,1,2,0,8,30327,3512,26815,1806330,0,0,0,0,0,잠실6동,127.1006979,37.5181317,잠실6동,964714,1946612,행정동 좌표
2018,서울특별시,송파구,잠실7동,1,1,0,0,0,0,0,40,28,12,0,0,0,0,0,0,잠실7동,127.0771039,37.5086599,잠실7동,962624,1945571,행정동 좌표
2018,서울특별시,송파구,잠실2동,11,9,0,2,3,0,26,45234,15178,30056,221728,4,0,4,0,0,잠실2동,127.0882955,37.5119545,잠실2동,963615,1945932,행정동 좌표
2018,서울특별시,송파구,잠실3동,8,7,0,1,3,0,21,8373,7354,1019,69043,0,0,0,0,1,잠실3동,127.0943302,37.5133525,잠실3동,964149,1946084,행정동 좌표
2018,서울특별시,강동구,소계,324,297,14,13,59,8,3358,540625,236181,304444,7235347,19,4,15,19,26,소계,123.7417741,32.5220203,소계,646933,1398715,정제실패
2018,서울특별시,강동구,강일동,19,18,0,1,6,0,71,13685,3789,9896,107069,1,0,1,0,2,강일동,127.1733784,37.5674367,강일동,971155,1952058,법정동 좌표
2018,서울특별시,강동구,상일동,18,16,0,2,7,4,277,75653,36986,38667,949726,1,1,0,10,6,상일동,127.1688114,37.5505821,상일동,970745,1950189,법정동 좌표
2018,서울특별시,강동구,명일1동,15,14,1,0,8,0,48,46726,22381,24345,130955,0,0,0,0,1,명일1동,127.1458935,37.5496256,명일1동,968721,1950090,행정동 좌표
2018,서울특별시,강동구,명일2동,8,7,1,0,2,1,33,22599,10232,12367,1442126,0,0,0,4,3,명일2동,127.1513403,37.546349,명일2동,969200,1949725,행정동 좌표
2018,서울특별시,강동구,고덕1동,6,6,0,0,2,0,25,2902,1227,1675,17957,1,0,1,0,0,고덕1동,127.1489439,37.5590456,고덕1동,968994,1951134,행정동 좌표
2018,서울특별시,강동구,고덕2동,4,4,0,0,3,0,340,77834,55627,22207,207880,0,0,0,0,0,고덕2동,127.1642657,37.5603714,고덕2동,970348,1951277,행정동 좌표
2018,서울특별시,강동구,암사2동,12,10,0,2,1,0,1900,6149,616,5533,21450,0,0,0,0,0,암사2동,127.1279621,37.5520084,암사2동,967138,1950361,행정동 좌표
2018,서울특별시,강동구,암사3동,9,8,0,1,6,0,286,35414,12118,23296,101127,0,0,0,0,0,암사3동,127.1408299,37.5549771,암사3동,968276,1950686,행정동 좌표
2018,서울특별시,강동구,천호1동,23,23,0,0,4,0,11,15659,5328,10331,658586,2,0,2,0,0,천호1동,127.1367676,37.545099,천호1동,967913,1949591,행정동 좌표
2018,서울특별시,강동구,천호3동,16,13,3,0,1,0,1,4423,1330,3093,1079590,1,0,1,0,0,천호3동,127.129824,37.539822,천호3동,967297,1949008,행정동 좌표
2018,서울특별시,강동구,성내1동,18,18,0,0,3,0,43,15081,6942,8139,388674,0,0,0,0,0,성내1동,127.1225806,37.5302893,성내1동,966653,1947953,행정동 좌표
2018,서울특별시,강동구,성내2동,25,20,2,3,5,1,105,54950,17677,37273,589126,3,0,3,2,4,성내2동,127.1295591,37.5324404,성내2동,967270,1948189,행정동 좌표
2018,서울특별시,강동구,성내3동,16,15,1,0,1,0,1,2767,119,2648,293145,0,0,0,0,0,성내3동,127.1328117,37.5261119,성내3동,967555,1947486,행정동 좌표
2018,서울특별시,강동구,둔촌2동,29,29,0,0,1,1,106,71560,32424,39136,481667,2,1,1,2,3,둔촌2동,127.1420169,37.5333786,둔촌2동,968371,1948289,행정동 좌표
2018,서울특별시,강동구,암사1동,26,25,1,0,1,0,5,9419,3207,6212,273211,0,0,0,0,2,암사1동,127.1325412,37.5514205,암사1동,967542,1950294,행정동 좌표
2018,서울특별시,강동구,천호2동,38,31,5,2,6,0,83,44752,18871,25881,120513,6,2,4,0,2,천호2동,127.1254028,37.5434295,천호2동,966908,1949410,행정동 좌표
2018,서울특별시,강동구,길동,42,40,0,2,2,1,23,41052,7307,33745,372545,2,0,2,1,3,길동,127.1459285,37.5396152,길동,968720,1948980,법정동 좌표
2019,서울특별시,합계,합계,5881,5251,136,494,773,171,32221,92409010,12331390,80077620,384176624,398,37,361,318,921,합계,123.7417741,32.5220203,합계,646933,1398715,정제실패
2019,서울특별시,종로구,소계,232,201,7,24,3,2,1001,801094,403054,398040,22189709,20,4,16,17,23,소계,123.7417741,32.5220203,소계,646933,1398715,정제실패
2019,서울특별시,종로구,사직동,8,6,2,0,0,0,2,1160,625,535,5058849,3,1,2,0,2,사직동,126.9659586,37.5754072,사직동,952843,1953026,법정동 좌표
2019,서울특별시,종로구,삼청동,5,5,0,0,0,0,23,59533,36449,23084,83931,0,0,0,0,0,삼청동,126.9810099,37.5907566,삼청동,954181,1954721,법정동 좌표
2019,서울특별시,종로구,부암동,12,11,0,1,0,0,22,14678,5671,9007,311110,0,0,0,0,0,부암동,126.9655888,37.5947672,부암동,952822,1955174,법정동 좌표
2019,서울특별시,종로구,평창동,27,23,0,4,0,1,253,110290,71561,38729,1103052,1,0,1,2,3,평창동,128.3902223,37.3707536,평창동,1078823,1930559,시군구 좌표
2019,서울특별시,종로구,무악동,4,3,0,1,0,0,50,43555,31856,11699,11075,0,0,0,0,0,무악동,126.9585763,37.5771084,무악동,952192,1953218,법정동 좌표
2019,서울특별시,종로구,교남동,6,5,0,1,0,0,8,14191,9027,5164,4007212,0,0,0,0,0,교남동,126.7316373,37.447357,교남동,932036,1938963,시군구 좌표
2019,서울특별시,종로구,가회동,8,8,0,0,0,0,0,88,0,88,183,0,0,0,0,0,가회동,126.9848449,37.5826803,가회동,954515,1953823,법정동 좌표
2019,서울특별시,종로구,종로1.2.3.4가동,62,50,4,8,3,0,421,321155,139361,181794,6972212,4,2,2,0,14,종로1.2.3.4가동,126.9792345,37.5731711,종로1.2.3.4가동,954014,1952771,시군구 좌표
2019,서울특별시,종로구,종로5·6가동,14,11,0,3,0,0,30,44284,1857,42427,173717,1,1,0,0,0,종로5·6가동,126.9792345,37.5731711,종로5·6가동,954014,1952771,시군구 좌표
2019,서울특별시,종로구,이화동,10,10,0,0,0,0,1,1995,1052,943,5965,0,0,0,0,0,이화동,127.0056365,37.5772438,이화동,956348,1953210,법정동 좌표
2019,서울특별시,종로구,창신1동,21,19,1,1,0,0,9,6484,2154,4330,2124799,1,0,1,0,0,창신1동,127.0163636,37.5707652,창신1동,957291,1952487,행정동 좌표
2019,서울특별시,종로구,창신2동,9,8,0,1,0,0,9,3888,1390,2498,33208,0,0,0,0,0,창신2동,127.0107551,37.5745657,창신2동,956798,1952911,행정동 좌표
2019,서울특별시,종로구,창신3동,3,3,0,0,0,0,0,40,15,25,110,0,0,0,0,0,창신3동,127.0150473,37.5778814,창신3동,957179,1953277,행정동 좌표
2019,서울특별시,종로구,숭인1동,1,1,0,0,0,0,0,121,0,121,121,0,0,0,0,1,숭인1동,127.0156358,37.5778953,숭인1동,957231,1953278,행정동 좌표
2019,서울특별시,종로구,숭인2동,15,14,0,1,0,0,6,11381,418,10963,96808,1,0,1,0,0,숭인2동,127.02,37.5748861,숭인2동,957615,1952942,행정동 좌표
2019,서울특별시,종로구,청운효자동,9,8,0,1,0,0,49,30013,17045,12968,267260,5,0,5,0,2,청운효자동,126.9706402,37.584008,청운효자동,953262,1953978,행정동 좌표
2019,서울특별시,종로구,혜화동,18,16,0,2,0,1,119,138238,84573,53665,1940097,4,0,4,15,1,혜화동,127.0017593,37.5878163,혜화동,956011,1954385,법정동 좌표
2019,서울특별시,중구,소계,213,186,8,19,49,5,4640,74077097,5135961,68941136,23570206,20,3,17,11,29,소계,123.7417741,32.5220203,소계,646933,1398715,정제실패
2019,서울특별시,중구,소공동,14,9,0,5,4,0,172,168378,77598,90780,349603,2,0,2,0,0,소공동,126.9800604,37.5640777,소공동,954081,1951762,법정동 좌표
2019,서울특별시,중구,회현동,21,18,2,1,5,0,681,820303,294643,525660,3389571,2,1,1,0,0,회현동,126.7600436,35.9021341,회현동,933226,1767531,법정동 좌표
2019,서울특별시,중구,명동,25,22,2,1,3,0,429,296088,222087,74001,5540356,3,1,2,0,0,명동,128.2067397,37.1351502,명동,1062771,1904283,법정동 좌표
