기간,시,자치구,동,발생_합계,발생_실화,발생_방화,발생_기타,소실_동수,소실_이재가구수,소실_면적,피해액_합계,피해액_부동산,피해액_동산,재산피해경감액,인명피해_합계,인명피해_사망,인명피해_부상,이재민수,구조인원,입력주소_동,경도,위도,입력주소,X,Y,CLSS
2019,서울특별시,노원구,상계3.4동,11,10,0,1,0,0,78,26038,4307,21731,170383,2,0,2,0,1,상계3.4동,127.0830347,37.6726233,상계3.4동,963229,1963759,행정동 좌표
2019,서울특별시,노원구,상계6.7동,10,10,0,0,0,0,7,1994,1053,941,49067,0,0,0,0,0,상계6.7동,127.0669329,37.6549179,상계6.7동,961800,1961801,행정동 좌표
2019,서울특별시,노원구,중계2.3동,9,9,0,0,0,0,2,3404,984,2420,71960,0,0,0,0,1,중계2.3동,127.0687257,37.6420384,중계2.3동,961951,1960372,행정동 좌표
2019,서울특별시,노원구,공릉1동,17,14,0,3,0,0,6,50554,4417,46137,285405,0,0,0,0,3,공릉1동,127.0738342,37.6248418,공릉1동,962393,1958462,행정동 좌표
2019,서울특별시,은평구,소계,196,165,6,25,41,20,7160,2412769,1901761,511008,5786465,23,3,20,31,23,소계,123.7417741,32.5220203,소계,646933,1398715,정제실패
2019,서울특별시,은평구,녹번동,15,14,0,1,1,0,23,21665,12366,9299,2089828,1,1,0,0,1,녹번동,126.9345812,37.6053127,녹번동,950092,1956360,법정동 좌표
2019,서울특별시,은평구,불광1동,12,8,0,4,1,1,50,65091,47720,17371,235468,9,0,9,4,10,불광1동,126.9321873,37.6103638,불광1동,949884,1956922,행정동 좌표
2019,서울특별시,은평구,갈현1동,15,13,1,1,1,0,128,108149,95536,12613,429199,1,0,1,0,2,갈현1동,126.9167749,37.6234684,갈현1동,948533,1958384,행정동 좌표
2019,서울특별시,은평구,갈현2동,12,12,0,0,3,14,33,24424,16902,7522,197100,1,1,0,16,2,갈현2동,126.9158492,37.6185674,갈현2동,948448,1957841,행정동 좌표
2019,서울특별시,은평구,구산동,9,7,0,2,1,0,4,3742,938,2804,6517,0,0,0,0,0,구산동,126.9073161,37.6110732,구산동,947690,1957014,법정동 좌표
2019,서울특별시,은평구,대조동,14,10,0,4,22,0,4590,1456143,1223017,233126,314395,4,0,4,0,0,대조동,126.9231557,37.612255,대조동,949088,1957136,법정동 좌표
2019,서울특별시,은평구,응암1동,11,11,0,0,3,0,1951,616431,440529,175902,56446,3,0,3,0,3,응암1동,126.9268104,37.6006921,응암1동,949403,1955851,행정동 좌표
2019,서울특별시,은평구,응암2동,7,6,0,1,1,0,33,14671,7591,7080,28742,0,0,0,0,0,응암2동,126.9230921,37.5946754,응암2동,949071,1955186,행정동 좌표
2019,서울특별시,은평구,신사1동,14,12,0,2,0,0,12,12477,9055,3422,35168,0,0,0,0,0,신사1동,126.9119599,37.597853,신사1동,948090,1955545,행정동 좌표
2019,서울특별시,은평구,신사2동,8,5,2,1,2,5,198,35299,20841,14458,29824,1,0,1,9,0,신사2동,126.9080735,37.5902485,신사2동,947742,1954703,행정동 좌표
2019,서울특별시,은평구,증산동,5,5,0,0,0,0,5,3160,928,2232,124208,0,0,0,0,0,증산동,126.9059659,37.5841651,증산동,947552,1954029,법정동 좌표
2019,서울특별시,은평구,수색동,5,3,1,1,1,0,6,1521,563,958,18484,0,0,0,0,1,수색동,126.8945437,37.5855724,수색동,946544,1954192,법정동 좌표
2019,서울특별시,은평구,진관동,16,15,0,1,2,0,41,12638,5970,6668,1443474,1,1,0,2,0,진관동,126.9378183,37.6396799,진관동,950401,1960171,법정동 좌표
2019,서울특별시,은평구,불광2동,9,6,1,2,0,0,16,7546,3960,3586,117402,1,0,1,0,0,불광2동,126.9273572,37.6264934,불광2동,949469,1958714,행정동 좌표
2019,서울특별시,은평구,응암3동,14,12,0,2,0,0,20,3601,2603,998,299697,0,0,0,0,4,응암3동,126.9157326,37.5922653,응암3동,948419,1954923,행정동 좌표
2019,서울특별시,은평구,역촌동,30,26,1,3,3,0,51,26211,13242,12969,360513,1,0,1,0,0,역촌동,126.9146252,37.6045812,역촌동,948330,1956290,법정동 좌표
2019,서울특별시,서대문구,소계,269,246,6,17,19,7,356,220960,109764,111196,21921689,13,1,12,14,91,소계,123.7417741,32.5220203,소계,646933,1398715,정제실패
2019,서울특별시,서대문구,천연동,10,10,0,0,0,0,0,1365,545,820,7792488,0,0,0,0,0,천연동,126.9594511,37.5679435,천연동,952263,1952201,법정동 좌표
2019,서울특별시,서대문구,홍제1동,9,8,1,0,0,0,0,690,39,651,75638,0,0,0,0,0,홍제1동,126.9484378,37.5831815,홍제1동,951301,1953897,행정동 좌표
2019,서울특별시,서대문구,홍제3동,14,13,0,1,2,1,2,17766,8646,9120,298806,0,0,0,2,0,홍제3동,126.9497263,37.5938162,홍제3동,951421,1955076,행정동 좌표
2019,서울특별시,서대문구,홍제2동,5,5,0,0,0,0,0,2291,335,1956,63237,0,0,0,0,0,홍제2동,126.9493703,37.5861092,홍제2동,951385,1954222,행정동 좌표
2019,서울특별시,서대문구,홍은1동,14,14,0,0,0,0,0,561,0,561,17,0,0,0,0,0,홍은1동,126.9471301,37.5988568,홍은1동,951196,1955637,행정동 좌표
2019,서울특별시,서대문구,홍은2동,24,23,0,1,1,0,0,12801,1770,11031,542395,0,0,0,0,0,홍은2동,126.9342379,37.5801529,홍은2동,950045,1953569,행정동 좌표
2019,서울특별시,서대문구,남가좌1동,14,9,0,5,1,0,0,5314,1250,4064,213613,0,0,0,0,0,남가좌1동,126.9165068,37.570882,남가좌1동,948473,1952550,행정동 좌표
2019,서울특별시,서대문구,남가좌2동,11,10,0,1,0,0,0,7580,84,7496,562761,0,0,0,0,0,남가좌2동,126.9238917,37.5784642,남가좌2동,949130,1953387,행정동 좌표
2019,서울특별시,서대문구,북가좌1동,11,10,0,1,1,0,0,8805,4561,4244,1612456,2,0,2,0,2,북가좌1동,126.9068721,37.5794881,북가좌1동,947628,1953510,행정동 좌표
2019,서울특별시,서대문구,북가좌2동,18,16,2,0,0,0,12,15698,12061,3637,376250,5,1,4,0,17,북가좌2동,126.911135,37.5814107,북가좌2동,948006,1953721,행정동 좌표
2019,서울특별시,서대문구,충현동,26,19,2,5,4,2,81,48109,26949,21160,7177318,0,0,0,2,60,충현동,126.954729,37.5648293,충현동,951844,1951858,행정동 좌표
2019,서울특별시,서대문구,북아현동,4,4,0,0,2,0,115,25459,19614,5845,88932,1,0,1,0,0,북아현동,126.9544116,37.5624297,북아현동,951815,1951592,법정동 좌표
2019,서울특별시,서대문구,신촌동,61,60,0,1,4,1,93,38381,22926,15455,1400212,4,0,4,1,10,신촌동,126.9413961,37.5655485,신촌동,950667,1951945,법정동 좌표
2019,서울특별시,서대문구,연희동,48,45,1,2,4,3,54,36140,10984,25156,1717566,1,0,1,9,2,연희동,126.932826,37.5719858,연희동,949915,1952663,법정동 좌표
2019,서울특별시,마포구,소계,246,214,3,29,55,2,1123,393425,163683,229742,7408458,13,0,13,5,26,소계,123.7417741,32.5220203,소계,646933,1398715,정제실패
2019,서울특별시,마포구,용강동,14,13,0,1,3,0,22,11120,7693,3427,52823,0,0,0,0,0,용강동,127.1238724,37.5301187,용강동,966767,1947934,시군구 좌표
2019,서울특별시,마포구,대흥동,7,6,0,1,1,0,3,1363,706,657,7691,0,0,0,0,0,대흥동,126.9431918,37.5498054,대흥동,950816,1950197,법정동 좌표
2019,서울특별시,마포구,염리동,8,6,0,2,3,0,55,27314,15871,11443,269115,0,0,0,0,0,염리동,126.9473212,37.5490945,염리동,951180,1950116,법정동 좌표
2019,서울특별시,마포구,신수동,5,4,0,1,1,0,0,1155,709,446,16041,0,0,0,0,0,신수동,126.9368273,37.5485229,신수동,950253,1950058,법정동 좌표
2019,서울특별시,마포구,서교동,62,57,0,5,20,1,441,122773,66414,56359,2859692,1,0,1,4,7,서교동,126.9187795,37.5538373,서교동,948662,1950657,법정동 좌표
2019,서울특별시,마포구,합정동,15,13,0,2,3,0,13,15963,7176,8787,302096,1,0,1,0,8,합정동,126.9090439,37.547026,합정동,947797,1949907,법정동 좌표
2019,서울특별시,마포구,망원1동,17,14,1,2,2,0,9,11860,3175,8685,1213795,0,0,0,0,3,망원1동,126.9059529,37.5556473,망원1동,947530,1950865,행정동 좌표
2019,서울특별시,마포구,망원2동,11,9,1,1,3,0,60,15208,10486,4722,105571,0,0,0,0,1,망원2동,126.9021607,37.5603245,망원2동,947199,1951386,행정동 좌표
2019,서울특별시,마포구,연남동,9,8,0,1,1,0,18,13179,8463,4716,205854,0,0,0,0,0,연남동,126.7316373,37.447357,연남동,932036,1938963,시군구 좌표
2019,서울특별시,마포구,성산1동,9,8,0,1,2,0,4,8043,4360,3683,96644,0,0,0,0,0,성산1동,126.9079116,37.5633513,성산1동,947709,1951719,행정동 좌표
2019,서울특별시,마포구,성산2동,18,15,0,3,5,1,440,39008,22330,16678,356352,3,0,3,1,0,성산2동,126.9089215,37.5686136,성산2동,947802,1952302,행정동 좌표
2019,서울특별시,마포구,상암동,23,20,1,2,1,0,8,97728,1930,95798,217378,2,0,2,0,0,상암동,126.8798544,37.5707472,상암동,945236,1952555,법정동 좌표
2019,서울특별시,마포구,도화동,9,7,0,2,2,0,10,12196,5430,6766,628792,2,0,2,0,2,도화동,126.9500211,37.5397567,도화동,951412,1949079,법정동 좌표
2019,서울특별시,마포구,서강동,15,12,0,3,2,0,27,9858,5010,4848,63290,0,0,0,0,0,서강동,127.1238724,37.5301187,서강동,966767,1947934,시군구 좌표
2019,서울특별시,마포구,공덕동,18,16,0,2,3,0,11,5367,3481,1886,70253,2,0,2,0,2,공덕동,126.955008,37.5480905,공덕동,951858,1950001,법정동 좌표
2019,서울특별시,마포구,아현동,6,6,0,0,3,0,2,1290,449,841,943071,2,0,2,0,3,아현동,126.9563223,37.5544725,아현동,951979,1950708,법정동 좌표
2019,서울특별시,양천구,소계,163,152,3,8,18,0,388,465720,107052,358668,3770249,9,2,7,0,8,소계,123.7417741,32.5220203,소계,646933,1398715,정제실패
2019,서울특별시,양천구,목1동,8,7,0,1,1,0,4,26294,3826,22468,87512,0,0,0,0,0,목1동,126.8709991,37.5304318,목1동,944424,1948088,행정동 좌표
2019,서울특별시,양천구,목2동,8,8,0,0,0,0,7,1992,1180,812,32260,0,0,0,0,0,목2동,126.8716454,37.5461069,목2동,944493,1949827,행정동 좌표
2019,서울특별시,양천구,목3동,8,8,0,0,0,0,20,11573,4392,7181,43402,0,0,0,0,1,목3동,126.8644219,37.5448573,목3동,943854,1949692,행정동 좌표
2019,서울특별시,양천구,목4동,8,7,0,1,2,0,6,5794,2196,3598,1457954,0,0,0,0,0,목4동,126.868357,37.5323257,목4동,944192,1948300,행정동 좌표
2019,서울특별시,양천구,신월1동,11,11,0,0,0,0,5,15866,929,14937,15310,0,0,0,0,0,신월1동,126.8315442,37.5328141,신월1동,940940,1948376,행정동 좌표
2019,서울특별시,양천구,신월2동,9,8,1,0,0,0,0,672,74,598,33454,2,0,2,0,0,신월2동,126.8445861,37.5249683,신월2동,942086,1947498,행정동 좌표
2019,서울특별시,양천구,신월3동,10,10,0,0,0,0,0,1515,0,1515,2886,0,0,0,0,1,신월3동,126.8290642,37.5336726,신월3동,940722,1948473,행정동 좌표
2019,서울특별시,양천구,신월4동,9,8,0,1,0,0,0,42610,0,42610,18685,0,0,0,0,0,신월4동,126.8400776,37.5246178,신월4동,941688,1947462,행정동 좌표
2019,서울특별시,양천구,신월5동,12,11,1,0,3,0,18,20836,3579,17257,144258,4,1,3,0,2,신월5동,126.8271999,37.5385647,신월5동,940561,1949017,행정동 좌표
2019,서울특별시,양천구,신월6동,2,2,0,0,0,0,0,463,0,463,442,0,0,0,0,0,신월6동,126.8436457,37.5162642,신월6동,941997,1946533,행정동 좌표
2019,서울특별시,양천구,신월7동,10,9,0,1,1,0,40,22075,5213,16862,148315,1,1,0,0,1,신월7동,126.834805,37.5217547,신월7동,941220,1947147,행정동 좌표
2019,서울특별시,양천구,신정1동,11,9,0,2,3,0,104,195282,49656,145626,414395,0,0,0,0,0,신정1동,126.8543683,37.5185492,신정1동,942946,1946779,행정동 좌표
2019,서울특별시,양천구,신정2동,6,5,0,1,1,0,30,7902,1817,6085,240282,0,0,0,0,1,신정2동,126.8707375,37.5192655,신정2동,944393,1946849,행정동 좌표
2019,서울특별시,양천구,신정3동,14,14,0,0,2,0,12,10497,5615,4882,139785,2,0,2,0,2,신정3동,126.8548737,37.5150851,신정3동,942988,1946395,행정동 좌표
2019,서울특별시,양천구,신정6동,4,3,0,1,3,0,137,44622,27052,17570,506044,0,0,0,0,0,신정6동,126.8644136,37.5170514,신정6동,943832,1946607,행정동 좌표
2019,서울특별시,양천구,신정7동,8,8,0,0,2,0,0,1260,238,1022,4961,0,0,0,0,0,신정7동,126.859714,37.5144111,신정7동,943415,1946317,행정동 좌표
2019,서울특별시,양천구,목5동,9,9,0,0,0,0,2,54292,757,53535,37903,0,0,0,0,0,목5동,126.8785543,37.5351351,목5동,945095,1948605,행정동 좌표
2019,서울특별시,양천구,신정4동,16,15,1,0,0,0,3,2175,528,1647,442401,0,0,0,0,0,신정4동,126.8586945,37.5234206,신정4동,943332,1947317,행정동 좌표
2019,서울특별시,강서구,소계,331,302,6,23,24,10,1642,666297,251606,414691,15724668,24,0,24,25,17,소계,123.7417741,32.5220203,소계,646933,1398715,정제실패
2019,서울특별시,강서구,염창동,16,14,0,2,2,1,44,28312,13532,14780,725956,0,0,0,4,2,염창동,126.8717784,37.5545508,염창동,944511,1950763,법정동 좌표
2019,서울특별시,강서구,등촌1동,18,15,1,2,1,1,36,29352,20487,8865,914915,0,0,0,2,0,등촌1동,126.8586672,37.5556502,등촌1동,943354,1950893,행정동 좌표
2019,서울특별시,강서구,등촌2동,8,8,0,0,0,0,0,311,39,272,167428,1,0,1,0,0,등촌2동,126.8625764,37.5426861,등촌2동,943689,1949452,행정동 좌표
2019,서울특별시,강서구,등촌3동,15,15,0,0,0,0,198,75848,53436,22412,4769943,0,0,0,0,0,등촌3동,126.847922,37.5588887,등촌3동,942407,1951259,행정동 좌표
2019,서울특별시,강서구,화곡본동,31,29,0,2,0,0,4,2584,905,1679,257361,1,0,1,0,2,화곡본동,126.8476406,37.544091,화곡본동,942371,1949617,행정동 좌표
2019,서울특별시,강서구,화곡2동,10,10,0,0,1,1,70,46946,30252,16694,338040,1,0,1,2,2,화곡2동,126.8546315,37.5316708,화곡2동,942979,1948235,행정동 좌표
2019,서울특별시,강서구,화곡3동,5,5,0,0,0,0,50,17174,12522,4652,65308,0,0,0,0,0,화곡3동,126.8385216,37.542524,화곡3동,941564,1949449,행정동 좌표
2019,서울특별시,강서구,화곡4동,13,11,0,2,1,0,11,3964,1813,2151,63270,2,0,2,0,0,화곡4동,126.8606184,37.5345309,화곡4동,943510,1948549,행정동 좌표
2019,서울특별시,강서구,화곡6동,14,14,0,0,0,0,1,1227,282,945,399855,0,0,0,0,0,화곡6동,126.8503746,37.5517494,화곡6동,942618,1950465,행정동 좌표
2019,서울특별시,강서구,화곡8동,17,17,0,0,0,0,0,1362,599,763,358845,0,0,0,0,2,화곡8동,126.8484704,37.5328092,화곡8동,942436,1948365,행정동 좌표
2019,서울특별시,강서구,가양1동,23,21,1,1,1,0,21,20080,7570,12510,3301445,1,0,1,0,0,가양1동,126.8447913,37.5695983,가양1동,942139,1952449,행정동 좌표
2019,서울특별시,강서구,가양2동,12,11,1,0,0,0,0,87853,196,87657,7220,0,0,0,0,0,가양2동,126.8512663,37.5673819,가양2동,942709,1952199,행정동 좌표
2019,서울특별시,강서구,가양3동,8,7,0,1,1,0,0,4803,1958,2845,770082,1,0,1,0,1,가양3동,126.8605094,37.5610201,가양3동,943521,1951488,행정동 좌표
2019,서울특별시,강서구,발산1동,15,15,0,0,0,0,1,2614,795,1819,23474,0,0,0,0,0,발산1동,126.8333329,37.5530779,발산1동,941114,1950623,행정동 좌표
2019,서울특별시,강서구,공항동,24,19,0,5,5,1,279,61319,20958,40361,225738,5,0,5,5,0,공항동,126.8104675,37.554778,공항동,939096,1950826,법정동 좌표
2019,서울특별시,강서구,방화1동,16,14,0,2,2,2,14,21154,10837,10317,912671,1,0,1,6,0,방화1동,126.8121258,37.5715087,방화1동,939256,1952682,행정동 좌표
2019,서울특별시,강서구,방화2동,20,17,0,3,4,0,720,151734,20958,130776,316966,0,0,0,0,0,방화2동,126.8067243,37.5666607,방화2동,938775,1952147,행정동 좌표
2019,서울특별시,강서구,방화3동,9,9,0,0,3,4,35,22511,16512,5999,110411,7,0,7,6,8,방화3동,126.8136062,37.5788038,방화3동,939393,1953490,행정동 좌표
2019,서울특별시,강서구,화곡1동,47,42,2,3,3,0,159,86591,37883,48708,1909968,4,0,4,0,0,화곡1동,126.8416275,37.5304717,화곡1동,941829,1948110,행정동 좌표
2019,서울특별시,강서구,우장산동,10,9,1,0,0,0,0,558,72,486,85772,0,0,0,0,0,우장산동,126.8418059,37.5481967,우장산동,941859,1950076,행정동 좌표
2019,서울특별시,구로구,소계,247,231,6,10,2,0,925,411829,157597,254232,31259890,7,0,7,0,13,소계,123.7417741,32.5220203,소계,646933,1398715,정제실패
2019,서울특별시,구로구,신도림동,13,13,0,0,0,0,25,6335,1107,5228,23576,0,0,0,0,0,신도림동,126.8821887,37.5099496,신도림동,945398,1945809,법정동 좌표
2019,서울특별시,구로구,구로1동,9,9,0,0,0,0,38,15127,9373,5754,1047842,0,0,0,0,0,구로1동,126.8877849,37.4956488,구로1동,945882,1944219,시군구 좌표
2019,서울특별시,구로구,구로3동,29,29,0,0,0,0,33,90244,7688,82556,4579514,0,0,0,0,0,구로3동,126.8877849,37.4956488,구로3동,945882,1944219,시군구 좌표
2019,서울특별시,구로구,구로4동,25,25,0,0,0,0,0,3294,562,2732,596012,0,0,0,0,3,구로4동,126.8877849,37.4956488,구로4동,945882,1944219,시군구 좌표
2019,서울특별시,구로구,구로5동,16,15,1,0,0,0,40,13185,7128,6057,308047,2,0,2,0,0,구로5동,126.8877849,37.4956488,구로5동,945882,1944219,시군구 좌표
2019,서울특별시,구로구,고척1동,18,15,0,3,1,0,16,14623,3954,10669,12800793,0,0,0,0,0,고척1동,126.86272,37.500438,고척1동,943670,1944765,행정동 좌표
2019,서울특별시,구로구,고척2동,9,9,0,0,0,0,70,21988,10982,11006,181223,0,0,0,0,0,고척2동,126.8583852,37.5065953,고척2동,943292,1945451,행정동 좌표
2019,서울특별시,구로구,개봉2동,9,9,0,0,0,0,18,10763,1699,9064,23237,0,0,0,0,0,개봉2동,126.8565949,37.4912333,개봉2동,943122,1943748,행정동 좌표
2019,서울특별시,구로구,개봉3동,11,10,1,0,0,0,45,26771,16083,10688,993354,0,0,0,0,3,개봉3동,126.8537908,37.4860342,개봉3동,942870,1943172,행정동 좌표
2019,서울특별시,구로구,오류1동,9,9,0,0,0,0,1,2972,1449,1523,1746315,0,0,0,0,2,오류1동,126.8450946,37.4971133,오류1동,942110,1944407,행정동 좌표
2019,서울특별시,구로구,오류2동,20,18,2,0,0,0,19,15437,6086,9351,1199165,3,0,3,0,0,오류2동,126.839558,37.4887695,오류2동,941614,1943485,행정동 좌표
2019,서울특별시,구로구,수궁동,11,10,0,1,0,0,200,26006,189,25817,12415,0,0,0,0,0,수궁동,126.8315411,37.4938354,수궁동,940909,1944052,행정동 좌표
2019,서울특별시,구로구,가리봉동,10,9,1,0,0,0,10,5764,2852,2912,128263,0,0,0,0,0,가리봉동,126.8880334,37.4827032,가리봉동,945895,1942783,법정동 좌표
2019,서울특별시,구로구,구로2동,39,36,0,3,1,0,369,121037,74773,46264,6006243,1,0,1,0,5,구로2동,126.8877849,37.4956488,구로2동,945882,1944219,시군구 좌표
2019,서울특별시,구로구,개봉1동,19,15,1,3,0,0,40,38283,13672,24611,1613891,1,0,1,0,0,개봉1동,126.8510655,37.5000819,개봉1동,942640,1944733,행정동 좌표
2019,서울특별시,금천구,소계,141,129,5,7,3,4,651,671767,178251,493516,25619727,4,0,4,12,64,소계,123.7417741,32.5220203,소계,646933,1398715,정제실패
2019,서울특별시,금천구,가산동,37,31,1,5,1,0,202,242114,55966,186148,20443543,1,0,1,0,5,가산동,126.8837812,37.4766802,가산동,945515,1942117,법정동 좌표
2019,서울특별시,금천구,독산1동,19,17,1,1,1,0,179,264439,51153,213286,1226913,0,0,0,0,35,독산1동,126.8970472,37.4702362,독산1동,946683,1941394,행정동 좌표
2019,서울특별시,금천구,독산2동,15,15,0,0,0,0,13,9132,3785,5347,68564,0,0,0,0,6,독산2동,126.8998432,37.4661264,독산2동,946927,1940937,행정동 좌표
2019,서울특별시,금천구,독산3동,15,14,1,0,0,4,30,12113,7737,4376,43838,1,0,1,12,3,독산3동,126.9081235,37.4766283,독산3동,947667,1942097,행정동 좌표
2019,서울특별시,금천구,독산4동,4,4,0,0,0,0,0,388,39,349,371,0,0,0,0,0,독산4동,126.9021605,37.4676798,독산4동,947133,1941108,행정동 좌표
2019,서울특별시,금천구,시흥1동,24,23,1,0,0,0,83,31732,7681,24051,406278,0,0,0,0,7,시흥1동,126.802811,37.3800616,시흥1동,938276,1931448,시군구 좌표
2019,서울특별시,금천구,시흥2동,3,3,0,0,0,0,10,5740,4193,1547,1692754,0,0,0,0,0,시흥2동,126.802811,37.3800616,시흥2동,938276,1931448,시군구 좌표
2019,서울특별시,금천구,시흥3동,8,7,0,1,0,0,20,30643,4314,26329,468595,0,0,0,0,0,시흥3동,126.802811,37.3800616,시흥3동,938276,1931448,시군구 좌표
2019,서울특별시,금천구,시흥4동,11,10,1,0,0,0,112,74261,42580,31681,1246927,2,0,2,0,8,시흥4동,126.802811,37.3800616,시흥4동,938276,1931448,시군구 좌표
2019,서울특별시,금천구,시흥5동,5,5,0,0,1,0,2,1205,803,402,21944,0,0,0,0,0,시흥5동,126.802811,37.3800616,시흥5동,938276,1931448,시군구 좌표
2019,서울특별시,영등포구,소계,265,222,13,30,7,11,1099,3099954,344748,2755206,9877817,49,1,48,13,130,소계,123.7417741,32.5220203,소계,646933,1398715,정제실패
2019,서울특별시,영등포구,여의동,41,32,4,5,0,0,30,60999,4846,56153,1870673,6,0,6,0,7,여의동,127.0739106,35.859846,여의동,961529,1762672,법정동 좌표
2019,서울특별시,영등포구,당산1동,19,16,0,3,0,3,103,84005,28591,55414,102840,2,1,1,5,12,당산1동,126.8985076,37.5216812,당산1동,946849,1947101,법정동 좌표
2019,서울특별시,영등포구,당산2동,16,13,0,3,0,0,16,13046,7222,5824,61242,1,0,1,0,0,당산2동,126.8937105,37.5224833,당산2동,946425,1947193,법정동 좌표
2019,서울특별시,영등포구,양평1동,13,9,0,4,2,0,128,59182,10164,49018,136730,1,0,1,0,1,양평1동,127.4876058,37.4916906,양평1동,998904,1943604,시군구 좌표
2019,서울특별시,영등포구,양평2동,15,12,0,3,0,0,7,20652,6227,14425,405305,0,0,0,0,0,양평2동,127.4876058,37.4916906,양평2동,998904,1943604,시군구 좌표
2019,서울특별시,영등포구,신길1동,14,11,1,2,0,0,28,36588,7609,28979,148000,0,0,0,0,6,신길1동,126.9214806,37.5108915,신길1동,948871,1945891,(도로명 없음)행정동 좌표
2019,서울특별시,영등포구,신길3동,7,6,0,1,0,0,51,32303,20834,11469,17553,0,0,0,0,3,신길3동,126.9078235,37.5073241,신길3동,947662,1945503,(도로명 없음)행정동 좌표
2019,서울특별시,영등포구,신길4동,2,2,0,0,0,0,0,173,0,173,11030,0,0,0,0,0,신길4동,126.9113127,37.5085006,신길4동,947971,1945632,(도로명 없음)행정동 좌표
2019,서울특별시,영등포구,신길5동,6,6,0,0,0,0,0,1922,11,1911,4961,0,0,0,0,0,신길5동,126.9052373,37.5016416,신길5동,947429,1944874,(도로명 없음)행정동 좌표
2019,서울특별시,영등포구,신길6동,9,8,0,1,0,0,23,6339,3997,2342,407075,1,0,1,0,0,신길6동,126.90994,37.4994505,신길6동,947843,1944628,(도로명 없음)행정동 좌표
2019,서울특별시,영등포구,신길7동,6,6,0,0,0,0,0,800,254,546,86893,0,0,0,0,0,신길7동,126.9214775,37.5063863,신길7동,948868,1945392,(도로명 없음)행정동 좌표
2019,서울특별시,영등포구,대림1동,12,10,1,1,0,0,49,27893,16959,10934,104011,0,0,0,0,3,대림1동,126.904894,37.4933939,대림1동,947393,1943959,정좌표
2019,서울특별시,영등포구,대림2동,15,14,1,0,0,8,41,22973,11264,11709,212544,1,0,1,8,5,대림2동,126.8991842,37.4871687,대림2동,946884,1943272,정좌표
2019,서울특별시,영등포구,대림3동,19,19,0,0,0,0,6,10346,4185,6161,695891,0,0,0,0,1,대림3동,126.8981607,37.4983411,대림3동,946801,1944512,행정동 좌표
2019,서울특별시,영등포구,영등포본동,11,7,3,1,1,0,65,23056,15617,7439,71313,2,0,2,0,1,영등포본동,126.8962659,37.5264087,영등포본동,946654,1947627,시군구 좌표
2019,서울특별시,영등포구,영등포동,34,31,2,1,4,0,483,2628602,173598,2455004,4674026,34,0,34,0,90,영등포동,126.8962659,37.5264087,영등포동,946654,1947627,시군구 좌표
2019,서울특별시,영등포구,도림동,8,7,0,1,0,0,66,46686,30448,16238,101843,0,0,0,0,0,도림동,126.9005474,37.5091037,도림동,947020,1945705,법정동 좌표
2019,서울특별시,영등포구,문래동,18,13,1,4,0,0,5,24389,2922,21467,765887,1,0,1,0,1,문래동,126.899468,37.5171399,문래동,946930,1946597,행정동 좌표
2019,서울특별시,동작구,소계,208,199,6,3,40,2,276,179243,86519,92724,2837691,12,2,10,2,8,소계,123.7417741,32.5220203,소계,646933,1398715,정제실패
2019,서울특별시,동작구,노량진2동,7,6,0,1,5,0,22,12437,8024,4413,39560,1,1,0,0,0,노량진2동,126.9373038,37.5085661,노량진2동,950268,1945625,행정동 좌표
2019,서울특별시,동작구,상도1동,19,19,0,0,6,0,20,8444,2394,6050,342263,0,0,0,0,0,상도1동,126.9506454,37.5032701,상도1동,951444,1945030,법정동 좌표
2019,서울특별시,동작구,상도2동,6,6,0,0,0,0,0,383,0,383,0,0,0,0,0,0,상도2동,126.9422561,37.5054839,상도2동,950704,1945280,행정동 좌표
2019,서울특별시,동작구,상도3동,13,13,0,0,0,0,10,8409,4040,4369,40719,0,0,0,0,0,상도3동,126.9313294,37.4992044,상도3동,949734,1944589,행정동 좌표
2019,서울특별시,동작구,상도4동,16,16,0,0,4,0,1,1202,605,597,63372,0,0,0,0,0,상도4동,126.937802,37.5005423,상도4동,950307,1944734,행정동 좌표
2019,서울특별시,동작구,사당1동,20,20,0,0,11,0,56,25873,12845,13028,337359,3,0,3,0,0,사당1동,126.9788226,37.4830363,사당1동,953922,1942771,행정동 좌표
2019,서울특별시,동작구,사당3동,9,8,1,0,0,0,6,6085,3476,2609,23220,0,0,0,0,2,사당3동,126.9719891,37.4866353,사당3동,953320,1943174,행정동 좌표
2019,서울특별시,동작구,사당4동,5,4,0,1,0,0,0,3463,1881,1582,243583,0,0,0,0,0,사당4동,126.9716254,37.4810005,사당4동,953284,1942549,행정동 좌표
2019,서울특별시,동작구,사당5동,4,3,1,0,0,0,2,1585,1037,548,40192,1,0,1,0,0,사당5동,126.9669255,37.485663,사당5동,952872,1943069,행정동 좌표
2019,서울특별시,동작구,대방동,20,20,0,0,2,0,47,34260,21720,12540,169423,1,0,1,0,4,대방동,126.9280079,37.5068782,대방동,949445,1945443,법정동 좌표
2019,서울특별시,동작구,신대방1동,17,16,1,0,5,2,43,10308,6271,4037,122387,2,1,1,2,2,신대방1동,126.9102157,37.489037,신대방1동,947861,1943473,행정동 좌표
2019,서울특별시,동작구,신대방2동,9,8,0,1,1,0,26,18638,14746,3892,316959,2,0,2,0,0,신대방2동,126.92595,37.4989394,신대방2동,949258,1944563,행정동 좌표
