학교종류명,학교명,관할조직명,도로명우편번호,도로명주소,도로명상세주소,경도,위도
중학교,종암중학교,서울특별시성북강북교육지원청,2809,서울특별시 성북구 종암로5길 80-17,(종암동/종암중학교),127.0317767,37.593004
중학교,장위중학교,서울특별시성북강북교육지원청,2743,서울특별시 성북구 장위로4길 70,(장위동/장위중학교),127.0415049,37.6114466
중학교,인수중학교,서울특별시성북강북교육지원청,1015,서울특별시 강북구 인수봉로75길 10,(수유동/ 인수중학교),127.009939,37.6438483
중학교,월곡중학교,서울특별시성북강북교육지원청,2773,서울특별시 성북구 장월로 6,(상월곡동/월곡중학교),127.0480765,37.6068234
중학교,용문중학교,서울특별시성북강북교육지원청,2843,서울특별시 성북구 고려대로17가길 46,(안암동2가/ 용문중고등학교),127.02475,37.5882698
중학교,수유중학교,서울특별시성북강북교육지원청,1095,서울특별시 강북구 인수봉로37길 40,(수유동/수유중학교),127.0108758,37.6313048
중학교,수송중학교,서울특별시성북강북교육지원청,1061,서울특별시 강북구 한천로122길 21,(번동/수송중학교),127.0339734,37.6367942
중학교,석관중학교,서울특별시성북강북교육지원청,2782,서울특별시 성북구 한천로 526,(석관동/석관중학교),127.0664634,37.6082137
중학교,삼선중학교,서울특별시성북강북교육지원청,2833,서울특별시 성북구 동소문로3길 69,(동소문동4가/삼선중학교),127.0079083,37.591175
중학교,삼각산중학교,서울특별시성북강북교육지원청,1198,서울특별시 강북구 삼양로19길 141,/ 삼각산중학교 (미아동),127.0149966,37.6160848
중학교,북악중학교,서울특별시성북강북교육지원청,2812,서울특별시 성북구 정릉로12길 41,(정릉동/북악중학교),127.0017435,37.606801
중학교,번동중학교,서울특별시성북강북교육지원청,1137,서울특별시 강북구 오현로35길 87,(번동/번동중학교),127.0363758,37.6323718
중학교,미양중학교,서울특별시성북강북교육지원청,1190,서울특별시 강북구 인수봉로 39,(미아동/미양중.고등학교),127.0121672,37.6236118
중학교,개운중학교,서울특별시성북강북교육지원청,2808,서울특별시 성북구 북악산로 935,(돈암동/개운중학교),127.0247242,37.5945859
중학교,강북중학교,서울특별시성북강북교육지원청,1051,서울특별시 강북구 한천로150길 67,(수유동/ 강북중학교),127.0259696,37.6449548
초등학교,우촌초등학교,서울특별시성북강북교육지원청,2831,서울특별시 성북구 성북로4길 52-1,(돈암동/우촌초등학교),127.0117894,37.5956676
초등학교,영훈초등학교,서울특별시성북강북교육지원청,1211,서울특별시 강북구 도봉로13가길 19,(미아동/학교법인영훈학원),127.0278487,37.6137947
초등학교,성신초등학교,서울특별시성북강북교육지원청,2840,서울특별시 성북구 북악산로 918,(돈암동/성신초등학교),127.0233145,37.5941417
초등학교,매원초등학교,서울특별시성북강북교육지원청,2828,서울특별시 성북구 북악산로 870,(돈암동),127.0197821,37.5975454
초등학교,대광초등학교,서울특별시성북강북교육지원청,2859,서울특별시 성북구 안암로 5,(보문동7가/대광초등학교),127.0235792,37.5790786
초등학교,광운초등학교,서울특별시성북강북교육지원청,2763,서울특별시 성북구 한천로 694,/ 광운초등학교 (장위동/ 광운초등학교),127.0551029,37.6189988
초등학교,서울화계초등학교,서울특별시성북강북교육지원청,1158,서울특별시 강북구 솔매로50가길 25,(미아동),127.0290439,37.6237969
초등학교,서울청덕초등학교,서울특별시성북강북교육지원청,2706,서울특별시 성북구 정릉로9라길 11,(정릉동/서울청덕초등학교),127.0003602,37.6119972
초등학교,서울정수초등학교,서울특별시성북강북교육지원청,2813,서울특별시 성북구 정릉로24길 58,(정릉동/서울정수초등학교),127.0076372,37.6039133
초등학교,서울정릉초등학교,서울특별시성북강북교육지원청,2701,서울특별시 성북구 솔샘로25가길 8,(정릉동/서울정릉초등학교),127.0053318,37.619698
초등학교,서울정덕초등학교,서울특별시성북강북교육지원청,2826,서울특별시 성북구 아리랑로 63,(동소문동7가/서울정덕초등학교),127.0133327,37.5979962
초등학교,서울장위초등학교,서울특별시성북강북교육지원청,2769,서울특별시 성북구 장월로8가길 41,(장위동/서울장위초등학교),127.0499362,37.6119833
초등학교,서울장월초등학교,서울특별시성북강북교육지원청,2758,서울특별시 성북구 한천로101길 66,(장위동/ 서울장월초등학교),127.0472144,37.6220169
초등학교,서울장곡초등학교,서울특별시성북강북교육지원청,2754,서울특별시 성북구 장월로23길 16,(장위동/서울장곡초등학교),127.048029,37.6167704
초등학교,서울일신초등학교,서울특별시성북강북교육지원청,2795,서울특별시 성북구 월곡로 74,(종암동/서울일신초등학교),127.0402183,37.5987495
초등학교,서울인수초등학교,서울특별시성북강북교육지원청,1020,서울특별시 강북구 인수봉로 269,(수유동/서울인수초등학교),127.0096906,37.6429271
초등학교,서울유현초등학교,서울특별시성북강북교육지원청,1095,서울특별시 강북구 인수봉로37길 24,(수유동/서울유현초등학교),127.0117645,37.6317808
초등학교,서울월곡초등학교,서울특별시성북강북교육지원청,2747,서울특별시 성북구 장월로3길 42,(장위동/서울월곡초등학교),127.0464631,37.6098919
초등학교,서울우이초등학교,서울특별시성북강북교육지원청,1085,서울특별시 강북구 삼양로99길 36,(수유동/서울우이초등학교),127.0148494,37.6384021
초등학교,서울오현초등학교,서울특별시성북강북교육지원청,1230,서울특별시 강북구 월계로 221,(번동/오현초등학교),127.0466758,37.6233911
초등학교,서울안암초등학교,서울특별시성북강북교육지원청,2850,서울특별시 성북구 인촌로7가길 39,(안암동2가/서울안암초등학교),127.0225671,37.5872156
초등학교,서울숭인초등학교,서울특별시성북강북교육지원청,2741,서울특별시 성북구 오패산로16길 37,(하월곡동/서울숭인초등학교),127.0380798,37.6091571
초등학교,서울숭례초등학교,서울특별시성북강북교육지원청,2811,서울특별시 성북구 종암로5길 14,(종암동/서울숭례초등학교),127.0350601,37.594797
초등학교,서울숭덕초등학교,서울특별시성북강북교육지원청,2718,서울특별시 성북구 정릉로 279,(정릉동/서울숭덕초등학교),127.0136902,37.6043695
초등학교,서울숭곡초등학교,서울특별시성북강북교육지원청,2736,서울특별시 성북구 종암로40길 30,(하월곡동/서울숭곡초등학교),127.0324982,37.6081203
초등학교,서울수유초등학교,서울특별시성북강북교육지원청,1116,서울특별시 강북구 삼양로74길 39,/ 수유초등학교,127.02024,37.6308423
초등학교,서울수송초등학교,서울특별시성북강북교육지원청,1061,서울특별시 강북구 한천로124길 14,(번동),127.0330826,37.6373366
초등학교,서울송천초등학교,서울특별시성북강북교육지원청,1208,서울특별시 강북구 삼양로20길 29,(미아동/서울송천초등학교),127.0233713,37.615785
초등학교,서울송중초등학교,서울특별시성북강북교육지원청,1165,서울특별시 강북구 오현로 9,(미아동/송중초등학교),127.0315205,37.6171407
초등학교,서울성북초등학교,서울특별시성북강북교육지원청,2837,서울특별시 성북구 성북로 102-10,(성북동/서울성북초등학교),126.9983609,37.5938515
초등학교,서울석관초등학교,서울특별시성북강북교육지원청,2783,서울특별시 성북구 돌곶이로22길 21,/ 서울석관초등학교 (석관동/서울석관초등학교),127.0587621,37.6108826
초등학교,서울석계초등학교,서울특별시성북강북교육지원청,2780,서울특별시 성북구 한천로58길 273,(석관동),127.0697629,37.6088254
초등학교,서울삼양초등학교,서울특별시성북강북교육지원청,1181,서울특별시 강북구 삼양로49길 17,(미아동/삼양초등학교),127.0163357,37.6236376
초등학교,서울삼선초등학교,서울특별시성북강북교육지원청,2863,서울특별시 성북구 보문로29길 106,(삼선동3가/서울삼선초등학교),127.0125374,37.586195
초등학교,서울삼각산초등학교,서울특별시성북강북교육지원청,1198,서울특별시 강북구 삼양로19길 141,(미아동/삼각산초등학교),127.0149966,37.6160848
초등학교,서울번동초등학교,서울특별시성북강북교육지원청,1224,서울특별시 강북구 오현로 204,(번동/번동초등학교),127.0405223,37.6288555
초등학교,서울미양초등학교,서울특별시성북강북교육지원청,1187,서울특별시 강북구 솔샘로 195,(미아동/미양초등학교),127.0136582,37.6213717
초등학교,서울미아초등학교,서울특별시성북강북교육지원청,2724,서울특별시 성북구 삼양로 77,(길음동/ 서울미아초등학교),127.0216051,37.6105354
초등학교,서울동신초등학교,서울특별시성북강북교육지원청,2874,서울특별시 성북구 보문사길 50,(보문동3가/서울동신초등학교),127.0168944,37.5829156
초등학교,서울돈암초등학교,서울특별시성북강북교육지원청,2830,서울특별시 성북구 동소문로13길 38,(동소문동6가/서울돈암초등학교),127.0127822,37.5933783
초등학교,서울길음초등학교,서울특별시성북강북교육지원청,2723,서울특별시 성북구 길음로 142,(길음동/서울길음초등학교),127.0172699,37.6137701
초등학교,서울길원초등학교,서울특별시성북강북교육지원청,2715,서울특별시 성북구 길음로15길 55,/ 서울길원초등학교 (길음동),127.0167771,37.6090446
초등학교,서울개운초등학교,서울특별시성북강북교육지원청,2806,서울특별시 성북구 정릉로48길 52,(돈암동/서울개운초등학교),127.0277667,37.6018192
중학교,내곡중학교,서울특별시강남서초교육지원청,6799,서울특별시 서초구 청계산로7길 9-20,(신원동),127.0544499,37.4520026
초등학교,서울자곡초등학교,서울특별시강남서초교육지원청,6373,서울특별시 강남구 자곡로 150,(자곡동),127.0998495,37.4719552
초등학교,서울율현초등학교,서울특별시강남서초교육지원청,6370,서울특별시 강남구 밤고개로21길 15,/ 서울율현초등학교 (자곡동),127.1079698,37.4745577
중학교,세곡중학교,서울특별시강남서초교육지원청,6374,서울특별시 강남구 자곡로 81,(자곡동/ 세곡중학교),127.0919938,37.471832
초등학교,서울우솔초등학교,서울특별시강남서초교육지원청,6767,서울특별시 서초구 양재대로2길 74,/ 서울우솔초등학교 (우면동),127.019279,37.4570592
초등학교,서울세명초등학교,서울특별시강남서초교육지원청,6375,서울특별시 강남구 자곡로 55,/ 서울세명초등학교 (세곡동),127.0910368,37.468707
중학교,휘문중학교,서울특별시강남서초교육지원청,6183,서울특별시 강남구 역삼로 541,(대치동),127.0620849,37.5049013
중학교,진선여자중학교,서울특별시강남서초교육지원청,6213,서울특별시 강남구 선릉로85길 27,(역삼동/ 진선여자중학교),127.0472535,37.501629
중학교,중동중학교,서울특별시강남서초교육지원청,6344,서울특별시 강남구 일원로8길 37,중동중학교,127.0785368,37.4887037
중학교,은성중학교,서울특별시강남서초교육지원청,6264,서울특별시 강남구 남부순환로359길 36,(도곡동/은광여자고등학교),127.0358468,37.4880567
중학교,숙명여자중학교,서울특별시강남서초교육지원청,6277,서울특별시 강남구 남부순환로 2807,/ 숙명여자중학교,127.0532713,37.4908016
중학교,세화여자중학교,서울특별시강남서초교육지원청,6548,서울특별시 서초구 신반포로 56-7,/ 세화여자중학교 (반포동/강당),126.9921719,37.5018567
중학교,서문여자중학교,서울특별시강남서초교육지원청,6565,서울특별시 서초구 동광로12길 84,(방배동),126.9851133,37.4885869
중학교,동덕여자중학교,서울특별시강남서초교육지원청,6700,서울특별시 서초구 효령로2길 123-5,(방배동/동덕여자중고등학교),126.9927457,37.4759744
중학교,단국대학교사범대학부속중학교,서울특별시강남서초교육지원청,6278,서울특별시 강남구 도곡로64길 21,(대치동),127.0566057,37.4954147
중학교,청담중학교,서울특별시강남서초교육지원청,6010,서울특별시 강남구 압구정로61길 36,(청담동/청담중학교),127.0452701,37.5285903
중학교,이수중학교,서울특별시강남서초교육지원청,6689,서울특별시 서초구 방배중앙로3길 32,(방배동/이수중학교),126.9903154,37.4809815
중학교,원촌중학교,서울특별시강남서초교육지원청,6544,서울특별시 서초구 사평대로45길 10,(반포동/원촌중학교),127.0139444,37.5060681
중학교,영동중학교,서울특별시강남서초교육지원청,6765,서울특별시 서초구 성촌길 14,(우면동/영동중학교),127.0251658,37.4659293
중학교,역삼중학교,서울특별시강남서초교육지원청,6219,서울특별시 강남구 도곡로43길 10,(역삼동/역삼중학교),127.0491158,37.495688
중학교,언주중학교,서울특별시강남서초교육지원청,6093,서울특별시 강남구 선릉로116길 57,/ 언주중학교,127.0465833,37.5143103
중학교,언북중학교,서울특별시강남서초교육지원청,6050,서울특별시 강남구 도산대로38길 27,(논현동/언북중학교),127.0331135,37.5193819
중학교,언남중학교,서울특별시강남서초교육지원청,6780,서울특별시 서초구 동산로 55,(양재동/언남중학교),127.0444368,37.472376
중학교,압구정중학교,서울특별시강남서초교육지원청,6003,서울특별시 강남구 압구정로 225,/ 압구정중학교 (압구정동/압구정중학교),127.0329842,37.5302745
중학교,신사중학교,서울특별시강남서초교육지원청,6000,서울특별시 강남구 압구정로 123,(압구정동/신사중학교),127.0211438,37.5246625
중학교,신반포중학교,서울특별시강남서초교육지원청,6504,서울특별시 서초구 신반포로19길 26,/ 신반포중학교 (반포동/신반포중학교),126.9959624,37.5059527
중학교,신동중학교,서울특별시강남서초교육지원청,6516,서울특별시 서초구 나루터로 27,/ 신동중학교 (잠원동/신동중학교),127.0129224,37.5166829
중학교,신구중학교,서울특별시강남서초교육지원청,6023,서울특별시 강남구 압구정로36길 17,(신사동/신구중학교),127.0323427,37.5273859
중학교,수서중학교,서울특별시강남서초교육지원청,6348,서울특별시 강남구 광평로59길 57,(수서동/수서중학교),127.1024574,37.4911675
중학교,서초중학교,서울특별시강남서초교육지원청,6670,서울특별시 서초구 반포대로13길 48,(서초동/서초중학교),127.0087091,37.4854263
중학교,서일중학교,서울특별시강남서초교육지원청,6617,서울특별시 서초구 서운로21길 2,(서초동/서일중학교),127.0221685,37.4990182
중학교,서운중학교,서울특별시강남서초교육지원청,6623,서울특별시 서초구 서운로 115,(서초동/서운중학교),127.0247332,37.4939935
중학교,봉은중학교,서울특별시강남서초교육지원청,6079,서울특별시 강남구 영동대로128길 59,(삼성동),127.0621801,37.5189855
중학교,방배중학교,서울특별시강남서초교육지원청,6589,서울특별시 서초구 동광로 144,(반포동/방배중학교),126.9982988,37.4944661
중학교,반포중학교,서울특별시강남서초교육지원청,6502,서울특별시 서초구 신반포로 67,(반포동/반포중학교),126.991918,37.5030799
중학교,도곡중학교,서울특별시강남서초교육지원청,6273,서울특별시 강남구 언주로57길 31,(도곡동/도곡중학교),127.0451885,37.4923765
중학교,대치중학교,서울특별시강남서초교육지원청,6299,서울특별시 강남구 남부순환로378길 39,(도곡동/대치중학교),127.0474712,37.4844837
중학교,대청중학교,서울특별시강남서초교육지원청,6289,서울특별시 강남구 양재천로 321,(대치동/ 대청중학교),127.0585469,37.4903212
중학교,대왕중학교,서울특별시강남서초교육지원청,6362,서울특별시 강남구 광평로20길 7,(수서동/ 대왕중학교),127.0875022,37.4832679
중학교,대명중학교,서울특별시강남서초교육지원청,6183,서울특별시 강남구 역삼로87길 26,(대치동/ 대명중학교),127.0610046,37.5062714
중학교,구룡중학교,서울특별시강남서초교육지원청,6318,서울특별시 강남구 선릉로 103,(개포동/구룡중학교),127.0561458,37.4861302
중학교,경원중학교,서울특별시강남서초교육지원청,6521,서울특별시 서초구 신반포로33길 39,(잠원동/경원중학교),127.0089726,37.5108381
중학교,개포중학교,서울특별시강남서초교육지원청,6321,서울특별시 강남구 선릉로 9,(개포동/개포중학교),127.0617886,37.4806697
중학교,개원중학교,서울특별시강남서초교육지원청,6328,서울특별시 강남구 영동대로 101,/ 개원중학교 (개포동/개원중학교),127.0715223,37.4917394
초등학교,서울우면초등학교,서울특별시강남서초교육지원청,6765,서울특별시 서초구 태봉로,59,127.0260948,37.4657657
초등학교,서울학동초등학교,서울특별시강남서초교육지원청,6100,서울특별시 강남구 선릉로115길 42,/ 서울학동초등학교 (논현동),127.0395511,37.512253
초등학교,서울포이초등학교,서울특별시강남서초교육지원청,6311,서울특별시 강남구 개포로22길 87,/ 서울포이초등학교 (개포동/포이초등학교),127.0518477,37.4754903
초등학교,서울청담초등학교,서울특별시강남서초교육지원청,6010,서울특별시 강남구 압구정로71길 9,(청담동/청담초등학교),127.0452657,37.5280497
초등학교,서울잠원초등학교,서울특별시강남서초교육지원청,6547,서울특별시 서초구 신반포로16길 15-25,(반포동/ 잠원초등학교),126.9977596,37.5018051
초등학교,서울일원초등학교,서울특별시강남서초교육지원청,6345,서울특별시 강남구 영동대로4길 20,(일원동/일원초등학교),127.0762529,37.489605
초등학교,서울이수초등학교,서울특별시강남서초교육지원청,6692,서울특별시 서초구 방배천로4길 23,서울이수초등학교 (방배동/이수초등학교),126.9845735,37.4783373
초등학교,서울원촌초등학교,서울특별시강남서초교육지원청,6544,서울특별시 서초구 사평대로45길 26,(반포동/서울원촌초등학교),127.0124491,37.5062448
초등학교,서울원명초등학교,서울특별시강남서초교육지원청,6602,서울특별시 서초구 고무래로 90-6,(서초동/원명초등학교),127.0166394,37.5006572
초등학교,서울우암초등학교,서울특별시강남서초교육지원청,6762,서울특별시 서초구 바우뫼로7길 38,(우면동/우암초등학교),127.0239763,37.4722088
초등학교,서울왕북초등학교,서울특별시강남서초교육지원청,6353,서울특별시 강남구 광평로31길 74,(수서동/왕북초등학교),127.0861652,37.4862851
초등학교,서울영희초등학교,서울특별시강남서초교육지원청,6338,서울특별시 강남구 일원로 21,(일원동/영희초등학교),127.0810829,37.4922467
초등학교,서울역삼초등학교,서울특별시강남서초교육지원청,6251,서울특별시 강남구 강남대로66길 21,(역삼동/역삼초등학교),127.0328903,37.4928441
초등학교,서울언주초등학교,서울특별시강남서초교육지원청,6268,서울특별시 강남구 남부순환로363길 19,(도곡동/언주초등학교),127.0367819,37.4865596
초등학교,서울언북초등학교,서울특별시강남서초교육지원청,6066,서울특별시 강남구 삼성로135길 42,(청담동/언북초등학교),127.0451196,37.5199841
초등학교,서울언남초등학교,서울특별시강남서초교육지원청,6800,서울특별시 서초구 헌릉로8길 42,(내곡동),127.0616584,37.4540063
초등학교,서울양전초등학교,서울특별시강남서초교육지원청,6328,서울특별시 강남구 개포로 513,/ 서울양전초등학교,127.0694255,37.4902993
초등학교,서울양재초등학교,서울특별시강남서초교육지원청,6755,서울특별시 서초구 바우뫼로18길 14,(양재동/양재초등학교),127.0316422,37.4738938
초등학교,서울압구정초등학교,서울특별시강남서초교육지원청,6004,서울특별시 강남구 압구정로39길 29,(압구정동/압구정초등학교),127.0311892,37.5317194
초등학교,서울신중초등학교,서울특별시강남서초교육지원청,6712,서울특별시 서초구 남부순환로317길 15,(서초동/서울신중초등학교),127.0099218,37.4800752
초등학교,서울신동초등학교,서울특별시강남서초교육지원청,6517,서울특별시 서초구 나루터로 15,(잠원동/신동초등학교),127.0116614,37.5170868
초등학교,서울신구초등학교,서울특별시강남서초교육지원청,6029,서울특별시 강남구 압구정로18길 28,(신사동/신구초등학교),127.0240581,37.523272
초등학교,서울수서초등학교,서울특별시강남서초교육지원청,6348,서울특별시 강남구 광평로51길 46,(수서동/수서초등학교),127.101587,37.4911429
초등학교,서울서초초등학교,서울특별시강남서초교육지원청,6613,서울특별시 서초구 서운로 178,(서초동/서초초등학교),127.0242445,37.4993958
초등학교,서울서일초등학교,서울특별시강남서초교육지원청,6723,서울특별시 서초구 남부순환로339길 38,(서초동/서일초등학교),127.0222706,37.4851158
초등학교,서울서이초등학교,서울특별시강남서초교육지원청,6630,서울특별시 서초구 서운로 35,(서초동/서이초등학교),127.0259212,37.4913362
초등학교,서울서원초등학교,서울특별시강남서초교육지원청,6598,서울특별시 서초구 고무래로 63,/ 서울서원초등학교 (반포동),127.0151632,37.5028345
초등학교,서울서래초등학교,서울특별시강남서초교육지원청,6574,서울특별시 서초구 방배로 260,(방배동/서래초등학교),126.9897806,37.4963488
초등학교,서울삼릉초등학교,서울특별시강남서초교육지원청,6097,서울특별시 강남구 봉은사로63길 22,(삼성동/삼릉초등학교),127.0470156,37.5132236
초등학교,서울봉은초등학교,서울특별시강남서초교육지원청,6078,서울특별시 강남구 학동로 610,(삼성동/봉은초등학교),127.0609539,37.5202462
초등학교,서울방현초등학교,서울특별시강남서초교육지원청,6700,서울특별시 서초구 효령로4길 58,(방배동/방현초등학교),126.9902303,37.4763854
초등학교,서울방일초등학교,서울특별시강남서초교육지원청,6663,서울특별시 서초구 방배로18길 52,(방배동),126.9982164,37.4853918
초등학교,서울방배초등학교,서울특별시강남서초교육지원청,6570,서울특별시 서초구 방배중앙로13길 26,(방배동/방배초등학교),126.9874506,37.4871652
초등학교,서울반포초등학교,서울특별시강남서초교육지원청,6502,서울특별시 서초구 신반포로 55-4,/ 서울반포초등학교 (반포동/반포초등학교),126.9911078,37.5027756
초등학교,서울반원초등학교,서울특별시강남서초교육지원청,6510,서울특별시 서초구 잠원로3길 28,(잠원동/반원초등학교),127.0040939,37.5102564
초등학교,서울매헌초등학교,서울특별시강남서초교육지원청,6780,서울특별시 서초구 언남길 8,(양재동/매헌초등학교),127.0420901,37.4711136
초등학교,서울도성초등학교,서울특별시강남서초교육지원청,6213,서울특별시 강남구 역삼로 313,(역삼동/도성초등학교),127.0489883,37.5012825
초등학교,서울도곡초등학교,서울특별시강남서초교육지원청,6205,서울특별시 강남구 선릉로64길 33,(대치동/ 도곡초등학교),127.0549504,37.499339
초등학교,서울대현초등학교,서울특별시강남서초교육지원청,6187,서울특별시 강남구 역삼로98길 16,(대치동/대현초등학교),127.0636032,37.503778
초등학교,서울대치초등학교,서울특별시강남서초교육지원청,6291,서울특별시 강남구 양재천로 363,(대치동/ 대치초등학교),127.0623033,37.4910539
초등학교,서울대청초등학교,서울특별시강남서초교육지원청,6341,서울특별시 강남구 양재대로55길 28,/ 서울대청초등학교 (일원동),127.0876081,37.4931533
초등학교,서울대진초등학교,서울특별시강남서초교육지원청,6334,서울특별시 강남구 개포로109길 74,/ 서울대진초등학교 (개포동),127.0781522,37.4969994
초등학교,서울대왕초등학교,서울특별시강남서초교육지원청,6365,서울특별시 강남구 헌릉로618길 8,(세곡동/대왕초등학교),127.1055679,37.4645468
초등학교,서울대모초등학교,서울특별시강남서초교육지원청,6363,서울특별시 강남구 광평로20길 27,/ 대모초등학교 (일원동/대모초등학교),127.0861178,37.4808874
초등학교,서울대도초등학교,서울특별시강남서초교육지원청,6277,서울특별시 강남구 선릉로 209,(도곡동/ 서울대도초등학교),127.0532476,37.4926756
초등학교,서울대곡초등학교,서울특별시강남서초교육지원청,6288,서울특별시 강남구 남부순환로 3022,/ 서울대곡초등학교 (대치동/대곡초등학교),127.06475,37.4943531
초등학교,서울논현초등학교,서울특별시강남서초교육지원청,6119,서울특별시 강남구 강남대로120길 33,(논현동/논현초등학교),127.0262442,37.5082696
초등학교,서울구룡초등학교,서울특별시강남서초교육지원청,6305,서울특별시 강남구 개포로 263,(개포동/구룡초등학교),127.0518945,37.4807348
초등학교,서울개포초등학교,서울특별시강남서초교육지원청,6331,서울특별시 강남구 영동대로3길 45,(개포동/개포초등학교),127.0709063,37.4866977
초등학교,서울개일초등학교,서울특별시강남서초교육지원청,6323,서울특별시 강남구 개포로 401,/ 개일초등학교 (개포동/개일초등학교),127.0577965,37.4861433
초등학교,서울개원초등학교,서울특별시강남서초교육지원청,6321,서울특별시 강남구 선릉로 29,(개포동/개원초등학교),127.0586929,37.4813839
초등학교,계성초등학교,서울특별시강남서초교육지원청,6504,서울특별시 서초구 신반포로19길 23,/ 계성초등학교 (반포동),126.9965233,37.5046059
초등학교,서울교육대학교부설초등학교,교육부,6639,서울특별시 서초구 서초중앙로 96,(서초동/서울교대초등학교),127.0158069,37.4899819
중학교,마곡하늬중학교,서울특별시강서양천교육지원청,7810,서울특별시 강서구 마곡서1로 16,(마곡동),126.8209846,37.5581722
중학교,화곡중학교,서울특별시강서양천교육지원청,7638,서울특별시 강서구 강서로45길 70,(내발산동/화곡중학교),126.8327414,37.5489184
중학교,영도중학교,서울특별시강서양천교육지원청,7958,서울특별시 양천구 목동중앙남로 27,/ 영도중학교 (목동/강서고등학교),126.8663932,37.5364876
중학교,양정중학교,서울특별시강서양천교육지원청,7985,서울특별시 양천구 안양천로 1039,(목동/ 양정고등학교),126.8871697,37.5348021
중학교,신정여자중학교,서울특별시강서양천교육지원청,7736,서울특별시 강서구 등촌로13아길 20,신정여자중학교,126.8569212,37.5380632
중학교,봉영여자중학교,서울특별시강서양천교육지원청,8099,서울특별시 양천구 목동동로2길 68,(신정동/봉영여자중학교),126.8605406,37.5098959
중학교,명덕여자중학교,서울특별시강서양천교육지원청,7633,서울특별시 강서구 강서로47길 34-10,(내발산동),126.8346586,37.5537037
중학교,마포중학교,서울특별시강서양천교육지원청,7576,서울특별시 강서구 화곡로 403,(등촌동/마포중고등학교),126.853182,37.5598229
중학교,등촌중학교,서울특별시강서양천교육지원청,7664,서울특별시 강서구 공항대로 484-12,(등촌동/등촌중학교),126.8594843,37.5525315
중학교,덕원중학교,서울특별시강서양천교육지원청,7640,서울특별시 강서구 강서로45길 91-44,(내발산동/덕원중학교),126.8288021,37.5489875
중학교,마곡중학교,서울특별시강서양천교육지원청,7598,서울특별시 강서구 마곡중앙5로 58,(마곡동),126.821396,37.5679795
중학교,화원중학교,서울특별시강서양천교육지원청,7764,서울특별시 강서구 강서로17나길 86,(화곡동/화원중학교),126.8425407,37.5365356
중학교,월촌중학교,서울특별시강서양천교육지원청,7984,서울특별시 양천구 목동서로 31,(목동/서울월촌중학교),126.8827845,37.5375089
중학교,염창중학교,서울특별시강서양천교육지원청,7536,서울특별시 강서구 양천로67가길 83,(염창동/염창중학교),126.8717882,37.5539022
중학교,염경중학교,서울특별시강서양천교육지원청,7535,서울특별시 강서구 양천로69길 35,(염창동/염경중학교),126.8709002,37.5542451
중학교,양천중학교,서울특별시강서양천교육지원청,8037,서울특별시 양천구 지양로7길 32,(신월동/양천중학교),126.8307434,37.5196061
중학교,양서중학교,서울특별시강서양천교육지원청,7912,서울특별시 양천구 남부순환로 380,(신월동/양서중학교),126.8291646,37.532322
중학교,양동중학교,서울특별시강서양천교육지원청,7947,서울특별시 양천구 목동중앙북로 49,(목동/양동중학교),126.8691953,37.5479846
중학교,양강중학교,서울특별시강서양천교육지원청,7935,서울특별시 양천구 중앙로 319,(신월동),126.8498738,37.5246776
중학교,신화중학교,서울특별시강서양천교육지원청,7902,서울특별시 양천구 남부순환로29길 35,/ 신화중학교 (신월동),126.8300081,37.5406109
중학교,신월중학교,서울특별시강서양천교육지원청,7902,서울특별시 양천구 남부순환로29길 25,/ 신월중학교 (신월동),126.8285816,37.5406598
중학교,신원중학교,서울특별시강서양천교육지원청,7909,서울특별시 양천구 가로공원로55길 19,(신월동/신원중학교),126.8238553,37.5368285
중학교,신서중학교,서울특별시강서양천교육지원청,8091,서울특별시 양천구 중앙로 206,(신정동/신서중학교),126.8555739,37.5159028
중학교,신목중학교,서울특별시강서양천교육지원청,7981,서울특별시 양천구 목동중앙로 88,(목동/신목중학교),126.8728461,37.5370089
중학교,신남중학교,서울특별시강서양천교육지원청,8061,서울특별시 양천구 중앙로29길 109,(신월동/신남중학교),126.8479012,37.5205316
중학교,수명중학교,서울특별시강서양천교육지원청,7642,서울특별시 강서구 수명로2길 16,(내발산동/수명중학교),126.8236675,37.5487833
중학교,송정중학교,서울특별시강서양천교육지원청,7628,서울특별시 강서구 남부순환로 121,(공항동/송정중학교),126.815102,37.5537073
중학교,성재중학교,서울특별시강서양천교육지원청,7529,서울특별시 강서구 허준로 36,(가양동/성재중학교),126.8453043,37.5693601
중학교,삼정중학교,서울특별시강서양천교육지원청,7508,서울특별시 강서구 금낭화로 210,(방화동/삼정중학교),126.8108966,37.5811823
중학교,백석중학교,서울특별시강서양천교육지원청,7669,서울특별시 강서구 등촌로51나길 35,(등촌동/백석중학교),126.8588004,37.5483982
중학교,방화중학교,서울특별시강서양천교육지원청,7621,서울특별시 강서구 개화동로27길 9,(방화동),126.8068723,37.5651846
중학교,방원중학교,서울특별시강서양천교육지원청,7515,서울특별시 강서구 금낭화로 268,/ 방원중학교 (방화동/방원중학교),126.8088734,37.575999
중학교,목일중학교,서울특별시강서양천교육지원청,8018,서울특별시 양천구 목동동로8길 70,(신정동/목일중학교),126.8738332,37.5135014
중학교,목운중학교,서울특별시강서양천교육지원청,7996,서울특별시 양천구 목동동로 235,(목동/목운초.중학교),126.8730309,37.5269822
