NO,우선순위,K,lon,lat,시,구,커버리지,id,도로명주소
577,16,34,126.8374145,37.52088897,서울특별시,양천구,1.5km,,서울특별시 양천구 남부순환로 538
578,17,34,127.1317174,37.50594889,서울특별시,송파구,1.5km,,서울특별시 송파구 마천로 103
579,18,34,127.032418,37.64440506,서울특별시,도봉구,1.5km,,서울특별시 도봉구 도봉로 430
580,19,34,126.8978669,37.46172322,서울특별시,금천구,1.5km,,서울특별시 금천구 시흥대로 316
581,20,34,127.0609412,37.61296776,서울특별시,성북구,1.5km,,서울특별시 성북구 화랑로 292
582,21,34,127.0413863,37.66066431,서울특별시,도봉구,1.5km,,서울특별시 도봉구 도봉로 627
583,22,34,126.8995368,37.53564274,서울특별시,영등포구,1.5km,,서울특별시 영등포구 당산동6가 선유로52길 12
584,23,34,127.075778,37.59409379,서울특별시,중랑구,1.5km,,서울특별시 중랑구 망우로 209
585,24,34,126.929239,37.49973594,서울특별시,동작구,1.5km,,서울특별시 동작구 상도로 77
586,25,34,127.0840381,37.53463405,서울특별시,광진구,1.5km,,서울특별시 광진구 자양로 75
587,26,34,126.8376614,37.49294851,서울특별시,구로구,1.5km,,서울특별시 구로구 경인로8길 31
588,27,34,126.9531867,37.47370984,서울특별시,관악구,1.5km,,서울특별시 관악구 관악로 96
589,28,34,127.0522496,37.55074215,서울특별시,성동구,1.5km,,서울특별시 성동구 성수동2가 광나루로 200
590,29,34,127.0599462,37.5895291,서울특별시,동대문구,1.5km,,서울특별시 동대문구 망우로 62
591,30,34,127.0279354,37.63627517,서울특별시,강북구,1.5km,,서울특별시 강북구 오패산로 393
592,31,34,127.0983262,37.61400227,서울특별시,중랑구,1.5km,,서울특별시 중랑구 신내로16길 33
593,32,34,127.0792574,37.57968469,서울특별시,중랑구,1.5km,,서울특별시 중랑구 동일로 553
594,33,34,126.8164618,37.58476484,서울특별시,강서구,1.5km,,서울특별시 강서구 금낭화로26가길 152-186
595,34,34,127.0737078,37.55983509,서울특별시,광진구,1.5km,,서울특별시 광진구 동일로 322
596,1,35,127.0668206,37.57603432,서울특별시,동대문구,1.5km,,서울특별시 동대문구 한천로33길 15
597,2,35,126.8602541,37.49667843,서울특별시,구로구,1.5km,,서울특별시 구로구 경인로 364
598,3,35,127.1034226,37.50766,서울특별시,송파구,1.5km,,서울특별시 송파구 백제고분로39길 40
599,4,35,127.0356428,37.49028717,서울특별시,강남구,1.5km,,서울특별시 강남구 강남대로58길 45
600,5,35,127.129303,37.53658752,서울특별시,강동구,1.5km,,서울특별시 강동구 천호대로 1056
601,6,35,127.0785766,37.49946173,서울특별시,강남구,1.5km,,서울특별시 강남구 남부순환로 3183
602,7,35,126.9060274,37.57353209,서울특별시,서대문구,1.5km,,서울특별시 서대문구 수색로 123
603,8,35,127.0169049,37.58936078,서울특별시,성북구,1.5km,,서울특별시 성북구 삼선동5가 보문로 168
604,9,35,126.8270683,37.53885739,서울특별시,양천구,1.5km,,서울특별시 양천구 화곡로4길 2
605,10,35,126.8771776,37.50217699,서울특별시,구로구,1.5km,,서울특별시 구로구 경인로55길 17
606,11,35,126.8475203,37.52995871,서울특별시,강서구,1.5km,,서울특별시 강서구 강서로 21
607,12,35,126.9022103,37.48427922,서울특별시,구로구,1.5km,,서울특별시 구로구 시흥대로 573
608,13,35,127.058973,37.56248502,서울특별시,동대문구,1.5km,,서울특별시 동대문구 천호대로 361
609,14,35,126.8608626,37.55797338,서울특별시,강서구,1.5km,,서울특별시 강서구 양천로 556
610,15,35,126.8316682,37.53077141,서울특별시,양천구,1.5km,,서울특별시 양천구 남부순환로 412
611,16,35,126.8374145,37.52088897,서울특별시,양천구,1.5km,,서울특별시 양천구 남부순환로 538
612,17,35,127.1317174,37.50594889,서울특별시,송파구,1.5km,,서울특별시 송파구 마천로 103
613,18,35,127.032418,37.64440506,서울특별시,도봉구,1.5km,,서울특별시 도봉구 도봉로 430
614,19,35,126.8978669,37.46172322,서울특별시,금천구,1.5km,,서울특별시 금천구 시흥대로 316
615,20,35,127.0609412,37.61296776,서울특별시,성북구,1.5km,,서울특별시 성북구 화랑로 292
616,21,35,127.0413863,37.66066431,서울특별시,도봉구,1.5km,,서울특별시 도봉구 도봉로 627
617,22,35,126.8995368,37.53564274,서울특별시,영등포구,1.5km,,서울특별시 영등포구 당산동6가 선유로52길 12
618,23,35,127.075778,37.59409379,서울특별시,중랑구,1.5km,,서울특별시 중랑구 망우로 209
619,24,35,126.929239,37.49973594,서울특별시,동작구,1.5km,,서울특별시 동작구 상도로 77
620,25,35,127.0840381,37.53463405,서울특별시,광진구,1.5km,,서울특별시 광진구 자양로 75
621,26,35,126.8376614,37.49294851,서울특별시,구로구,1.5km,,서울특별시 구로구 경인로8길 31
622,27,35,126.9531867,37.47370984,서울특별시,관악구,1.5km,,서울특별시 관악구 관악로 96
623,28,35,127.0522496,37.55074215,서울특별시,성동구,1.5km,,서울특별시 성동구 성수동2가 광나루로 200
624,29,35,127.0599462,37.5895291,서울특별시,동대문구,1.5km,,서울특별시 동대문구 망우로 62
625,30,35,127.0279354,37.63627517,서울특별시,강북구,1.5km,,서울특별시 강북구 오패산로 393
626,31,35,127.0983262,37.61400227,서울특별시,중랑구,1.5km,,서울특별시 중랑구 신내로16길 33
627,32,35,127.0792574,37.57968469,서울특별시,중랑구,1.5km,,서울특별시 중랑구 동일로 553
628,33,35,127.0117006,37.51903408,서울특별시,서초구,1.5km,,서울특별시 서초구 잠원로 181
629,34,35,126.8164618,37.58476484,서울특별시,강서구,1.5km,,서울특별시 강서구 금낭화로26가길 152-186
630,35,35,127.0737078,37.55983509,서울특별시,광진구,1.5km,,서울특별시 광진구 동일로 322
631,1,36,127.0668206,37.57603432,서울특별시,동대문구,1.5km,,서울특별시 동대문구 한천로33길 15
632,2,36,126.8602541,37.49667843,서울특별시,구로구,1.5km,,서울특별시 구로구 경인로 364
633,3,36,127.1034226,37.50766,서울특별시,송파구,1.5km,,서울특별시 송파구 백제고분로39길 40
634,4,36,127.0356428,37.49028717,서울특별시,강남구,1.5km,,서울특별시 강남구 강남대로58길 45
635,5,36,127.129303,37.53658752,서울특별시,강동구,1.5km,,서울특별시 강동구 천호대로 1056
636,6,36,127.0785766,37.49946173,서울특별시,강남구,1.5km,,서울특별시 강남구 남부순환로 3183
637,7,36,126.9060274,37.57353209,서울특별시,서대문구,1.5km,,서울특별시 서대문구 수색로 123
638,8,36,127.0169049,37.58936078,서울특별시,성북구,1.5km,,서울특별시 성북구 삼선동5가 보문로 168
639,9,36,126.8270683,37.53885739,서울특별시,양천구,1.5km,,서울특별시 양천구 화곡로4길 2
640,10,36,126.8771776,37.50217699,서울특별시,구로구,1.5km,,서울특별시 구로구 경인로55길 17
641,11,36,126.8475203,37.52995871,서울특별시,강서구,1.5km,,서울특별시 강서구 강서로 21
642,12,36,126.9022103,37.48427922,서울특별시,구로구,1.5km,,서울특별시 구로구 시흥대로 573
643,13,36,127.058973,37.56248502,서울특별시,동대문구,1.5km,,서울특별시 동대문구 천호대로 361
644,14,36,126.8608626,37.55797338,서울특별시,강서구,1.5km,,서울특별시 강서구 양천로 556
645,15,36,126.8316682,37.53077141,서울특별시,양천구,1.5km,,서울특별시 양천구 남부순환로 412
646,16,36,126.8374145,37.52088897,서울특별시,양천구,1.5km,,서울특별시 양천구 남부순환로 538
647,17,36,127.1317174,37.50594889,서울특별시,송파구,1.5km,,서울특별시 송파구 마천로 103
648,18,36,127.032418,37.64440506,서울특별시,도봉구,1.5km,,서울특별시 도봉구 도봉로 430
649,19,36,126.8978669,37.46172322,서울특별시,금천구,1.5km,,서울특별시 금천구 시흥대로 316
650,20,36,127.0609412,37.61296776,서울특별시,성북구,1.5km,,서울특별시 성북구 화랑로 292
651,21,36,127.0413863,37.66066431,서울특별시,도봉구,1.5km,,서울특별시 도봉구 도봉로 627
652,22,36,126.8995368,37.53564274,서울특별시,영등포구,1.5km,,서울특별시 영등포구 당산동6가 선유로52길 12
653,23,36,127.075778,37.59409379,서울특별시,중랑구,1.5km,,서울특별시 중랑구 망우로 209
654,24,36,126.929239,37.49973594,서울특별시,동작구,1.5km,,서울특별시 동작구 상도로 77
655,25,36,127.0840381,37.53463405,서울특별시,광진구,1.5km,,서울특별시 광진구 자양로 75
656,26,36,126.8376614,37.49294851,서울특별시,구로구,1.5km,,서울특별시 구로구 경인로8길 31
657,27,36,126.9531867,37.47370984,서울특별시,관악구,1.5km,,서울특별시 관악구 관악로 96
658,28,36,127.0522496,37.55074215,서울특별시,성동구,1.5km,,서울특별시 성동구 성수동2가 광나루로 200
659,29,36,127.0599462,37.5895291,서울특별시,동대문구,1.5km,,서울특별시 동대문구 망우로 62
660,30,36,127.0279354,37.63627517,서울특별시,강북구,1.5km,,서울특별시 강북구 오패산로 393
661,31,36,127.0983262,37.61400227,서울특별시,중랑구,1.5km,,서울특별시 중랑구 신내로16길 33
662,32,36,127.0792574,37.57968469,서울특별시,중랑구,1.5km,,서울특별시 중랑구 동일로 553
663,33,36,127.0117006,37.51903408,서울특별시,서초구,1.5km,,서울특별시 서초구 잠원로 181
664,34,36,127.0675304,37.64904569,서울특별시,노원구,1.5km,,서울특별시 노원구 동일로210길 86
665,35,36,126.8164618,37.58476484,서울특별시,강서구,1.5km,,서울특별시 강서구 금낭화로26가길 152-186
666,36,36,127.0737078,37.55983509,서울특별시,광진구,1.5km,,서울특별시 광진구 동일로 322
667,1,37,127.0668206,37.57603432,서울특별시,동대문구,1.5km,,서울특별시 동대문구 한천로33길 15
668,2,37,126.8602541,37.49667843,서울특별시,구로구,1.5km,,서울특별시 구로구 경인로 364
669,3,37,127.1034226,37.50766,서울특별시,송파구,1.5km,,서울특별시 송파구 백제고분로39길 40
670,4,37,127.0356428,37.49028717,서울특별시,강남구,1.5km,,서울특별시 강남구 강남대로58길 45
671,5,37,127.129303,37.53658752,서울특별시,강동구,1.5km,,서울특별시 강동구 천호대로 1056
672,6,37,127.0785766,37.49946173,서울특별시,강남구,1.5km,,서울특별시 강남구 남부순환로 3183
673,7,37,126.9060274,37.57353209,서울특별시,서대문구,1.5km,,서울특별시 서대문구 수색로 123
674,8,37,127.0169049,37.58936078,서울특별시,성북구,1.5km,,서울특별시 성북구 삼선동5가 보문로 168
675,9,37,126.8270683,37.53885739,서울특별시,양천구,1.5km,,서울특별시 양천구 화곡로4길 2
676,10,37,126.8771776,37.50217699,서울특별시,구로구,1.5km,,서울특별시 구로구 경인로55길 17
677,11,37,126.8475203,37.52995871,서울특별시,강서구,1.5km,,서울특별시 강서구 강서로 21
678,12,37,126.9022103,37.48427922,서울특별시,구로구,1.5km,,서울특별시 구로구 시흥대로 573
679,13,37,127.058973,37.56248502,서울특별시,동대문구,1.5km,,서울특별시 동대문구 천호대로 361
680,14,37,126.8608626,37.55797338,서울특별시,강서구,1.5km,,서울특별시 강서구 양천로 556
681,15,37,126.8316682,37.53077141,서울특별시,양천구,1.5km,,서울특별시 양천구 남부순환로 412
682,16,37,126.8374145,37.52088897,서울특별시,양천구,1.5km,,서울특별시 양천구 남부순환로 538
683,17,37,127.1317174,37.50594889,서울특별시,송파구,1.5km,,서울특별시 송파구 마천로 103
684,18,37,127.032418,37.64440506,서울특별시,도봉구,1.5km,,서울특별시 도봉구 도봉로 430
685,19,37,126.8978669,37.46172322,서울특별시,금천구,1.5km,,서울특별시 금천구 시흥대로 316
686,20,37,127.0609412,37.61296776,서울특별시,성북구,1.5km,,서울특별시 성북구 화랑로 292
687,21,37,127.0413863,37.66066431,서울특별시,도봉구,1.5km,,서울특별시 도봉구 도봉로 627
688,22,37,126.8995368,37.53564274,서울특별시,영등포구,1.5km,,서울특별시 영등포구 당산동6가 선유로52길 12
689,23,37,127.075778,37.59409379,서울특별시,중랑구,1.5km,,서울특별시 중랑구 망우로 209
690,24,37,126.929239,37.49973594,서울특별시,동작구,1.5km,,서울특별시 동작구 상도로 77
691,25,37,127.0840381,37.53463405,서울특별시,광진구,1.5km,,서울특별시 광진구 자양로 75
692,26,37,126.8376614,37.49294851,서울특별시,구로구,1.5km,,서울특별시 구로구 경인로8길 31
693,27,37,126.9531867,37.47370984,서울특별시,관악구,1.5km,,서울특별시 관악구 관악로 96
694,28,37,127.0522496,37.55074215,서울특별시,성동구,1.5km,,서울특별시 성동구 성수동2가 광나루로 200
695,29,37,127.0599462,37.5895291,서울특별시,동대문구,1.5km,,서울특별시 동대문구 망우로 62
696,30,37,127.0279354,37.63627517,서울특별시,강북구,1.5km,,서울특별시 강북구 오패산로 393
697,31,37,127.0983262,37.61400227,서울특별시,중랑구,1.5km,,서울특별시 중랑구 신내로16길 33
698,32,37,127.0792574,37.57968469,서울특별시,중랑구,1.5km,,서울특별시 중랑구 동일로 553
699,33,37,127.0117006,37.51903408,서울특별시,서초구,1.5km,,서울특별시 서초구 잠원로 181
700,34,37,127.0675304,37.64904569,서울특별시,노원구,1.5km,,서울특별시 노원구 동일로210길 86
701,35,37,127.0770739,37.5652553,서울특별시,광진구,1.5km,,서울특별시 광진구 동일로 388
702,36,37,126.8164618,37.58476484,서울특별시,강서구,1.5km,,서울특별시 강서구 금낭화로26가길 152-186
703,37,37,127.0737078,37.55983509,서울특별시,광진구,1.5km,,서울특별시 광진구 동일로 322
704,1,38,127.0668206,37.57603432,서울특별시,동대문구,1.5km,,서울특별시 동대문구 한천로33길 15
705,2,38,126.8602541,37.49667843,서울특별시,구로구,1.5km,,서울특별시 구로구 경인로 364
706,3,38,127.1034226,37.50766,서울특별시,송파구,1.5km,,서울특별시 송파구 백제고분로39길 40
707,4,38,127.0356428,37.49028717,서울특별시,강남구,1.5km,,서울특별시 강남구 강남대로58길 45
708,5,38,127.129303,37.53658752,서울특별시,강동구,1.5km,,서울특별시 강동구 천호대로 1056
709,6,38,127.0785766,37.49946173,서울특별시,강남구,1.5km,,서울특별시 강남구 남부순환로 3183
710,7,38,126.9060274,37.57353209,서울특별시,서대문구,1.5km,,서울특별시 서대문구 수색로 123
711,8,38,127.0169049,37.58936078,서울특별시,성북구,1.5km,,서울특별시 성북구 삼선동5가 보문로 168
712,9,38,126.8270683,37.53885739,서울특별시,양천구,1.5km,,서울특별시 양천구 화곡로4길 2
713,10,38,126.8771776,37.50217699,서울특별시,구로구,1.5km,,서울특별시 구로구 경인로55길 17
714,11,38,126.8475203,37.52995871,서울특별시,강서구,1.5km,,서울특별시 강서구 강서로 21
715,12,38,126.9022103,37.48427922,서울특별시,구로구,1.5km,,서울특별시 구로구 시흥대로 573
716,13,38,127.058973,37.56248502,서울특별시,동대문구,1.5km,,서울특별시 동대문구 천호대로 361
717,14,38,126.8608626,37.55797338,서울특별시,강서구,1.5km,,서울특별시 강서구 양천로 556
718,15,38,126.8316682,37.53077141,서울특별시,양천구,1.5km,,서울특별시 양천구 남부순환로 412
719,16,38,126.8374145,37.52088897,서울특별시,양천구,1.5km,,서울특별시 양천구 남부순환로 538
720,17,38,127.1317174,37.50594889,서울특별시,송파구,1.5km,,서울특별시 송파구 마천로 103
721,18,38,127.032418,37.64440506,서울특별시,도봉구,1.5km,,서울특별시 도봉구 도봉로 430
722,19,38,126.8978669,37.46172322,서울특별시,금천구,1.5km,,서울특별시 금천구 시흥대로 316
723,20,38,127.0609412,37.61296776,서울특별시,성북구,1.5km,,서울특별시 성북구 화랑로 292
724,21,38,127.0413863,37.66066431,서울특별시,도봉구,1.5km,,서울특별시 도봉구 도봉로 627
725,22,38,126.8995368,37.53564274,서울특별시,영등포구,1.5km,,서울특별시 영등포구 당산동6가 선유로52길 12
726,23,38,127.075778,37.59409379,서울특별시,중랑구,1.5km,,서울특별시 중랑구 망우로 209
727,24,38,126.929239,37.49973594,서울특별시,동작구,1.5km,,서울특별시 동작구 상도로 77
728,25,38,127.0840381,37.53463405,서울특별시,광진구,1.5km,,서울특별시 광진구 자양로 75
729,26,38,126.8376614,37.49294851,서울특별시,구로구,1.5km,,서울특별시 구로구 경인로8길 31
730,27,38,126.9531867,37.47370984,서울특별시,관악구,1.5km,,서울특별시 관악구 관악로 96
731,28,38,127.0522496,37.55074215,서울특별시,성동구,1.5km,,서울특별시 성동구 성수동2가 광나루로 200
732,29,38,127.0599462,37.5895291,서울특별시,동대문구,1.5km,,서울특별시 동대문구 망우로 62
733,30,38,127.0279354,37.63627517,서울특별시,강북구,1.5km,,서울특별시 강북구 오패산로 393
734,31,38,127.0983262,37.61400227,서울특별시,중랑구,1.5km,,서울특별시 중랑구 신내로16길 33
735,32,38,127.0792574,37.57968469,서울특별시,중랑구,1.5km,,서울특별시 중랑구 동일로 553
736,33,38,127.0117006,37.51903408,서울특별시,서초구,1.5km,,서울특별시 서초구 잠원로 181
737,34,38,127.0675304,37.64904569,서울특별시,노원구,1.5km,,서울특별시 노원구 동일로210길 86
738,35,38,127.0770739,37.5652553,서울특별시,광진구,1.5km,,서울특별시 광진구 동일로 388
739,36,38,127.128095,37.55190676,서울특별시,강동구,1.5km,,서울특별시 강동구 올림픽로 793
740,37,38,126.8164618,37.58476484,서울특별시,강서구,1.5km,,서울특별시 강서구 금낭화로26가길 152-186
741,38,38,127.0737078,37.55983509,서울특별시,광진구,1.5km,,서울특별시 광진구 동일로 322
742,1,39,127.0668206,37.57603432,서울특별시,동대문구,1.5km,,서울특별시 동대문구 한천로33길 15
743,2,39,126.8602541,37.49667843,서울특별시,구로구,1.5km,,서울특별시 구로구 경인로 364
744,3,39,127.1034226,37.50766,서울특별시,송파구,1.5km,,서울특별시 송파구 백제고분로39길 40
745,4,39,127.0356428,37.49028717,서울특별시,강남구,1.5km,,서울특별시 강남구 강남대로58길 45
746,5,39,127.129303,37.53658752,서울특별시,강동구,1.5km,,서울특별시 강동구 천호대로 1056
747,6,39,127.0785766,37.49946173,서울특별시,강남구,1.5km,,서울특별시 강남구 남부순환로 3183
748,7,39,126.9060274,37.57353209,서울특별시,서대문구,1.5km,,서울특별시 서대문구 수색로 123
749,8,39,127.0169049,37.58936078,서울특별시,성북구,1.5km,,서울특별시 성북구 삼선동5가 보문로 168
750,9,39,126.8270683,37.53885739,서울특별시,양천구,1.5km,,서울특별시 양천구 화곡로4길 2
751,10,39,126.8771776,37.50217699,서울특별시,구로구,1.5km,,서울특별시 구로구 경인로55길 17
752,11,39,126.8475203,37.52995871,서울특별시,강서구,1.5km,,서울특별시 강서구 강서로 21
753,12,39,126.9022103,37.48427922,서울특별시,구로구,1.5km,,서울특별시 구로구 시흥대로 573
754,13,39,127.058973,37.56248502,서울특별시,동대문구,1.5km,,서울특별시 동대문구 천호대로 361
755,14,39,126.8608626,37.55797338,서울특별시,강서구,1.5km,,서울특별시 강서구 양천로 556
756,15,39,126.8316682,37.53077141,서울특별시,양천구,1.5km,,서울특별시 양천구 남부순환로 412
757,16,39,126.8374145,37.52088897,서울특별시,양천구,1.5km,,서울특별시 양천구 남부순환로 538
758,17,39,127.1317174,37.50594889,서울특별시,송파구,1.5km,,서울특별시 송파구 마천로 103
759,18,39,127.032418,37.64440506,서울특별시,도봉구,1.5km,,서울특별시 도봉구 도봉로 430
760,19,39,126.8978669,37.46172322,서울특별시,금천구,1.5km,,서울특별시 금천구 시흥대로 316
761,20,39,127.0609412,37.61296776,서울특별시,성북구,1.5km,,서울특별시 성북구 화랑로 292
762,21,39,127.0413863,37.66066431,서울특별시,도봉구,1.5km,,서울특별시 도봉구 도봉로 627
763,22,39,126.8995368,37.53564274,서울특별시,영등포구,1.5km,,서울특별시 영등포구 당산동6가 선유로52길 12
764,23,39,127.075778,37.59409379,서울특별시,중랑구,1.5km,,서울특별시 중랑구 망우로 209
765,24,39,126.929239,37.49973594,서울특별시,동작구,1.5km,,서울특별시 동작구 상도로 77
766,25,39,127.0840381,37.53463405,서울특별시,광진구,1.5km,,서울특별시 광진구 자양로 75
767,26,39,126.8376614,37.49294851,서울특별시,구로구,1.5km,,서울특별시 구로구 경인로8길 31
768,27,39,126.9531867,37.47370984,서울특별시,관악구,1.5km,,서울특별시 관악구 관악로 96
769,28,39,127.0522496,37.55074215,서울특별시,성동구,1.5km,,서울특별시 성동구 성수동2가 광나루로 200
770,29,39,127.0599462,37.5895291,서울특별시,동대문구,1.5km,,서울특별시 동대문구 망우로 62
771,30,39,127.0279354,37.63627517,서울특별시,강북구,1.5km,,서울특별시 강북구 오패산로 393
772,31,39,127.0983262,37.61400227,서울특별시,중랑구,1.5km,,서울특별시 중랑구 신내로16길 33
773,32,39,127.0792574,37.57968469,서울특별시,중랑구,1.5km,,서울특별시 중랑구 동일로 553
774,33,39,127.0117006,37.51903408,서울특별시,서초구,1.5km,,서울특별시 서초구 잠원로 181
775,34,39,127.0675304,37.64904569,서울특별시,노원구,1.5km,,서울특별시 노원구 동일로210길 86
776,35,39,127.0770739,37.5652553,서울특별시,광진구,1.5km,,서울특별시 광진구 동일로 388
777,36,39,127.128095,37.55190676,서울특별시,강동구,1.5km,,서울특별시 강동구 올림픽로 793
778,37,39,126.9825529,37.47925026,서울특별시,서초구,1.5km,,서울특별시 서초구 방배천로 32
779,38,39,126.8164618,37.58476484,서울특별시,강서구,1.5km,,서울특별시 강서구 금낭화로26가길 152-186
780,39,39,127.0737078,37.55983509,서울특별시,광진구,1.5km,,서울특별시 광진구 동일로 322
781,1,40,127.0668206,37.57603432,서울특별시,동대문구,1.5km,,서울특별시 동대문구 한천로33길 15
782,2,40,126.8602541,37.49667843,서울특별시,구로구,1.5km,,서울특별시 구로구 경인로 364
783,3,40,127.1034226,37.50766,서울특별시,송파구,1.5km,,서울특별시 송파구 백제고분로39길 40
784,4,40,127.0356428,37.49028717,서울특별시,강남구,1.5km,,서울특별시 강남구 강남대로58길 45
785,5,40,127.129303,37.53658752,서울특별시,강동구,1.5km,,서울특별시 강동구 천호대로 1056
786,6,40,127.0785766,37.49946173,서울특별시,강남구,1.5km,,서울특별시 강남구 남부순환로 3183
787,7,40,126.9060274,37.57353209,서울특별시,서대문구,1.5km,,서울특별시 서대문구 수색로 123
788,8,40,127.0169049,37.58936078,서울특별시,성북구,1.5km,,서울특별시 성북구 삼선동5가 보문로 168
789,9,40,126.8270683,37.53885739,서울특별시,양천구,1.5km,,서울특별시 양천구 화곡로4길 2
790,10,40,126.8771776,37.50217699,서울특별시,구로구,1.5km,,서울특별시 구로구 경인로55길 17
791,11,40,126.8475203,37.52995871,서울특별시,강서구,1.5km,,서울특별시 강서구 강서로 21
792,12,40,126.9022103,37.48427922,서울특별시,구로구,1.5km,,서울특별시 구로구 시흥대로 573
793,13,40,127.058973,37.56248502,서울특별시,동대문구,1.5km,,서울특별시 동대문구 천호대로 361
794,14,40,126.8608626,37.55797338,서울특별시,강서구,1.5km,,서울특별시 강서구 양천로 556
795,15,40,126.8316682,37.53077141,서울특별시,양천구,1.5km,,서울특별시 양천구 남부순환로 412
796,16,40,126.8374145,37.52088897,서울특별시,양천구,1.5km,,서울특별시 양천구 남부순환로 538
797,17,40,127.1317174,37.50594889,서울특별시,송파구,1.5km,,서울특별시 송파구 마천로 103
798,18,40,127.032418,37.64440506,서울특별시,도봉구,1.5km,,서울특별시 도봉구 도봉로 430
799,19,40,126.8978669,37.46172322,서울특별시,금천구,1.5km,,서울특별시 금천구 시흥대로 316
800,20,40,127.0609412,37.61296776,서울특별시,성북구,1.5km,,서울특별시 성북구 화랑로 292
801,21,40,127.0413863,37.66066431,서울특별시,도봉구,1.5km,,서울특별시 도봉구 도봉로 627
802,22,40,126.8995368,37.53564274,서울특별시,영등포구,1.5km,,서울특별시 영등포구 당산동6가 선유로52길 12
803,23,40,127.075778,37.59409379,서울특별시,중랑구,1.5km,,서울특별시 중랑구 망우로 209
804,24,40,126.929239,37.49973594,서울특별시,동작구,1.5km,,서울특별시 동작구 상도로 77
805,25,40,127.0840381,37.53463405,서울특별시,광진구,1.5km,,서울특별시 광진구 자양로 75
806,26,40,126.8376614,37.49294851,서울특별시,구로구,1.5km,,서울특별시 구로구 경인로8길 31
807,27,40,126.9531867,37.47370984,서울특별시,관악구,1.5km,,서울특별시 관악구 관악로 96
808,28,40,127.0522496,37.55074215,서울특별시,성동구,1.5km,,서울특별시 성동구 성수동2가 광나루로 200
809,29,40,127.0599462,37.5895291,서울특별시,동대문구,1.5km,,서울특별시 동대문구 망우로 62
810,30,40,127.0279354,37.63627517,서울특별시,강북구,1.5km,,서울특별시 강북구 오패산로 393
811,31,40,127.0983262,37.61400227,서울특별시,중랑구,1.5km,,서울특별시 중랑구 신내로16길 33
812,32,40,127.0792574,37.57968469,서울특별시,중랑구,1.5km,,서울특별시 중랑구 동일로 553
813,33,40,127.0117006,37.51903408,서울특별시,서초구,1.5km,,서울특별시 서초구 잠원로 181
814,34,40,127.0675304,37.64904569,서울특별시,노원구,1.5km,,서울특별시 노원구 동일로210길 86
815,35,40,127.0770739,37.5652553,서울특별시,광진구,1.5km,,서울특별시 광진구 동일로 388
816,36,40,127.128095,37.55190676,서울특별시,강동구,1.5km,,서울특별시 강동구 올림픽로 793
817,37,40,126.9825529,37.47925026,서울특별시,서초구,1.5km,,서울특별시 서초구 방배천로 32
818,38,40,126.9950363,37.47299474,서울특별시,서초구,1.5km,,서울특별시 서초구 남부순환로296가길 3
819,39,40,126.8164618,37.58476484,서울특별시,강서구,1.5km,,서울특별시 강서구 금낭화로26가길 152-186
820,40,40,127.0737078,37.55983509,서울특별시,광진구,1.5km,,서울특별시 광진구 동일로 322
821,1,41,127.0668206,37.57603432,서울특별시,동대문구,1.5km,,서울특별시 동대문구 한천로33길 15
822,2,41,126.8602541,37.49667843,서울특별시,구로구,1.5km,,서울특별시 구로구 경인로 364
823,3,41,127.1034226,37.50766,서울특별시,송파구,1.5km,,서울특별시 송파구 백제고분로39길 40
824,4,41,127.0356428,37.49028717,서울특별시,강남구,1.5km,,서울특별시 강남구 강남대로58길 45
825,5,41,127.129303,37.53658752,서울특별시,강동구,1.5km,,서울특별시 강동구 천호대로 1056
826,6,41,127.0785766,37.49946173,서울특별시,강남구,1.5km,,서울특별시 강남구 남부순환로 3183
827,7,41,126.9060274,37.57353209,서울특별시,서대문구,1.5km,,서울특별시 서대문구 수색로 123
828,8,41,127.0169049,37.58936078,서울특별시,성북구,1.5km,,서울특별시 성북구 삼선동5가 보문로 168
829,9,41,126.8270683,37.53885739,서울특별시,양천구,1.5km,,서울특별시 양천구 화곡로4길 2
830,10,41,126.8771776,37.50217699,서울특별시,구로구,1.5km,,서울특별시 구로구 경인로55길 17
831,11,41,126.8475203,37.52995871,서울특별시,강서구,1.5km,,서울특별시 강서구 강서로 21
832,12,41,126.9022103,37.48427922,서울특별시,구로구,1.5km,,서울특별시 구로구 시흥대로 573
833,13,41,127.058973,37.56248502,서울특별시,동대문구,1.5km,,서울특별시 동대문구 천호대로 361
834,14,41,126.8608626,37.55797338,서울특별시,강서구,1.5km,,서울특별시 강서구 양천로 556
835,15,41,126.8316682,37.53077141,서울특별시,양천구,1.5km,,서울특별시 양천구 남부순환로 412
836,16,41,126.8374145,37.52088897,서울특별시,양천구,1.5km,,서울특별시 양천구 남부순환로 538
837,17,41,127.1317174,37.50594889,서울특별시,송파구,1.5km,,서울특별시 송파구 마천로 103
838,18,41,127.032418,37.64440506,서울특별시,도봉구,1.5km,,서울특별시 도봉구 도봉로 430
839,19,41,126.8978669,37.46172322,서울특별시,금천구,1.5km,,서울특별시 금천구 시흥대로 316
840,20,41,127.0609412,37.61296776,서울특별시,성북구,1.5km,,서울특별시 성북구 화랑로 292
841,21,41,127.0413863,37.66066431,서울특별시,도봉구,1.5km,,서울특별시 도봉구 도봉로 627
842,22,41,126.8995368,37.53564274,서울특별시,영등포구,1.5km,,서울특별시 영등포구 당산동6가 선유로52길 12
843,23,41,127.075778,37.59409379,서울특별시,중랑구,1.5km,,서울특별시 중랑구 망우로 209
