NO,우선순위,K,lon,lat,시,구,커버리지,도로명주소
1,1,1,127.0589677,37.56338635,서울특별시,동대문구,500m,서울특별시 동대문구 한천로2길 6
2,1,2,127.0589677,37.56338635,서울특별시,동대문구,500m,서울특별시 동대문구 한천로2길 6
3,2,2,126.8608626,37.55797338,서울특별시,강서구,500m,서울특별시 강서구 양천로 556
4,1,3,127.0785766,37.49946173,서울특별시,강남구,500m,서울특별시 강남구 남부순환로 3183
5,2,3,127.0589677,37.56338635,서울특별시,동대문구,500m,서울특별시 동대문구 한천로2길 6
6,3,3,126.8608626,37.55797338,서울특별시,강서구,500m,서울특별시 강서구 양천로 556
7,1,4,127.0785766,37.49946173,서울특별시,강남구,500m,서울특별시 강남구 남부순환로 3183
8,2,4,126.9060274,37.57353209,서울특별시,서대문구,500m,서울특별시 서대문구 수색로 123
9,3,4,127.0589677,37.56338635,서울특별시,동대문구,500m,서울특별시 동대문구 한천로2길 6
10,4,4,126.8608626,37.55797338,서울특별시,강서구,500m,서울특별시 강서구 양천로 556
11,1,5,127.1034226,37.50766,서울특별시,송파구,500m,서울특별시 송파구 백제고분로39길 40
12,2,5,127.0785766,37.49946173,서울특별시,강남구,500m,서울특별시 강남구 남부순환로 3183
13,3,5,126.9060274,37.57353209,서울특별시,서대문구,500m,서울특별시 서대문구 수색로 123
14,4,5,127.0589677,37.56338635,서울특별시,동대문구,500m,서울특별시 동대문구 한천로2길 6
15,5,5,126.8608626,37.55797338,서울특별시,강서구,500m,서울특별시 강서구 양천로 556
16,1,6,127.1034226,37.50766,서울특별시,송파구,500m,서울특별시 송파구 백제고분로39길 40
17,2,6,127.0785766,37.49946173,서울특별시,강남구,500m,서울특별시 강남구 남부순환로 3183
18,3,6,126.9060274,37.57353209,서울특별시,서대문구,500m,서울특별시 서대문구 수색로 123
19,4,6,127.0589677,37.56338635,서울특별시,동대문구,500m,서울특별시 동대문구 한천로2길 6
20,5,6,126.8608626,37.55797338,서울특별시,강서구,500m,서울특별시 강서구 양천로 556
21,6,6,126.8771851,37.50127567,서울특별시,구로구,500m,서울특별시 구로구 경인로 531
22,1,7,127.1034226,37.50766,서울특별시,송파구,500m,서울특별시 송파구 백제고분로39길 40
23,2,7,127.0785766,37.49946173,서울특별시,강남구,500m,서울특별시 강남구 남부순환로 3183
24,3,7,126.9060274,37.57353209,서울특별시,서대문구,500m,서울특별시 서대문구 수색로 123
25,4,7,127.0589677,37.56338635,서울특별시,동대문구,500m,서울특별시 동대문구 한천로2길 6
26,5,7,126.8608626,37.55797338,서울특별시,강서구,500m,서울특별시 강서구 양천로 556
27,6,7,126.9022103,37.48427922,서울특별시,구로구,500m,서울특별시 구로구 시흥대로 573
28,7,7,126.8771851,37.50127567,서울특별시,구로구,500m,서울특별시 구로구 경인로 531
29,1,8,127.1034226,37.50766,서울특별시,송파구,500m,서울특별시 송파구 백제고분로39길 40
30,2,8,127.0785766,37.49946173,서울특별시,강남구,500m,서울특별시 강남구 남부순환로 3183
31,3,8,126.9060274,37.57353209,서울특별시,서대문구,500m,서울특별시 서대문구 수색로 123
32,4,8,127.0589677,37.56338635,서울특별시,동대문구,500m,서울특별시 동대문구 한천로2길 6
33,5,8,126.8608626,37.55797338,서울특별시,강서구,500m,서울특별시 강서구 양천로 556
34,6,8,126.9022103,37.48427922,서울특별시,구로구,500m,서울특별시 구로구 시흥대로 573
35,7,8,126.8771851,37.50127567,서울특별시,구로구,500m,서울특별시 구로구 경인로 531
36,8,8,126.8164618,37.58476484,서울특별시,강서구,500m,서울특별시 강서구 금낭화로26가길 152-186
37,1,9,127.1034226,37.50766,서울특별시,송파구,500m,서울특별시 송파구 백제고분로39길 40
38,2,9,127.0668206,37.57603432,서울특별시,동대문구,500m,서울특별시 동대문구 한천로33길 15
39,3,9,127.0785766,37.49946173,서울특별시,강남구,500m,서울특별시 강남구 남부순환로 3183
40,4,9,126.9060274,37.57353209,서울특별시,서대문구,500m,서울특별시 서대문구 수색로 123
41,5,9,127.0589677,37.56338635,서울특별시,동대문구,500m,서울특별시 동대문구 한천로2길 6
42,6,9,126.8608626,37.55797338,서울특별시,강서구,500m,서울특별시 강서구 양천로 556
43,7,9,126.9022103,37.48427922,서울특별시,구로구,500m,서울특별시 구로구 시흥대로 573
44,8,9,126.8771851,37.50127567,서울특별시,구로구,500m,서울특별시 구로구 경인로 531
45,9,9,126.8164618,37.58476484,서울특별시,강서구,500m,서울특별시 강서구 금낭화로26가길 152-186
46,1,10,127.1034226,37.50766,서울특별시,송파구,500m,서울특별시 송파구 백제고분로39길 40
47,2,10,127.0668206,37.57603432,서울특별시,동대문구,500m,서울특별시 동대문구 한천로33길 15
48,3,10,127.0785766,37.49946173,서울특별시,강남구,500m,서울특별시 강남구 남부순환로 3183
49,4,10,126.9060274,37.57353209,서울특별시,서대문구,500m,서울특별시 서대문구 수색로 123
50,5,10,127.0589677,37.56338635,서울특별시,동대문구,500m,서울특별시 동대문구 한천로2길 6
51,6,10,126.8608626,37.55797338,서울특별시,강서구,500m,서울특별시 강서구 양천로 556
52,7,10,126.9022103,37.48427922,서울특별시,구로구,500m,서울특별시 구로구 시흥대로 573
53,8,10,126.8771851,37.50127567,서울특별시,구로구,500m,서울특별시 구로구 경인로 531
54,9,10,126.8164618,37.58476484,서울특별시,강서구,500m,서울특별시 강서구 금낭화로26가길 152-186
55,10,10,127.0737078,37.55983509,서울특별시,광진구,500m,서울특별시 광진구 동일로 322
56,1,11,127.1034226,37.50766,서울특별시,송파구,500m,서울특별시 송파구 백제고분로39길 40
57,2,11,127.0668206,37.57603432,서울특별시,동대문구,500m,서울특별시 동대문구 한천로33길 15
58,3,11,127.0356428,37.49028717,서울특별시,강남구,500m,서울특별시 강남구 강남대로58길 45
59,4,11,127.0785766,37.49946173,서울특별시,강남구,500m,서울특별시 강남구 남부순환로 3183
60,5,11,126.9060274,37.57353209,서울특별시,서대문구,500m,서울특별시 서대문구 수색로 123
61,6,11,127.0589677,37.56338635,서울특별시,동대문구,500m,서울특별시 동대문구 한천로2길 6
62,7,11,126.8608626,37.55797338,서울특별시,강서구,500m,서울특별시 강서구 양천로 556
63,8,11,126.9022103,37.48427922,서울특별시,구로구,500m,서울특별시 구로구 시흥대로 573
64,9,11,126.8771851,37.50127567,서울특별시,구로구,500m,서울특별시 구로구 경인로 531
65,10,11,126.8164618,37.58476484,서울특별시,강서구,500m,서울특별시 강서구 금낭화로26가길 152-186
66,11,11,127.0737078,37.55983509,서울특별시,광진구,500m,서울특별시 광진구 동일로 322
67,1,12,127.1034226,37.50766,서울특별시,송파구,500m,서울특별시 송파구 백제고분로39길 40
68,2,12,127.0668206,37.57603432,서울특별시,동대문구,500m,서울특별시 동대문구 한천로33길 15
