NO,K,lon,lat
383,28,126.9531867,37.47370984
384,28,126.8602541,37.49667843
385,28,126.8316682,37.53077141
386,28,126.8374145,37.52088897
387,28,127.0792574,37.57968469
388,28,127.0222801,37.63444973
389,28,127.0840381,37.53463405
390,28,126.8978669,37.46172322
391,28,127.032418,37.64440506
392,28,127.0785766,37.49946173
393,28,127.0675304,37.64904569
394,28,126.9825529,37.47925026
395,28,126.9950363,37.47299474
396,28,127.1034178,37.50856135
397,28,127.0668206,37.57603432
398,28,127.0770739,37.5652553
399,28,127.128095,37.55190676
400,28,127.0279354,37.63627517
401,28,126.8164535,37.58566613
402,28,127.0413863,37.66066431
403,28,127.0737078,37.55983509
404,28,127.0722508,37.61661466
405,28,126.8608626,37.55797338
406,28,127.058973,37.56248502
407,29,127.0559692,37.68685877
408,29,126.9339614,37.47361931
409,29,126.8475203,37.52995871
410,29,126.8270683,37.53885739
411,29,126.9531867,37.47370984
412,29,126.8602541,37.49667843
413,29,126.8316682,37.53077141
414,29,126.8374145,37.52088897
415,29,127.0792574,37.57968469
416,29,127.0222801,37.63444973
417,29,127.0840381,37.53463405
418,29,126.8978669,37.46172322
419,29,127.032418,37.64440506
420,29,127.0785766,37.49946173
421,29,127.0675304,37.64904569
422,29,126.9825529,37.47925026
423,29,126.9950363,37.47299474
424,29,127.1034178,37.50856135
425,29,127.0668206,37.57603432
426,29,127.0770739,37.5652553
427,29,127.128095,37.55190676
428,29,127.0279354,37.63627517
429,29,126.8164535,37.58566613
430,29,127.0413863,37.66066431
431,29,127.0609412,37.61296776
432,29,127.0737078,37.55983509
433,29,127.0722508,37.61661466
434,29,126.8608626,37.55797338
435,29,127.058973,37.56248502
436,30,127.0559692,37.68685877
437,30,126.9339614,37.47361931
438,30,126.8475203,37.52995871
439,30,126.8270683,37.53885739
440,30,126.9531867,37.47370984
441,30,126.8602541,37.49667843
442,30,126.8316682,37.53077141
443,30,126.8374145,37.52088897
444,30,127.0792574,37.57968469
445,30,127.0222801,37.63444973
446,30,127.0840381,37.53463405
447,30,126.8978669,37.46172322
448,30,127.032418,37.64440506
449,30,127.0785766,37.49946173
450,30,127.0675304,37.64904569
451,30,126.9825529,37.47925026
452,30,126.9950363,37.47299474
453,30,127.1034178,37.50856135
454,30,127.0668206,37.57603432
455,30,127.0770739,37.5652553
456,30,127.128095,37.55190676
457,30,127.0279354,37.63627517
458,30,126.8164535,37.58566613
459,30,127.0413863,37.66066431
460,30,127.0609412,37.61296776
461,30,127.0737078,37.55983509
462,30,127.0722508,37.61661466
463,30,126.8608626,37.55797338
464,30,127.058973,37.56248502
465,30,126.9060274,37.57353209
466,31,127.0559692,37.68685877
467,31,126.9339614,37.47361931
468,31,126.8475203,37.52995871
469,31,126.8270683,37.53885739
470,31,126.9531867,37.47370984
471,31,126.8602541,37.49667843
472,31,126.8316682,37.53077141
473,31,126.8374145,37.52088897
474,31,127.0792574,37.57968469
475,31,127.0222801,37.63444973
476,31,127.0840381,37.53463405
477,31,126.8978669,37.46172322
478,31,127.032418,37.64440506
479,31,127.0785766,37.49946173
480,31,127.0675304,37.64904569
481,31,126.9825529,37.47925026
482,31,126.9950363,37.47299474
483,31,127.1034178,37.50856135
484,31,127.0668206,37.57603432
485,31,127.0770739,37.5652553
486,31,127.128095,37.55190676
487,31,127.0279354,37.63627517
488,31,126.8164535,37.58566613
489,31,127.0413863,37.66066431
490,31,127.0609412,37.61296776
491,31,127.0983262,37.61400227
492,31,127.0737078,37.55983509
493,31,127.0722508,37.61661466
494,31,126.8608626,37.55797338
495,31,127.058973,37.56248502
496,31,126.9060274,37.57353209
497,32,127.0559692,37.68685877
498,32,126.9339614,37.47361931
499,32,126.8475203,37.52995871
500,32,126.8270683,37.53885739
501,32,126.9531867,37.47370984
502,32,126.8602541,37.49667843
503,32,126.8316682,37.53077141
504,32,126.8374145,37.52088897
505,32,127.0792574,37.57968469
506,32,127.0222801,37.63444973
507,32,127.0840381,37.53463405
508,32,126.8978669,37.46172322
509,32,127.032418,37.64440506
510,32,127.0785766,37.49946173
511,32,127.0675304,37.64904569
512,32,126.9825529,37.47925026
513,32,126.9950363,37.47299474
514,32,127.1034178,37.50856135
515,32,127.0668206,37.57603432
516,32,127.0770739,37.5652553
517,32,127.128095,37.55190676
518,32,127.0279354,37.63627517
519,32,126.8164535,37.58566613
520,32,127.0413863,37.66066431
521,32,127.0609412,37.61296776
522,32,127.0983262,37.61400227
523,32,126.9213366,37.6439125
524,32,127.0737078,37.55983509
525,32,127.0722508,37.61661466
526,32,126.8608626,37.55797338
527,32,127.058973,37.56248502
528,32,126.9060274,37.57353209
529,33,127.0559692,37.68685877
530,33,126.9339614,37.47361931
531,33,126.8475203,37.52995871
532,33,126.8270683,37.53885739
533,33,126.9531867,37.47370984
534,33,126.8602541,37.49667843
535,33,126.8316682,37.53077141
536,33,126.8374145,37.52088897
537,33,127.0792574,37.57968469
538,33,127.0222801,37.63444973
539,33,127.0840381,37.53463405
540,33,126.8978669,37.46172322
541,33,127.032418,37.64440506
542,33,127.0785766,37.49946173
543,33,127.0675304,37.64904569
544,33,126.9825529,37.47925026
545,33,126.9950363,37.47299474
546,33,127.1034178,37.50856135
547,33,127.0668206,37.57603432
548,33,127.0770739,37.5652553
549,33,127.128095,37.55190676
550,33,127.0279354,37.63627517
551,33,126.8164535,37.58566613
552,33,127.0413863,37.66066431
553,33,127.0609412,37.61296776
554,33,127.0983262,37.61400227
555,33,126.9213366,37.6439125
556,33,127.0737078,37.55983509
557,33,127.0710452,37.62922907
558,33,127.0722508,37.61661466
559,33,126.8608626,37.55797338
560,33,127.058973,37.56248502
561,33,126.9060274,37.57353209
562,34,127.0559692,37.68685877
563,34,126.9339614,37.47361931
564,34,126.8475203,37.52995871
565,34,126.8270683,37.53885739
566,34,126.9531867,37.47370984
567,34,126.8602541,37.49667843
568,34,126.8316682,37.53077141
569,34,126.8374145,37.52088897
570,34,127.0792574,37.57968469
571,34,127.0222801,37.63444973
572,34,127.0840381,37.53463405
573,34,126.8978669,37.46172322
574,34,127.032418,37.64440506
575,34,127.0785766,37.49946173
576,34,127.0675304,37.64904569
577,34,126.9825529,37.47925026
578,34,126.9950363,37.47299474
579,34,127.1034178,37.50856135
580,34,127.0668206,37.57603432
581,34,127.0770739,37.5652553
582,34,127.128095,37.55190676
583,34,127.0279354,37.63627517
584,34,126.8164535,37.58566613
585,34,127.0413863,37.66066431
586,34,127.0609412,37.61296776
587,34,127.0983262,37.61400227
588,34,126.9213366,37.6439125
589,34,127.0737078,37.55983509
590,34,127.0710452,37.62922907
591,34,127.0722508,37.61661466
592,34,127.1095247,37.63927743
593,34,126.8608626,37.55797338
594,34,127.058973,37.56248502
595,34,126.9060274,37.57353209
596,35,127.0559692,37.68685877
597,35,126.9339614,37.47361931
598,35,126.8475203,37.52995871
599,35,126.8270683,37.53885739
600,35,126.9531867,37.47370984
601,35,126.8602541,37.49667843
602,35,126.8316682,37.53077141
603,35,126.8374145,37.52088897
604,35,127.0792574,37.57968469
605,35,127.0222801,37.63444973
606,35,127.0840381,37.53463405
607,35,126.8978669,37.46172322
608,35,127.032418,37.64440506
609,35,127.0785766,37.49946173
610,35,127.0675304,37.64904569
611,35,126.9825529,37.47925026
612,35,126.9950363,37.47299474
613,35,127.1034178,37.50856135
614,35,127.0668206,37.57603432
615,35,127.0770739,37.5652553
616,35,127.128095,37.55190676
617,35,127.0279354,37.63627517
618,35,126.8164535,37.58566613
619,35,127.0413863,37.66066431
620,35,127.0609412,37.61296776
621,35,127.0983262,37.61400227
622,35,126.9213366,37.6439125
623,35,127.0737078,37.55983509
624,35,127.0710452,37.62922907
625,35,127.0722508,37.61661466
626,35,127.1095247,37.63927743
627,35,126.8608626,37.55797338
628,35,126.8177259,37.57035075
629,35,127.058973,37.56248502
630,35,126.9060274,37.57353209
631,36,127.0559692,37.68685877
632,36,126.9339614,37.47361931
633,36,126.8475203,37.52995871
634,36,126.8270683,37.53885739
635,36,126.9531867,37.47370984
636,36,126.8602541,37.49667843
637,36,126.8316682,37.53077141
638,36,126.8374145,37.52088897
639,36,127.0792574,37.57968469
640,36,127.0222801,37.63444973
641,36,127.0840381,37.53463405
642,36,126.8978669,37.46172322
643,36,127.032418,37.64440506
644,36,127.0785766,37.49946173
645,36,127.0675304,37.64904569
646,36,126.9825529,37.47925026
647,36,126.9950363,37.47299474
648,36,127.1034178,37.50856135
649,36,127.0668206,37.57603432
650,36,127.0770739,37.5652553
651,36,127.128095,37.55190676
652,36,127.0279354,37.63627517
653,36,126.8164535,37.58566613
654,36,127.0413863,37.66066431
655,36,127.0609412,37.61296776
656,36,127.0983262,37.61400227
657,36,126.9213366,37.6439125
658,36,127.0737078,37.55983509
659,36,127.0710452,37.62922907
660,36,127.0722508,37.61661466
661,36,127.1095247,37.63927743
662,36,126.8608626,37.55797338
663,36,126.8177259,37.57035075
664,36,126.8301412,37.57492854
665,36,127.058973,37.56248502
666,36,126.9060274,37.57353209
667,37,127.0559692,37.68685877
668,37,126.9339614,37.47361931
669,37,126.8475203,37.52995871
670,37,126.8270683,37.53885739
671,37,126.9531867,37.47370984
672,37,126.8602541,37.49667843
673,37,126.8316682,37.53077141
674,37,126.8374145,37.52088897
675,37,127.0792574,37.57968469
676,37,127.0222801,37.63444973
677,37,127.0840381,37.53463405
678,37,126.8978669,37.46172322
679,37,127.032418,37.64440506
680,37,127.0785766,37.49946173
681,37,127.0675304,37.64904569
682,37,126.9825529,37.47925026
683,37,126.9950363,37.47299474
684,37,127.1034178,37.50856135
685,37,127.0668206,37.57603432
686,37,127.0770739,37.5652553
687,37,127.128095,37.55190676
688,37,127.0279354,37.63627517
689,37,126.8164535,37.58566613
690,37,127.0413863,37.66066431
691,37,127.0609412,37.61296776
692,37,127.0983262,37.61400227
693,37,126.9213366,37.6439125
694,37,127.0737078,37.55983509
695,37,127.0710452,37.62922907
696,37,127.0722508,37.61661466
697,37,127.1095247,37.63927743
698,37,126.8608626,37.55797338
699,37,126.8177259,37.57035075
700,37,126.8301412,37.57492854
701,37,127.1017975,37.60049387
702,37,127.058973,37.56248502
703,37,126.9060274,37.57353209
704,38,127.0559692,37.68685877
705,38,126.9339614,37.47361931
706,38,126.8475203,37.52995871
707,38,126.8270683,37.53885739
708,38,126.9531867,37.47370984
709,38,126.8602541,37.49667843
710,38,126.8316682,37.53077141
711,38,126.8374145,37.52088897
712,38,127.0792574,37.57968469
713,38,127.0222801,37.63444973
714,38,127.0840381,37.53463405
715,38,126.8978669,37.46172322
716,38,127.032418,37.64440506
717,38,127.0785766,37.49946173
718,38,127.0675304,37.64904569
719,38,126.9825529,37.47925026
720,38,126.9950363,37.47299474
721,38,127.1034178,37.50856135
722,38,127.0668206,37.57603432
723,38,127.0770739,37.5652553
724,38,127.128095,37.55190676
725,38,127.0279354,37.63627517
726,38,126.8164535,37.58566613
727,38,127.0413863,37.66066431
728,38,127.0609412,37.61296776
729,38,127.0983262,37.61400227
730,38,126.9213366,37.6439125
731,38,127.0737078,37.55983509
732,38,127.0710452,37.62922907
733,38,127.0722508,37.61661466
734,38,127.1095247,37.63927743
735,38,126.8608626,37.55797338
736,38,126.8177259,37.57035075
737,38,126.8301412,37.57492854
738,38,127.1017975,37.60049387
739,38,126.8883658,37.51755842
740,38,127.058973,37.56248502
741,38,126.9060274,37.57353209
742,39,127.0559692,37.68685877
743,39,126.9339614,37.47361931
744,39,126.8475203,37.52995871
745,39,126.8270683,37.53885739
746,39,126.9531867,37.47370984
747,39,126.8602541,37.49667843
748,39,126.8316682,37.53077141
749,39,126.8374145,37.52088897
750,39,127.0792574,37.57968469
751,39,127.0222801,37.63444973
752,39,127.0840381,37.53463405
753,39,126.8978669,37.46172322
754,39,127.032418,37.64440506
755,39,127.0785766,37.49946173
756,39,127.0675304,37.64904569
757,39,126.9825529,37.47925026
758,39,126.9950363,37.47299474
759,39,127.1034178,37.50856135
760,39,127.0668206,37.57603432
761,39,127.0770739,37.5652553
762,39,127.128095,37.55190676
763,39,127.0279354,37.63627517
764,39,126.8164535,37.58566613
765,39,127.0413863,37.66066431
766,39,127.0609412,37.61296776
767,39,127.0983262,37.61400227
768,39,126.9213366,37.6439125
769,39,127.0737078,37.55983509
770,39,127.0710452,37.62922907
771,39,127.0722508,37.61661466
772,39,127.1095247,37.63927743
773,39,126.8608626,37.55797338
774,39,126.8177259,37.57035075
775,39,126.8301412,37.57492854
776,39,127.1017975,37.60049387
777,39,126.8883658,37.51755842
778,39,127.058973,37.56248502
779,39,127.0356428,37.49028717
780,39,126.9060274,37.57353209
781,40,127.0559692,37.68685877
782,40,126.9339614,37.47361931
783,40,126.8475203,37.52995871
784,40,126.8270683,37.53885739
785,40,126.9531867,37.47370984
786,40,126.8602541,37.49667843
787,40,126.8316682,37.53077141
788,40,126.8374145,37.52088897
789,40,127.0792574,37.57968469
790,40,127.0222801,37.63444973
791,40,127.0840381,37.53463405
792,40,126.8978669,37.46172322
793,40,127.032418,37.64440506
794,40,127.0785766,37.49946173
795,40,127.0675304,37.64904569
796,40,126.9825529,37.47925026
797,40,126.9950363,37.47299474
798,40,127.1034178,37.50856135
799,40,127.0668206,37.57603432
800,40,127.0770739,37.5652553
801,40,127.128095,37.55190676
802,40,127.0279354,37.63627517
803,40,126.8164535,37.58566613
804,40,127.0413863,37.66066431
805,40,127.0609412,37.61296776
806,40,127.0983262,37.61400227
807,40,126.9213366,37.6439125
808,40,127.0737078,37.55983509
809,40,127.0710452,37.62922907
810,40,127.0722508,37.61661466
811,40,127.1095247,37.63927743
812,40,126.8608626,37.55797338
813,40,126.8177259,37.57035075
814,40,126.8301412,37.57492854
815,40,127.1017975,37.60049387
816,40,126.8883658,37.51755842
817,40,127.058973,37.56248502
818,40,127.0356428,37.49028717
819,40,127.0117006,37.51903408
820,40,126.9060274,37.57353209
821,41,127.0559692,37.68685877
822,41,126.9339614,37.47361931
823,41,126.8475203,37.52995871
824,41,126.8270683,37.53885739
825,41,126.9531867,37.47370984
826,41,126.8602541,37.49667843
827,41,126.8316682,37.53077141
828,41,126.8374145,37.52088897
829,41,127.0792574,37.57968469
830,41,127.0222801,37.63444973
831,41,127.0840381,37.53463405
832,41,126.8978669,37.46172322
833,41,127.032418,37.64440506
834,41,127.0785766,37.49946173
835,41,127.0675304,37.64904569
836,41,126.9825529,37.47925026
837,41,126.9950363,37.47299474
838,41,127.1034178,37.50856135
839,41,127.0668206,37.57603432
840,41,127.0770739,37.5652553
841,41,127.128095,37.55190676
842,41,127.0279354,37.63627517
843,41,126.8164535,37.58566613
844,41,127.0413863,37.66066431
845,41,127.0609412,37.61296776
846,41,127.0983262,37.61400227
847,41,126.9213366,37.6439125
848,41,127.0737078,37.55983509
849,41,127.0710452,37.62922907
850,41,127.0722508,37.61661466
851,41,127.1095247,37.63927743
852,41,126.8608626,37.55797338
853,41,126.8177259,37.57035075
854,41,126.8301412,37.57492854
855,41,127.1017975,37.60049387
856,41,126.8883658,37.51755842
857,41,127.058973,37.56248502
858,41,127.0356428,37.49028717
859,41,127.0117006,37.51903408
860,41,127.129303,37.53658752
861,41,126.9060274,37.57353209
862,42,127.0559692,37.68685877
863,42,126.9339614,37.47361931
864,42,126.8475203,37.52995871
865,42,126.8270683,37.53885739
866,42,126.9531867,37.47370984
867,42,126.8602541,37.49667843
868,42,126.8316682,37.53077141
869,42,126.8374145,37.52088897
870,42,127.0792574,37.57968469
871,42,127.0222801,37.63444973
872,42,127.0840381,37.53463405
873,42,126.8978669,37.46172322
874,42,127.032418,37.64440506
875,42,127.0785766,37.49946173
876,42,127.0675304,37.64904569
