NO,K,lon,lat,시,구,도로명주소,id,
1344,52,127.1034178,37.50856135,서울특별시,송파구,서울특별시 송파구 송파대로 475-2,1344,1660
1345,52,127.0668206,37.57603432,서울특별시,동대문구,서울특별시 동대문구 한천로33길 15,1345,1659
1346,52,127.0770739,37.5652553,서울특별시,광진구,서울특별시 광진구 동일로 388,1346,1658
1347,52,127.128095,37.55190676,서울특별시,강동구,서울특별시 강동구 올림픽로 793,1347,1657
1348,52,127.0279354,37.63627517,서울특별시,강북구,서울특별시 강북구 오패산로 393,1348,1656
1349,52,126.8164535,37.58566613,서울특별시,강서구,서울특별시 강서구 양천로27길 261-40,1349,1655
1350,52,127.0413863,37.66066431,서울특별시,도봉구,서울특별시 도봉구 도봉로 627,1350,1654
1351,52,127.0609412,37.61296776,서울특별시,성북구,서울특별시 성북구 화랑로 292,1351,1653
1352,52,127.0983262,37.61400227,서울특별시,중랑구,서울특별시 중랑구 신내로16길 33,1352,1652
1353,52,126.9213366,37.6439125,서울특별시,은평구,서울특별시 은평구 진관3로 77,1353,1651
1354,52,127.0737078,37.55983509,서울특별시,광진구,서울특별시 광진구 동일로 322,1354,1650
1355,52,127.0710452,37.62922907,서울특별시,노원구,서울특별시 노원구 동일로 1114,1355,1649
1356,52,127.0722508,37.61661466,서울특별시,노원구,서울특별시 노원구 화랑로 405,1356,1648
1357,52,127.1095247,37.63927743,서울특별시,노원구,서울특별시 노원구 화랑로 826,1357,1647
1358,52,126.8608626,37.55797338,서울특별시,강서구,서울특별시 강서구 양천로 556,1358,1646
1359,52,126.8177259,37.57035075,서울특별시,강서구,서울특별시 강서구 방화대로34길 43,1359,1645
1360,52,126.8301412,37.57492854,서울특별시,강서구,서울특별시 강서구 양천로 237,1360,1644
1361,52,127.1017975,37.60049387,서울특별시,중랑구,서울특별시 중랑구 망우로 447,1361,1643
1362,52,126.8883658,37.51755842,서울특별시,영등포구,서울특별시 영등포구 문래동6가 선유로 37,1362,1642
1363,52,127.058973,37.56248502,서울특별시,동대문구,서울특별시 동대문구 천호대로 361,1363,1641
1364,52,127.0356428,37.49028717,서울특별시,강남구,서울특별시 강남구 강남대로58길 45,1364,1640
1365,52,127.0117006,37.51903408,서울특별시,서초구,서울특별시 서초구 잠원로 181,1365,1639
1366,52,127.129303,37.53658752,서울특별시,강동구,서울특별시 강동구 천호대로 1056,1366,1638
1367,52,127.0599462,37.5895291,서울특별시,동대문구,서울특별시 동대문구 망우로 62,1367,1637
1368,52,127.0445947,37.69222338,서울특별시,도봉구,서울특별시 도봉구 도봉로 981,1368,1636
1369,52,127.075778,37.59409379,서울특별시,중랑구,서울특별시 중랑구 망우로 209,1369,1635
1370,52,127.0438522,37.62822573,서울특별시,강북구,서울특별시 강북구 월계로37길 142,1370,1634
1371,52,127.0522496,37.55074215,서울특별시,성동구,서울특별시 성동구 성수동2가 광나루로 200,1371,1633
1372,52,126.929239,37.49973594,서울특별시,동작구,서울특별시 동작구 상도로 77,1372,1632
1373,52,126.9060274,37.57353209,서울특별시,서대문구,서울특별시 서대문구 수색로 123,1373,1631
1374,52,127.1317174,37.50594889,서울특별시,송파구,서울특별시 송파구 마천로 103,1374,1630
1375,52,126.8376614,37.49294851,서울특별시,구로구,서울특별시 구로구 경인로8길 31,1375,1629
1376,52,126.9649835,37.5638992,서울특별시,서대문구,서울특별시 서대문구 충정로2가 충정로 59,1376,1628
1377,52,127.1463365,37.52492212,서울특별시,강동구,서울특별시 강동구 동남로 563,1377,1627
1378,52,127.1058513,37.47612045,서울특별시,강남구,서울특별시 강남구 밤고개로 206,1378,1626
1379,53,127.0559692,37.68685877,서울특별시,노원구,서울특별시 노원구 동일로 1776,1379,1625
1380,53,126.9339614,37.47361931,서울특별시,관악구,서울특별시 관악구 신림로 170,1380,1624
1381,53,126.8475203,37.52995871,서울특별시,강서구,서울특별시 강서구 강서로 21,1381,1623
1382,53,126.8270683,37.53885739,서울특별시,양천구,서울특별시 양천구 화곡로4길 2,1382,1622
1383,53,126.9531867,37.47370984,서울특별시,관악구,서울특별시 관악구 관악로 96,1383,1621
1384,53,126.8602541,37.49667843,서울특별시,구로구,서울특별시 구로구 경인로 364,1384,1620
1385,53,126.8316682,37.53077141,서울특별시,양천구,서울특별시 양천구 남부순환로 412,1385,1619
1386,53,126.8374145,37.52088897,서울특별시,양천구,서울특별시 양천구 남부순환로 538,1386,1618
1387,53,127.0792574,37.57968469,서울특별시,중랑구,서울특별시 중랑구 동일로 553,1387,1617
1388,53,127.0222801,37.63444973,서울특별시,강북구,서울특별시 강북구 덕릉로 78,1388,1616
1389,53,127.0840381,37.53463405,서울특별시,광진구,서울특별시 광진구 자양로 75,1389,1615
1390,53,126.8978669,37.46172322,서울특별시,금천구,서울특별시 금천구 시흥대로 316,1390,1614
1391,53,127.032418,37.64440506,서울특별시,도봉구,서울특별시 도봉구 도봉로 430,1391,1613
1392,53,127.0785766,37.49946173,서울특별시,강남구,서울특별시 강남구 남부순환로 3183,1392,1612
1393,53,127.0675304,37.64904569,서울특별시,노원구,서울특별시 노원구 동일로210길 86,1393,1611
1394,53,126.9825529,37.47925026,서울특별시,서초구,서울특별시 서초구 방배천로 32,1394,1610
1395,53,126.9950363,37.47299474,서울특별시,서초구,서울특별시 서초구 남부순환로296가길 3,1395,1609
1396,53,127.1034178,37.50856135,서울특별시,송파구,서울특별시 송파구 송파대로 475-2,1396,1608
1397,53,127.0668206,37.57603432,서울특별시,동대문구,서울특별시 동대문구 한천로33길 15,1397,1607
1398,53,127.0770739,37.5652553,서울특별시,광진구,서울특별시 광진구 동일로 388,1398,1606
1399,53,127.128095,37.55190676,서울특별시,강동구,서울특별시 강동구 올림픽로 793,1399,1605
1400,53,127.0279354,37.63627517,서울특별시,강북구,서울특별시 강북구 오패산로 393,1400,1604
1401,53,126.8164535,37.58566613,서울특별시,강서구,서울특별시 강서구 양천로27길 261-40,1401,1603
1402,53,127.0413863,37.66066431,서울특별시,도봉구,서울특별시 도봉구 도봉로 627,1402,1602
1403,53,127.0609412,37.61296776,서울특별시,성북구,서울특별시 성북구 화랑로 292,1403,1601
1404,53,127.0983262,37.61400227,서울특별시,중랑구,서울특별시 중랑구 신내로16길 33,1404,1600
1405,53,126.9213366,37.6439125,서울특별시,은평구,서울특별시 은평구 진관3로 77,1405,1599
1406,53,127.0737078,37.55983509,서울특별시,광진구,서울특별시 광진구 동일로 322,1406,1598
1407,53,127.0710452,37.62922907,서울특별시,노원구,서울특별시 노원구 동일로 1114,1407,1597
1408,53,127.0722508,37.61661466,서울특별시,노원구,서울특별시 노원구 화랑로 405,1408,1596
1409,53,127.1095247,37.63927743,서울특별시,노원구,서울특별시 노원구 화랑로 826,1409,1595
1410,53,126.8608626,37.55797338,서울특별시,강서구,서울특별시 강서구 양천로 556,1410,1594
1411,53,126.8177259,37.57035075,서울특별시,강서구,서울특별시 강서구 방화대로34길 43,1411,1593
1412,53,126.8301412,37.57492854,서울특별시,강서구,서울특별시 강서구 양천로 237,1412,1592
1413,53,127.1017975,37.60049387,서울특별시,중랑구,서울특별시 중랑구 망우로 447,1413,1591
1414,53,126.8883658,37.51755842,서울특별시,영등포구,서울특별시 영등포구 문래동6가 선유로 37,1414,1590
1415,53,127.058973,37.56248502,서울특별시,동대문구,서울특별시 동대문구 천호대로 361,1415,1589
1416,53,127.0356428,37.49028717,서울특별시,강남구,서울특별시 강남구 강남대로58길 45,1416,1588
1417,53,127.0117006,37.51903408,서울특별시,서초구,서울특별시 서초구 잠원로 181,1417,1587
1418,53,127.129303,37.53658752,서울특별시,강동구,서울특별시 강동구 천호대로 1056,1418,1586
1419,53,127.0599462,37.5895291,서울특별시,동대문구,서울특별시 동대문구 망우로 62,1419,1585
1420,53,127.0445947,37.69222338,서울특별시,도봉구,서울특별시 도봉구 도봉로 981,1420,1584
1421,53,127.075778,37.59409379,서울특별시,중랑구,서울특별시 중랑구 망우로 209,1421,1583
1422,53,127.0438522,37.62822573,서울특별시,강북구,서울특별시 강북구 월계로37길 142,1422,1582
1423,53,127.0522496,37.55074215,서울특별시,성동구,서울특별시 성동구 성수동2가 광나루로 200,1423,1581
1424,53,126.929239,37.49973594,서울특별시,동작구,서울특별시 동작구 상도로 77,1424,1580
1425,53,126.9060274,37.57353209,서울특별시,서대문구,서울특별시 서대문구 수색로 123,1425,1579
1426,53,127.1317174,37.50594889,서울특별시,송파구,서울특별시 송파구 마천로 103,1426,1578
1427,53,126.8376614,37.49294851,서울특별시,구로구,서울특별시 구로구 경인로8길 31,1427,1577
1428,53,126.9649835,37.5638992,서울특별시,서대문구,서울특별시 서대문구 충정로2가 충정로 59,1428,1576
1429,53,127.1463365,37.52492212,서울특별시,강동구,서울특별시 강동구 동남로 563,1429,1575
1430,53,127.1058513,37.47612045,서울특별시,강남구,서울특별시 강남구 밤고개로 206,1430,1574
1431,53,127.0169049,37.58936078,서울특별시,성북구,서울특별시 성북구 삼선동5가 보문로 168,1431,1573
1432,54,127.0559692,37.68685877,서울특별시,노원구,서울특별시 노원구 동일로 1776,1432,1572
1433,54,126.9339614,37.47361931,서울특별시,관악구,서울특별시 관악구 신림로 170,1433,1571
1434,54,126.8475203,37.52995871,서울특별시,강서구,서울특별시 강서구 강서로 21,1434,1570
1435,54,126.8270683,37.53885739,서울특별시,양천구,서울특별시 양천구 화곡로4길 2,1435,1569
1436,54,126.9531867,37.47370984,서울특별시,관악구,서울특별시 관악구 관악로 96,1436,1568
1437,54,126.8602541,37.49667843,서울특별시,구로구,서울특별시 구로구 경인로 364,1437,1567
1438,54,126.8316682,37.53077141,서울특별시,양천구,서울특별시 양천구 남부순환로 412,1438,1566
1439,54,126.8374145,37.52088897,서울특별시,양천구,서울특별시 양천구 남부순환로 538,1439,1565
1440,54,127.0792574,37.57968469,서울특별시,중랑구,서울특별시 중랑구 동일로 553,1440,1564
1441,54,127.0222801,37.63444973,서울특별시,강북구,서울특별시 강북구 덕릉로 78,1441,1563
1442,54,127.0840381,37.53463405,서울특별시,광진구,서울특별시 광진구 자양로 75,1442,1562
1443,54,126.8978669,37.46172322,서울특별시,금천구,서울특별시 금천구 시흥대로 316,1443,1561
1444,54,127.032418,37.64440506,서울특별시,도봉구,서울특별시 도봉구 도봉로 430,1444,1560
1445,54,127.0785766,37.49946173,서울특별시,강남구,서울특별시 강남구 남부순환로 3183,1445,1559
1446,54,127.0675304,37.64904569,서울특별시,노원구,서울특별시 노원구 동일로210길 86,1446,1558
1447,54,126.9825529,37.47925026,서울특별시,서초구,서울특별시 서초구 방배천로 32,1447,1557
1448,54,126.9950363,37.47299474,서울특별시,서초구,서울특별시 서초구 남부순환로296가길 3,1448,1556
1449,54,127.1034178,37.50856135,서울특별시,송파구,서울특별시 송파구 송파대로 475-2,1449,1555
1450,54,127.0668206,37.57603432,서울특별시,동대문구,서울특별시 동대문구 한천로33길 15,1450,1554
1451,54,127.0770739,37.5652553,서울특별시,광진구,서울특별시 광진구 동일로 388,1451,1553
1452,54,127.128095,37.55190676,서울특별시,강동구,서울특별시 강동구 올림픽로 793,1452,1552
1453,54,127.0279354,37.63627517,서울특별시,강북구,서울특별시 강북구 오패산로 393,1453,1551
1454,54,126.8164535,37.58566613,서울특별시,강서구,서울특별시 강서구 양천로27길 261-40,1454,1550
1455,54,127.0413863,37.66066431,서울특별시,도봉구,서울특별시 도봉구 도봉로 627,1455,1549
1456,54,127.0609412,37.61296776,서울특별시,성북구,서울특별시 성북구 화랑로 292,1456,1548
1457,54,127.0983262,37.61400227,서울특별시,중랑구,서울특별시 중랑구 신내로16길 33,1457,1547
1458,54,126.9213366,37.6439125,서울특별시,은평구,서울특별시 은평구 진관3로 77,1458,1546
1459,54,127.0737078,37.55983509,서울특별시,광진구,서울특별시 광진구 동일로 322,1459,1545
1460,54,127.0710452,37.62922907,서울특별시,노원구,서울특별시 노원구 동일로 1114,1460,1544
1461,54,127.0722508,37.61661466,서울특별시,노원구,서울특별시 노원구 화랑로 405,1461,1543
1462,54,127.1095247,37.63927743,서울특별시,노원구,서울특별시 노원구 화랑로 826,1462,1542
1463,54,126.8608626,37.55797338,서울특별시,강서구,서울특별시 강서구 양천로 556,1463,1541
1464,54,126.8177259,37.57035075,서울특별시,강서구,서울특별시 강서구 방화대로34길 43,1464,1540
1465,54,126.8301412,37.57492854,서울특별시,강서구,서울특별시 강서구 양천로 237,1465,1539
1466,54,127.1017975,37.60049387,서울특별시,중랑구,서울특별시 중랑구 망우로 447,1466,1538
1467,54,126.8883658,37.51755842,서울특별시,영등포구,서울특별시 영등포구 문래동6가 선유로 37,1467,1537
1468,54,127.058973,37.56248502,서울특별시,동대문구,서울특별시 동대문구 천호대로 361,1468,1536
1469,54,127.0356428,37.49028717,서울특별시,강남구,서울특별시 강남구 강남대로58길 45,1469,1535
1470,54,127.0117006,37.51903408,서울특별시,서초구,서울특별시 서초구 잠원로 181,1470,1534
1471,54,127.129303,37.53658752,서울특별시,강동구,서울특별시 강동구 천호대로 1056,1471,1533
1472,54,127.0599462,37.5895291,서울특별시,동대문구,서울특별시 동대문구 망우로 62,1472,1532
1473,54,127.0445947,37.69222338,서울특별시,도봉구,서울특별시 도봉구 도봉로 981,1473,1531
1474,54,127.075778,37.59409379,서울특별시,중랑구,서울특별시 중랑구 망우로 209,1474,1530
1475,54,127.0438522,37.62822573,서울특별시,강북구,서울특별시 강북구 월계로37길 142,1475,1529
1476,54,127.0522496,37.55074215,서울특별시,성동구,서울특별시 성동구 성수동2가 광나루로 200,1476,1528
1477,54,126.929239,37.49973594,서울특별시,동작구,서울특별시 동작구 상도로 77,1477,1527
1478,54,126.9060274,37.57353209,서울특별시,서대문구,서울특별시 서대문구 수색로 123,1478,1526
1479,54,127.1317174,37.50594889,서울특별시,송파구,서울특별시 송파구 마천로 103,1479,1525
1480,54,126.8376614,37.49294851,서울특별시,구로구,서울특별시 구로구 경인로8길 31,1480,1524
1481,54,126.9649835,37.5638992,서울특별시,서대문구,서울특별시 서대문구 충정로2가 충정로 59,1481,1523
1482,54,127.1463365,37.52492212,서울특별시,강동구,서울특별시 강동구 동남로 563,1482,1522
1483,54,127.1058513,37.47612045,서울특별시,강남구,서울특별시 강남구 밤고개로 206,1483,1521
1484,54,127.0169049,37.58936078,서울특별시,성북구,서울특별시 성북구 삼선동5가 보문로 168,1484,1520
1485,54,126.900322,37.57891129,서울특별시,은평구,서울특별시 은평구 수색로 199,1485,1519
1486,55,127.0559692,37.68685877,서울특별시,노원구,서울특별시 노원구 동일로 1776,1486,1518
1487,55,126.9339614,37.47361931,서울특별시,관악구,서울특별시 관악구 신림로 170,1487,1517
1488,55,126.8475203,37.52995871,서울특별시,강서구,서울특별시 강서구 강서로 21,1488,1516
1489,55,126.8270683,37.53885739,서울특별시,양천구,서울특별시 양천구 화곡로4길 2,1489,1515
1490,55,126.9531867,37.47370984,서울특별시,관악구,서울특별시 관악구 관악로 96,1490,1514
1491,55,126.8602541,37.49667843,서울특별시,구로구,서울특별시 구로구 경인로 364,1491,1513
1492,55,126.8316682,37.53077141,서울특별시,양천구,서울특별시 양천구 남부순환로 412,1492,1512
1493,55,126.8374145,37.52088897,서울특별시,양천구,서울특별시 양천구 남부순환로 538,1493,1511
1494,55,127.0792574,37.57968469,서울특별시,중랑구,서울특별시 중랑구 동일로 553,1494,1510
1495,55,127.0222801,37.63444973,서울특별시,강북구,서울특별시 강북구 덕릉로 78,1495,1509
1496,55,127.0840381,37.53463405,서울특별시,광진구,서울특별시 광진구 자양로 75,1496,1508
1497,55,126.8978669,37.46172322,서울특별시,금천구,서울특별시 금천구 시흥대로 316,1497,1507
1498,55,127.032418,37.64440506,서울특별시,도봉구,서울특별시 도봉구 도봉로 430,1498,1506
1499,55,127.0785766,37.49946173,서울특별시,강남구,서울특별시 강남구 남부순환로 3183,1499,1505
1500,55,127.0675304,37.64904569,서울특별시,노원구,서울특별시 노원구 동일로210길 86,1500,1504
1501,55,126.9825529,37.47925026,서울특별시,서초구,서울특별시 서초구 방배천로 32,1501,1503
1502,55,126.9950363,37.47299474,서울특별시,서초구,서울특별시 서초구 남부순환로296가길 3,1502,1502
1503,55,127.1034178,37.50856135,서울특별시,송파구,서울특별시 송파구 송파대로 475-2,1503,1501
1504,55,127.0668206,37.57603432,서울특별시,동대문구,서울특별시 동대문구 한천로33길 15,1504,1500
1505,55,127.0770739,37.5652553,서울특별시,광진구,서울특별시 광진구 동일로 388,1505,1499
1506,55,127.128095,37.55190676,서울특별시,강동구,서울특별시 강동구 올림픽로 793,1506,1498
1507,55,127.0279354,37.63627517,서울특별시,강북구,서울특별시 강북구 오패산로 393,1507,1497
1508,55,126.8164535,37.58566613,서울특별시,강서구,서울특별시 강서구 양천로27길 261-40,1508,1496
1509,55,127.0413863,37.66066431,서울특별시,도봉구,서울특별시 도봉구 도봉로 627,1509,1495
1510,55,127.0609412,37.61296776,서울특별시,성북구,서울특별시 성북구 화랑로 292,1510,1494
1511,55,127.0983262,37.61400227,서울특별시,중랑구,서울특별시 중랑구 신내로16길 33,1511,1493
1512,55,126.9213366,37.6439125,서울특별시,은평구,서울특별시 은평구 진관3로 77,1512,1492
1513,55,127.0737078,37.55983509,서울특별시,광진구,서울특별시 광진구 동일로 322,1513,1491
1514,55,127.0710452,37.62922907,서울특별시,노원구,서울특별시 노원구 동일로 1114,1514,1490
1515,55,127.0722508,37.61661466,서울특별시,노원구,서울특별시 노원구 화랑로 405,1515,1489
1516,55,127.1095247,37.63927743,서울특별시,노원구,서울특별시 노원구 화랑로 826,1516,1488
1517,55,126.8608626,37.55797338,서울특별시,강서구,서울특별시 강서구 양천로 556,1517,1487
1518,55,126.8177259,37.57035075,서울특별시,강서구,서울특별시 강서구 방화대로34길 43,1518,1486
1519,55,126.8301412,37.57492854,서울특별시,강서구,서울특별시 강서구 양천로 237,1519,1485
1520,55,127.1017975,37.60049387,서울특별시,중랑구,서울특별시 중랑구 망우로 447,1520,1484
1521,55,126.8883658,37.51755842,서울특별시,영등포구,서울특별시 영등포구 문래동6가 선유로 37,1521,1483
1522,55,127.058973,37.56248502,서울특별시,동대문구,서울특별시 동대문구 천호대로 361,1522,1482
1523,55,127.0356428,37.49028717,서울특별시,강남구,서울특별시 강남구 강남대로58길 45,1523,1481
1524,55,127.0117006,37.51903408,서울특별시,서초구,서울특별시 서초구 잠원로 181,1524,1480
1525,55,127.129303,37.53658752,서울특별시,강동구,서울특별시 강동구 천호대로 1056,1525,1479
1526,55,127.0599462,37.5895291,서울특별시,동대문구,서울특별시 동대문구 망우로 62,1526,1478
1527,55,127.0445947,37.69222338,서울특별시,도봉구,서울특별시 도봉구 도봉로 981,1527,1477
1528,55,127.075778,37.59409379,서울특별시,중랑구,서울특별시 중랑구 망우로 209,1528,1476
1529,55,127.0438522,37.62822573,서울특별시,강북구,서울특별시 강북구 월계로37길 142,1529,1475
1530,55,127.0522496,37.55074215,서울특별시,성동구,서울특별시 성동구 성수동2가 광나루로 200,1530,1474
1531,55,126.929239,37.49973594,서울특별시,동작구,서울특별시 동작구 상도로 77,1531,1473
1532,55,126.9060274,37.57353209,서울특별시,서대문구,서울특별시 서대문구 수색로 123,1532,1472
1533,55,127.1317174,37.50594889,서울특별시,송파구,서울특별시 송파구 마천로 103,1533,1471
1534,55,126.8376614,37.49294851,서울특별시,구로구,서울특별시 구로구 경인로8길 31,1534,1470
1535,55,126.9649835,37.5638992,서울특별시,서대문구,서울특별시 서대문구 충정로2가 충정로 59,1535,1469
1536,55,127.1463365,37.52492212,서울특별시,강동구,서울특별시 강동구 동남로 563,1536,1468
1537,55,127.1058513,37.47612045,서울특별시,강남구,서울특별시 강남구 밤고개로 206,1537,1467
1538,55,127.0169049,37.58936078,서울특별시,성북구,서울특별시 성북구 삼선동5가 보문로 168,1538,1466
1539,55,126.900322,37.57891129,서울특별시,은평구,서울특별시 은평구 수색로 199,1539,1465
1540,55,126.8995368,37.53564274,서울특별시,영등포구,서울특별시 영등포구 당산동6가 선유로52길 12,1540,1464
1541,56,127.0559692,37.68685877,서울특별시,노원구,서울특별시 노원구 동일로 1776,1541,1463
1542,56,126.9339614,37.47361931,서울특별시,관악구,서울특별시 관악구 신림로 170,1542,1462
1543,56,126.8475203,37.52995871,서울특별시,강서구,서울특별시 강서구 강서로 21,1543,1461
1544,56,126.8270683,37.53885739,서울특별시,양천구,서울특별시 양천구 화곡로4길 2,1544,1460
1545,56,126.9531867,37.47370984,서울특별시,관악구,서울특별시 관악구 관악로 96,1545,1459
1546,56,126.8602541,37.49667843,서울특별시,구로구,서울특별시 구로구 경인로 364,1546,1458
1547,56,126.8316682,37.53077141,서울특별시,양천구,서울특별시 양천구 남부순환로 412,1547,1457
1548,56,126.8374145,37.52088897,서울특별시,양천구,서울특별시 양천구 남부순환로 538,1548,1456
1549,56,127.0792574,37.57968469,서울특별시,중랑구,서울특별시 중랑구 동일로 553,1549,1455
1550,56,127.0222801,37.63444973,서울특별시,강북구,서울특별시 강북구 덕릉로 78,1550,1454
1551,56,127.0840381,37.53463405,서울특별시,광진구,서울특별시 광진구 자양로 75,1551,1453
1552,56,126.8978669,37.46172322,서울특별시,금천구,서울특별시 금천구 시흥대로 316,1552,1452
1553,56,127.032418,37.64440506,서울특별시,도봉구,서울특별시 도봉구 도봉로 430,1553,1451
1554,56,127.0785766,37.49946173,서울특별시,강남구,서울특별시 강남구 남부순환로 3183,1554,1450
1555,56,127.0675304,37.64904569,서울특별시,노원구,서울특별시 노원구 동일로210길 86,1555,1449
1556,56,126.9825529,37.47925026,서울특별시,서초구,서울특별시 서초구 방배천로 32,1556,1448
1557,56,126.9950363,37.47299474,서울특별시,서초구,서울특별시 서초구 남부순환로296가길 3,1557,1447
1558,56,127.1034178,37.50856135,서울특별시,송파구,서울특별시 송파구 송파대로 475-2,1558,1446
1559,56,127.0668206,37.57603432,서울특별시,동대문구,서울특별시 동대문구 한천로33길 15,1559,1445
1560,56,127.0770739,37.5652553,서울특별시,광진구,서울특별시 광진구 동일로 388,1560,1444
1561,56,127.128095,37.55190676,서울특별시,강동구,서울특별시 강동구 올림픽로 793,1561,1443
1562,56,127.0279354,37.63627517,서울특별시,강북구,서울특별시 강북구 오패산로 393,1562,1442
1563,56,126.8164535,37.58566613,서울특별시,강서구,서울특별시 강서구 양천로27길 261-40,1563,1441
1564,56,127.0413863,37.66066431,서울특별시,도봉구,서울특별시 도봉구 도봉로 627,1564,1440
1565,56,127.0609412,37.61296776,서울특별시,성북구,서울특별시 성북구 화랑로 292,1565,1439
1566,56,127.0983262,37.61400227,서울특별시,중랑구,서울특별시 중랑구 신내로16길 33,1566,1438
1567,56,126.9213366,37.6439125,서울특별시,은평구,서울특별시 은평구 진관3로 77,1567,1437
1568,56,127.0737078,37.55983509,서울특별시,광진구,서울특별시 광진구 동일로 322,1568,1436
1569,56,127.0710452,37.62922907,서울특별시,노원구,서울특별시 노원구 동일로 1114,1569,1435
1570,56,127.0722508,37.61661466,서울특별시,노원구,서울특별시 노원구 화랑로 405,1570,1434
1571,56,127.1095247,37.63927743,서울특별시,노원구,서울특별시 노원구 화랑로 826,1571,1433
1572,56,126.8608626,37.55797338,서울특별시,강서구,서울특별시 강서구 양천로 556,1572,1432
1573,56,126.8177259,37.57035075,서울특별시,강서구,서울특별시 강서구 방화대로34길 43,1573,1431
1574,56,126.8301412,37.57492854,서울특별시,강서구,서울특별시 강서구 양천로 237,1574,1430
1575,56,127.1017975,37.60049387,서울특별시,중랑구,서울특별시 중랑구 망우로 447,1575,1429
1576,56,126.8883658,37.51755842,서울특별시,영등포구,서울특별시 영등포구 문래동6가 선유로 37,1576,1428
1577,56,127.058973,37.56248502,서울특별시,동대문구,서울특별시 동대문구 천호대로 361,1577,1427
1578,56,127.0356428,37.49028717,서울특별시,강남구,서울특별시 강남구 강남대로58길 45,1578,1426
1579,56,127.0117006,37.51903408,서울특별시,서초구,서울특별시 서초구 잠원로 181,1579,1425
1580,56,127.129303,37.53658752,서울특별시,강동구,서울특별시 강동구 천호대로 1056,1580,1424
1581,56,127.0599462,37.5895291,서울특별시,동대문구,서울특별시 동대문구 망우로 62,1581,1423
1582,56,127.0445947,37.69222338,서울특별시,도봉구,서울특별시 도봉구 도봉로 981,1582,1422
1583,56,127.075778,37.59409379,서울특별시,중랑구,서울특별시 중랑구 망우로 209,1583,1421
1584,56,127.0438522,37.62822573,서울특별시,강북구,서울특별시 강북구 월계로37길 142,1584,1420
1585,56,127.0522496,37.55074215,서울특별시,성동구,서울특별시 성동구 성수동2가 광나루로 200,1585,1419
1586,56,126.929239,37.49973594,서울특별시,동작구,서울특별시 동작구 상도로 77,1586,1418
1587,56,126.9060274,37.57353209,서울특별시,서대문구,서울특별시 서대문구 수색로 123,1587,1417
1588,56,127.1317174,37.50594889,서울특별시,송파구,서울특별시 송파구 마천로 103,1588,1416
1589,56,126.8376614,37.49294851,서울특별시,구로구,서울특별시 구로구 경인로8길 31,1589,1415
1590,56,126.9649835,37.5638992,서울특별시,서대문구,서울특별시 서대문구 충정로2가 충정로 59,1590,1414
1591,56,127.1463365,37.52492212,서울특별시,강동구,서울특별시 강동구 동남로 563,1591,1413
1592,56,127.1058513,37.47612045,서울특별시,강남구,서울특별시 강남구 밤고개로 206,1592,1412
1593,56,127.0169049,37.58936078,서울특별시,성북구,서울특별시 성북구 삼선동5가 보문로 168,1593,1411
1594,56,126.900322,37.57891129,서울특별시,은평구,서울특별시 은평구 수색로 199,1594,1410
1595,56,126.8995368,37.53564274,서울특별시,영등포구,서울특별시 영등포구 당산동6가 선유로52길 12,1595,1409
1596,56,126.8168487,37.54240409,서울특별시,강서구,서울특별시 강서구 방화대로 18,1596,1408
1597,57,127.0559692,37.68685877,서울특별시,노원구,서울특별시 노원구 동일로 1776,1597,1407
1598,57,126.9339614,37.47361931,서울특별시,관악구,서울특별시 관악구 신림로 170,1598,1406
1599,57,126.8475203,37.52995871,서울특별시,강서구,서울특별시 강서구 강서로 21,1599,1405
1600,57,126.8270683,37.53885739,서울특별시,양천구,서울특별시 양천구 화곡로4길 2,1600,1404
1601,57,126.9531867,37.47370984,서울특별시,관악구,서울특별시 관악구 관악로 96,1601,1403
1602,57,126.8602541,37.49667843,서울특별시,구로구,서울특별시 구로구 경인로 364,1602,1402
1603,57,126.8316682,37.53077141,서울특별시,양천구,서울특별시 양천구 남부순환로 412,1603,1401
1604,57,126.8374145,37.52088897,서울특별시,양천구,서울특별시 양천구 남부순환로 538,1604,1400
1605,57,127.0792574,37.57968469,서울특별시,중랑구,서울특별시 중랑구 동일로 553,1605,1399
1606,57,127.0222801,37.63444973,서울특별시,강북구,서울특별시 강북구 덕릉로 78,1606,1398
1607,57,127.0840381,37.53463405,서울특별시,광진구,서울특별시 광진구 자양로 75,1607,1397
1608,57,126.8978669,37.46172322,서울특별시,금천구,서울특별시 금천구 시흥대로 316,1608,1396
1609,57,127.032418,37.64440506,서울특별시,도봉구,서울특별시 도봉구 도봉로 430,1609,1395
1610,57,127.0785766,37.49946173,서울특별시,강남구,서울특별시 강남구 남부순환로 3183,1610,1394
1611,57,127.0675304,37.64904569,서울특별시,노원구,서울특별시 노원구 동일로210길 86,1611,1393
1612,57,126.9825529,37.47925026,서울특별시,서초구,서울특별시 서초구 방배천로 32,1612,1392
1613,57,126.9950363,37.47299474,서울특별시,서초구,서울특별시 서초구 남부순환로296가길 3,1613,1391
1614,57,127.1034178,37.50856135,서울특별시,송파구,서울특별시 송파구 송파대로 475-2,1614,1390
1615,57,127.0668206,37.57603432,서울특별시,동대문구,서울특별시 동대문구 한천로33길 15,1615,1389
1616,57,127.0770739,37.5652553,서울특별시,광진구,서울특별시 광진구 동일로 388,1616,1388
