NO,K,lon,lat,시,구,도로명주소,id,
705,38,126.9339614,37.47361931,서울특별시,관악구,서울특별시 관악구 신림로 170,705,2299
706,38,126.8475203,37.52995871,서울특별시,강서구,서울특별시 강서구 강서로 21,706,2298
707,38,126.8270683,37.53885739,서울특별시,양천구,서울특별시 양천구 화곡로4길 2,707,2297
708,38,126.9531867,37.47370984,서울특별시,관악구,서울특별시 관악구 관악로 96,708,2296
709,38,126.8602541,37.49667843,서울특별시,구로구,서울특별시 구로구 경인로 364,709,2295
710,38,126.8316682,37.53077141,서울특별시,양천구,서울특별시 양천구 남부순환로 412,710,2294
711,38,126.8374145,37.52088897,서울특별시,양천구,서울특별시 양천구 남부순환로 538,711,2293
712,38,127.0792574,37.57968469,서울특별시,중랑구,서울특별시 중랑구 동일로 553,712,2292
713,38,127.0222801,37.63444973,서울특별시,강북구,서울특별시 강북구 덕릉로 78,713,2291
714,38,127.0840381,37.53463405,서울특별시,광진구,서울특별시 광진구 자양로 75,714,2290
715,38,126.8978669,37.46172322,서울특별시,금천구,서울특별시 금천구 시흥대로 316,715,2289
716,38,127.032418,37.64440506,서울특별시,도봉구,서울특별시 도봉구 도봉로 430,716,2288
717,38,127.0785766,37.49946173,서울특별시,강남구,서울특별시 강남구 남부순환로 3183,717,2287
718,38,127.0675304,37.64904569,서울특별시,노원구,서울특별시 노원구 동일로210길 86,718,2286
719,38,126.9825529,37.47925026,서울특별시,서초구,서울특별시 서초구 방배천로 32,719,2285
720,38,126.9950363,37.47299474,서울특별시,서초구,서울특별시 서초구 남부순환로296가길 3,720,2284
721,38,127.1034178,37.50856135,서울특별시,송파구,서울특별시 송파구 송파대로 475-2,721,2283
722,38,127.0668206,37.57603432,서울특별시,동대문구,서울특별시 동대문구 한천로33길 15,722,2282
723,38,127.0770739,37.5652553,서울특별시,광진구,서울특별시 광진구 동일로 388,723,2281
724,38,127.128095,37.55190676,서울특별시,강동구,서울특별시 강동구 올림픽로 793,724,2280
725,38,127.0279354,37.63627517,서울특별시,강북구,서울특별시 강북구 오패산로 393,725,2279
726,38,126.8164535,37.58566613,서울특별시,강서구,서울특별시 강서구 양천로27길 261-40,726,2278
727,38,127.0413863,37.66066431,서울특별시,도봉구,서울특별시 도봉구 도봉로 627,727,2277
728,38,127.0609412,37.61296776,서울특별시,성북구,서울특별시 성북구 화랑로 292,728,2276
729,38,127.0983262,37.61400227,서울특별시,중랑구,서울특별시 중랑구 신내로16길 33,729,2275
730,38,126.9213366,37.6439125,서울특별시,은평구,서울특별시 은평구 진관3로 77,730,2274
731,38,127.0737078,37.55983509,서울특별시,광진구,서울특별시 광진구 동일로 322,731,2273
732,38,127.0710452,37.62922907,서울특별시,노원구,서울특별시 노원구 동일로 1114,732,2272
733,38,127.0722508,37.61661466,서울특별시,노원구,서울특별시 노원구 화랑로 405,733,2271
734,38,127.1095247,37.63927743,서울특별시,노원구,서울특별시 노원구 화랑로 826,734,2270
735,38,126.8608626,37.55797338,서울특별시,강서구,서울특별시 강서구 양천로 556,735,2269
736,38,126.8177259,37.57035075,서울특별시,강서구,서울특별시 강서구 방화대로34길 43,736,2268
737,38,126.8301412,37.57492854,서울특별시,강서구,서울특별시 강서구 양천로 237,737,2267
738,38,127.1017975,37.60049387,서울특별시,중랑구,서울특별시 중랑구 망우로 447,738,2266
739,38,126.8883658,37.51755842,서울특별시,영등포구,서울특별시 영등포구 문래동6가 선유로 37,739,2265
740,38,127.058973,37.56248502,서울특별시,동대문구,서울특별시 동대문구 천호대로 361,740,2264
741,38,126.9060274,37.57353209,서울특별시,서대문구,서울특별시 서대문구 수색로 123,741,2263
742,39,127.0559692,37.68685877,서울특별시,노원구,서울특별시 노원구 동일로 1776,742,2262
743,39,126.9339614,37.47361931,서울특별시,관악구,서울특별시 관악구 신림로 170,743,2261
744,39,126.8475203,37.52995871,서울특별시,강서구,서울특별시 강서구 강서로 21,744,2260
745,39,126.8270683,37.53885739,서울특별시,양천구,서울특별시 양천구 화곡로4길 2,745,2259
746,39,126.9531867,37.47370984,서울특별시,관악구,서울특별시 관악구 관악로 96,746,2258
747,39,126.8602541,37.49667843,서울특별시,구로구,서울특별시 구로구 경인로 364,747,2257
748,39,126.8316682,37.53077141,서울특별시,양천구,서울특별시 양천구 남부순환로 412,748,2256
749,39,126.8374145,37.52088897,서울특별시,양천구,서울특별시 양천구 남부순환로 538,749,2255
750,39,127.0792574,37.57968469,서울특별시,중랑구,서울특별시 중랑구 동일로 553,750,2254
751,39,127.0222801,37.63444973,서울특별시,강북구,서울특별시 강북구 덕릉로 78,751,2253
752,39,127.0840381,37.53463405,서울특별시,광진구,서울특별시 광진구 자양로 75,752,2252
753,39,126.8978669,37.46172322,서울특별시,금천구,서울특별시 금천구 시흥대로 316,753,2251
754,39,127.032418,37.64440506,서울특별시,도봉구,서울특별시 도봉구 도봉로 430,754,2250
755,39,127.0785766,37.49946173,서울특별시,강남구,서울특별시 강남구 남부순환로 3183,755,2249
756,39,127.0675304,37.64904569,서울특별시,노원구,서울특별시 노원구 동일로210길 86,756,2248
757,39,126.9825529,37.47925026,서울특별시,서초구,서울특별시 서초구 방배천로 32,757,2247
758,39,126.9950363,37.47299474,서울특별시,서초구,서울특별시 서초구 남부순환로296가길 3,758,2246
759,39,127.1034178,37.50856135,서울특별시,송파구,서울특별시 송파구 송파대로 475-2,759,2245
760,39,127.0668206,37.57603432,서울특별시,동대문구,서울특별시 동대문구 한천로33길 15,760,2244
761,39,127.0770739,37.5652553,서울특별시,광진구,서울특별시 광진구 동일로 388,761,2243
762,39,127.128095,37.55190676,서울특별시,강동구,서울특별시 강동구 올림픽로 793,762,2242
763,39,127.0279354,37.63627517,서울특별시,강북구,서울특별시 강북구 오패산로 393,763,2241
764,39,126.8164535,37.58566613,서울특별시,강서구,서울특별시 강서구 양천로27길 261-40,764,2240
765,39,127.0413863,37.66066431,서울특별시,도봉구,서울특별시 도봉구 도봉로 627,765,2239
766,39,127.0609412,37.61296776,서울특별시,성북구,서울특별시 성북구 화랑로 292,766,2238
767,39,127.0983262,37.61400227,서울특별시,중랑구,서울특별시 중랑구 신내로16길 33,767,2237
768,39,126.9213366,37.6439125,서울특별시,은평구,서울특별시 은평구 진관3로 77,768,2236
769,39,127.0737078,37.55983509,서울특별시,광진구,서울특별시 광진구 동일로 322,769,2235
770,39,127.0710452,37.62922907,서울특별시,노원구,서울특별시 노원구 동일로 1114,770,2234
771,39,127.0722508,37.61661466,서울특별시,노원구,서울특별시 노원구 화랑로 405,771,2233
772,39,127.1095247,37.63927743,서울특별시,노원구,서울특별시 노원구 화랑로 826,772,2232
773,39,126.8608626,37.55797338,서울특별시,강서구,서울특별시 강서구 양천로 556,773,2231
774,39,126.8177259,37.57035075,서울특별시,강서구,서울특별시 강서구 방화대로34길 43,774,2230
775,39,126.8301412,37.57492854,서울특별시,강서구,서울특별시 강서구 양천로 237,775,2229
776,39,127.1017975,37.60049387,서울특별시,중랑구,서울특별시 중랑구 망우로 447,776,2228
777,39,126.8883658,37.51755842,서울특별시,영등포구,서울특별시 영등포구 문래동6가 선유로 37,777,2227
778,39,127.058973,37.56248502,서울특별시,동대문구,서울특별시 동대문구 천호대로 361,778,2226
779,39,127.0356428,37.49028717,서울특별시,강남구,서울특별시 강남구 강남대로58길 45,779,2225
780,39,126.9060274,37.57353209,서울특별시,서대문구,서울특별시 서대문구 수색로 123,780,2224
781,40,127.0559692,37.68685877,서울특별시,노원구,서울특별시 노원구 동일로 1776,781,2223
782,40,126.9339614,37.47361931,서울특별시,관악구,서울특별시 관악구 신림로 170,782,2222
783,40,126.8475203,37.52995871,서울특별시,강서구,서울특별시 강서구 강서로 21,783,2221
784,40,126.8270683,37.53885739,서울특별시,양천구,서울특별시 양천구 화곡로4길 2,784,2220
785,40,126.9531867,37.47370984,서울특별시,관악구,서울특별시 관악구 관악로 96,785,2219
786,40,126.8602541,37.49667843,서울특별시,구로구,서울특별시 구로구 경인로 364,786,2218
787,40,126.8316682,37.53077141,서울특별시,양천구,서울특별시 양천구 남부순환로 412,787,2217
788,40,126.8374145,37.52088897,서울특별시,양천구,서울특별시 양천구 남부순환로 538,788,2216
789,40,127.0792574,37.57968469,서울특별시,중랑구,서울특별시 중랑구 동일로 553,789,2215
790,40,127.0222801,37.63444973,서울특별시,강북구,서울특별시 강북구 덕릉로 78,790,2214
791,40,127.0840381,37.53463405,서울특별시,광진구,서울특별시 광진구 자양로 75,791,2213
792,40,126.8978669,37.46172322,서울특별시,금천구,서울특별시 금천구 시흥대로 316,792,2212
793,40,127.032418,37.64440506,서울특별시,도봉구,서울특별시 도봉구 도봉로 430,793,2211
794,40,127.0785766,37.49946173,서울특별시,강남구,서울특별시 강남구 남부순환로 3183,794,2210
795,40,127.0675304,37.64904569,서울특별시,노원구,서울특별시 노원구 동일로210길 86,795,2209
796,40,126.9825529,37.47925026,서울특별시,서초구,서울특별시 서초구 방배천로 32,796,2208
797,40,126.9950363,37.47299474,서울특별시,서초구,서울특별시 서초구 남부순환로296가길 3,797,2207
798,40,127.1034178,37.50856135,서울특별시,송파구,서울특별시 송파구 송파대로 475-2,798,2206
799,40,127.0668206,37.57603432,서울특별시,동대문구,서울특별시 동대문구 한천로33길 15,799,2205
800,40,127.0770739,37.5652553,서울특별시,광진구,서울특별시 광진구 동일로 388,800,2204
801,40,127.128095,37.55190676,서울특별시,강동구,서울특별시 강동구 올림픽로 793,801,2203
802,40,127.0279354,37.63627517,서울특별시,강북구,서울특별시 강북구 오패산로 393,802,2202
803,40,126.8164535,37.58566613,서울특별시,강서구,서울특별시 강서구 양천로27길 261-40,803,2201
804,40,127.0413863,37.66066431,서울특별시,도봉구,서울특별시 도봉구 도봉로 627,804,2200
805,40,127.0609412,37.61296776,서울특별시,성북구,서울특별시 성북구 화랑로 292,805,2199
806,40,127.0983262,37.61400227,서울특별시,중랑구,서울특별시 중랑구 신내로16길 33,806,2198
807,40,126.9213366,37.6439125,서울특별시,은평구,서울특별시 은평구 진관3로 77,807,2197
808,40,127.0737078,37.55983509,서울특별시,광진구,서울특별시 광진구 동일로 322,808,2196
809,40,127.0710452,37.62922907,서울특별시,노원구,서울특별시 노원구 동일로 1114,809,2195
810,40,127.0722508,37.61661466,서울특별시,노원구,서울특별시 노원구 화랑로 405,810,2194
811,40,127.1095247,37.63927743,서울특별시,노원구,서울특별시 노원구 화랑로 826,811,2193
812,40,126.8608626,37.55797338,서울특별시,강서구,서울특별시 강서구 양천로 556,812,2192
813,40,126.8177259,37.57035075,서울특별시,강서구,서울특별시 강서구 방화대로34길 43,813,2191
814,40,126.8301412,37.57492854,서울특별시,강서구,서울특별시 강서구 양천로 237,814,2190
815,40,127.1017975,37.60049387,서울특별시,중랑구,서울특별시 중랑구 망우로 447,815,2189
816,40,126.8883658,37.51755842,서울특별시,영등포구,서울특별시 영등포구 문래동6가 선유로 37,816,2188
817,40,127.058973,37.56248502,서울특별시,동대문구,서울특별시 동대문구 천호대로 361,817,2187
818,40,127.0356428,37.49028717,서울특별시,강남구,서울특별시 강남구 강남대로58길 45,818,2186
819,40,127.0117006,37.51903408,서울특별시,서초구,서울특별시 서초구 잠원로 181,819,2185
820,40,126.9060274,37.57353209,서울특별시,서대문구,서울특별시 서대문구 수색로 123,820,2184
821,41,127.0559692,37.68685877,서울특별시,노원구,서울특별시 노원구 동일로 1776,821,2183
822,41,126.9339614,37.47361931,서울특별시,관악구,서울특별시 관악구 신림로 170,822,2182
823,41,126.8475203,37.52995871,서울특별시,강서구,서울특별시 강서구 강서로 21,823,2181
824,41,126.8270683,37.53885739,서울특별시,양천구,서울특별시 양천구 화곡로4길 2,824,2180
825,41,126.9531867,37.47370984,서울특별시,관악구,서울특별시 관악구 관악로 96,825,2179
826,41,126.8602541,37.49667843,서울특별시,구로구,서울특별시 구로구 경인로 364,826,2178
827,41,126.8316682,37.53077141,서울특별시,양천구,서울특별시 양천구 남부순환로 412,827,2177
828,41,126.8374145,37.52088897,서울특별시,양천구,서울특별시 양천구 남부순환로 538,828,2176
829,41,127.0792574,37.57968469,서울특별시,중랑구,서울특별시 중랑구 동일로 553,829,2175
830,41,127.0222801,37.63444973,서울특별시,강북구,서울특별시 강북구 덕릉로 78,830,2174
831,41,127.0840381,37.53463405,서울특별시,광진구,서울특별시 광진구 자양로 75,831,2173
832,41,126.8978669,37.46172322,서울특별시,금천구,서울특별시 금천구 시흥대로 316,832,2172
833,41,127.032418,37.64440506,서울특별시,도봉구,서울특별시 도봉구 도봉로 430,833,2171
834,41,127.0785766,37.49946173,서울특별시,강남구,서울특별시 강남구 남부순환로 3183,834,2170
835,41,127.0675304,37.64904569,서울특별시,노원구,서울특별시 노원구 동일로210길 86,835,2169
836,41,126.9825529,37.47925026,서울특별시,서초구,서울특별시 서초구 방배천로 32,836,2168
837,41,126.9950363,37.47299474,서울특별시,서초구,서울특별시 서초구 남부순환로296가길 3,837,2167
838,41,127.1034178,37.50856135,서울특별시,송파구,서울특별시 송파구 송파대로 475-2,838,2166
839,41,127.0668206,37.57603432,서울특별시,동대문구,서울특별시 동대문구 한천로33길 15,839,2165
840,41,127.0770739,37.5652553,서울특별시,광진구,서울특별시 광진구 동일로 388,840,2164
841,41,127.128095,37.55190676,서울특별시,강동구,서울특별시 강동구 올림픽로 793,841,2163
842,41,127.0279354,37.63627517,서울특별시,강북구,서울특별시 강북구 오패산로 393,842,2162
843,41,126.8164535,37.58566613,서울특별시,강서구,서울특별시 강서구 양천로27길 261-40,843,2161
844,41,127.0413863,37.66066431,서울특별시,도봉구,서울특별시 도봉구 도봉로 627,844,2160
845,41,127.0609412,37.61296776,서울특별시,성북구,서울특별시 성북구 화랑로 292,845,2159
846,41,127.0983262,37.61400227,서울특별시,중랑구,서울특별시 중랑구 신내로16길 33,846,2158
847,41,126.9213366,37.6439125,서울특별시,은평구,서울특별시 은평구 진관3로 77,847,2157
848,41,127.0737078,37.55983509,서울특별시,광진구,서울특별시 광진구 동일로 322,848,2156
849,41,127.0710452,37.62922907,서울특별시,노원구,서울특별시 노원구 동일로 1114,849,2155
850,41,127.0722508,37.61661466,서울특별시,노원구,서울특별시 노원구 화랑로 405,850,2154
851,41,127.1095247,37.63927743,서울특별시,노원구,서울특별시 노원구 화랑로 826,851,2153
852,41,126.8608626,37.55797338,서울특별시,강서구,서울특별시 강서구 양천로 556,852,2152
853,41,126.8177259,37.57035075,서울특별시,강서구,서울특별시 강서구 방화대로34길 43,853,2151
854,41,126.8301412,37.57492854,서울특별시,강서구,서울특별시 강서구 양천로 237,854,2150
855,41,127.1017975,37.60049387,서울특별시,중랑구,서울특별시 중랑구 망우로 447,855,2149
856,41,126.8883658,37.51755842,서울특별시,영등포구,서울특별시 영등포구 문래동6가 선유로 37,856,2148
857,41,127.058973,37.56248502,서울특별시,동대문구,서울특별시 동대문구 천호대로 361,857,2147
858,41,127.0356428,37.49028717,서울특별시,강남구,서울특별시 강남구 강남대로58길 45,858,2146
859,41,127.0117006,37.51903408,서울특별시,서초구,서울특별시 서초구 잠원로 181,859,2145
860,41,127.129303,37.53658752,서울특별시,강동구,서울특별시 강동구 천호대로 1056,860,2144
861,41,126.9060274,37.57353209,서울특별시,서대문구,서울특별시 서대문구 수색로 123,861,2143
862,42,127.0559692,37.68685877,서울특별시,노원구,서울특별시 노원구 동일로 1776,862,2142
863,42,126.9339614,37.47361931,서울특별시,관악구,서울특별시 관악구 신림로 170,863,2141
864,42,126.8475203,37.52995871,서울특별시,강서구,서울특별시 강서구 강서로 21,864,2140
865,42,126.8270683,37.53885739,서울특별시,양천구,서울특별시 양천구 화곡로4길 2,865,2139
866,42,126.9531867,37.47370984,서울특별시,관악구,서울특별시 관악구 관악로 96,866,2138
867,42,126.8602541,37.49667843,서울특별시,구로구,서울특별시 구로구 경인로 364,867,2137
868,42,126.8316682,37.53077141,서울특별시,양천구,서울특별시 양천구 남부순환로 412,868,2136
869,42,126.8374145,37.52088897,서울특별시,양천구,서울특별시 양천구 남부순환로 538,869,2135
870,42,127.0792574,37.57968469,서울특별시,중랑구,서울특별시 중랑구 동일로 553,870,2134
871,42,127.0222801,37.63444973,서울특별시,강북구,서울특별시 강북구 덕릉로 78,871,2133
872,42,127.0840381,37.53463405,서울특별시,광진구,서울특별시 광진구 자양로 75,872,2132
873,42,126.8978669,37.46172322,서울특별시,금천구,서울특별시 금천구 시흥대로 316,873,2131
874,42,127.032418,37.64440506,서울특별시,도봉구,서울특별시 도봉구 도봉로 430,874,2130
875,42,127.0785766,37.49946173,서울특별시,강남구,서울특별시 강남구 남부순환로 3183,875,2129
876,42,127.0675304,37.64904569,서울특별시,노원구,서울특별시 노원구 동일로210길 86,876,2128
877,42,126.9825529,37.47925026,서울특별시,서초구,서울특별시 서초구 방배천로 32,877,2127
878,42,126.9950363,37.47299474,서울특별시,서초구,서울특별시 서초구 남부순환로296가길 3,878,2126
879,42,127.1034178,37.50856135,서울특별시,송파구,서울특별시 송파구 송파대로 475-2,879,2125
880,42,127.0668206,37.57603432,서울특별시,동대문구,서울특별시 동대문구 한천로33길 15,880,2124
881,42,127.0770739,37.5652553,서울특별시,광진구,서울특별시 광진구 동일로 388,881,2123
882,42,127.128095,37.55190676,서울특별시,강동구,서울특별시 강동구 올림픽로 793,882,2122
883,42,127.0279354,37.63627517,서울특별시,강북구,서울특별시 강북구 오패산로 393,883,2121
884,42,126.8164535,37.58566613,서울특별시,강서구,서울특별시 강서구 양천로27길 261-40,884,2120
885,42,127.0413863,37.66066431,서울특별시,도봉구,서울특별시 도봉구 도봉로 627,885,2119
886,42,127.0609412,37.61296776,서울특별시,성북구,서울특별시 성북구 화랑로 292,886,2118
887,42,127.0983262,37.61400227,서울특별시,중랑구,서울특별시 중랑구 신내로16길 33,887,2117
888,42,126.9213366,37.6439125,서울특별시,은평구,서울특별시 은평구 진관3로 77,888,2116
889,42,127.0737078,37.55983509,서울특별시,광진구,서울특별시 광진구 동일로 322,889,2115
890,42,127.0710452,37.62922907,서울특별시,노원구,서울특별시 노원구 동일로 1114,890,2114
891,42,127.0722508,37.61661466,서울특별시,노원구,서울특별시 노원구 화랑로 405,891,2113
892,42,127.1095247,37.63927743,서울특별시,노원구,서울특별시 노원구 화랑로 826,892,2112
893,42,126.8608626,37.55797338,서울특별시,강서구,서울특별시 강서구 양천로 556,893,2111
894,42,126.8177259,37.57035075,서울특별시,강서구,서울특별시 강서구 방화대로34길 43,894,2110
895,42,126.8301412,37.57492854,서울특별시,강서구,서울특별시 강서구 양천로 237,895,2109
896,42,127.1017975,37.60049387,서울특별시,중랑구,서울특별시 중랑구 망우로 447,896,2108
897,42,126.8883658,37.51755842,서울특별시,영등포구,서울특별시 영등포구 문래동6가 선유로 37,897,2107
898,42,127.058973,37.56248502,서울특별시,동대문구,서울특별시 동대문구 천호대로 361,898,2106
899,42,127.0356428,37.49028717,서울특별시,강남구,서울특별시 강남구 강남대로58길 45,899,2105
900,42,127.0117006,37.51903408,서울특별시,서초구,서울특별시 서초구 잠원로 181,900,2104
901,42,127.129303,37.53658752,서울특별시,강동구,서울특별시 강동구 천호대로 1056,901,2103
902,42,127.0599462,37.5895291,서울특별시,동대문구,서울특별시 동대문구 망우로 62,902,2102
903,42,126.9060274,37.57353209,서울특별시,서대문구,서울특별시 서대문구 수색로 123,903,2101
904,43,127.0559692,37.68685877,서울특별시,노원구,서울특별시 노원구 동일로 1776,904,2100
905,43,126.9339614,37.47361931,서울특별시,관악구,서울특별시 관악구 신림로 170,905,2099
906,43,126.8475203,37.52995871,서울특별시,강서구,서울특별시 강서구 강서로 21,906,2098
907,43,126.8270683,37.53885739,서울특별시,양천구,서울특별시 양천구 화곡로4길 2,907,2097
908,43,126.9531867,37.47370984,서울특별시,관악구,서울특별시 관악구 관악로 96,908,2096
909,43,126.8602541,37.49667843,서울특별시,구로구,서울특별시 구로구 경인로 364,909,2095
910,43,126.8316682,37.53077141,서울특별시,양천구,서울특별시 양천구 남부순환로 412,910,2094
911,43,126.8374145,37.52088897,서울특별시,양천구,서울특별시 양천구 남부순환로 538,911,2093
912,43,127.0792574,37.57968469,서울특별시,중랑구,서울특별시 중랑구 동일로 553,912,2092
913,43,127.0222801,37.63444973,서울특별시,강북구,서울특별시 강북구 덕릉로 78,913,2091
914,43,127.0840381,37.53463405,서울특별시,광진구,서울특별시 광진구 자양로 75,914,2090
915,43,126.8978669,37.46172322,서울특별시,금천구,서울특별시 금천구 시흥대로 316,915,2089
916,43,127.032418,37.64440506,서울특별시,도봉구,서울특별시 도봉구 도봉로 430,916,2088
917,43,127.0785766,37.49946173,서울특별시,강남구,서울특별시 강남구 남부순환로 3183,917,2087
918,43,127.0675304,37.64904569,서울특별시,노원구,서울특별시 노원구 동일로210길 86,918,2086
919,43,126.9825529,37.47925026,서울특별시,서초구,서울특별시 서초구 방배천로 32,919,2085
920,43,126.9950363,37.47299474,서울특별시,서초구,서울특별시 서초구 남부순환로296가길 3,920,2084
921,43,127.1034178,37.50856135,서울특별시,송파구,서울특별시 송파구 송파대로 475-2,921,2083
922,43,127.0668206,37.57603432,서울특별시,동대문구,서울특별시 동대문구 한천로33길 15,922,2082
923,43,127.0770739,37.5652553,서울특별시,광진구,서울특별시 광진구 동일로 388,923,2081
924,43,127.128095,37.55190676,서울특별시,강동구,서울특별시 강동구 올림픽로 793,924,2080
925,43,127.0279354,37.63627517,서울특별시,강북구,서울특별시 강북구 오패산로 393,925,2079
926,43,126.8164535,37.58566613,서울특별시,강서구,서울특별시 강서구 양천로27길 261-40,926,2078
927,43,127.0413863,37.66066431,서울특별시,도봉구,서울특별시 도봉구 도봉로 627,927,2077
928,43,127.0609412,37.61296776,서울특별시,성북구,서울특별시 성북구 화랑로 292,928,2076
929,43,127.0983262,37.61400227,서울특별시,중랑구,서울특별시 중랑구 신내로16길 33,929,2075
930,43,126.9213366,37.6439125,서울특별시,은평구,서울특별시 은평구 진관3로 77,930,2074
931,43,127.0737078,37.55983509,서울특별시,광진구,서울특별시 광진구 동일로 322,931,2073
932,43,127.0710452,37.62922907,서울특별시,노원구,서울특별시 노원구 동일로 1114,932,2072
933,43,127.0722508,37.61661466,서울특별시,노원구,서울특별시 노원구 화랑로 405,933,2071
934,43,127.1095247,37.63927743,서울특별시,노원구,서울특별시 노원구 화랑로 826,934,2070
935,43,126.8608626,37.55797338,서울특별시,강서구,서울특별시 강서구 양천로 556,935,2069
936,43,126.8177259,37.57035075,서울특별시,강서구,서울특별시 강서구 방화대로34길 43,936,2068
937,43,126.8301412,37.57492854,서울특별시,강서구,서울특별시 강서구 양천로 237,937,2067
938,43,127.1017975,37.60049387,서울특별시,중랑구,서울특별시 중랑구 망우로 447,938,2066
939,43,126.8883658,37.51755842,서울특별시,영등포구,서울특별시 영등포구 문래동6가 선유로 37,939,2065
940,43,127.058973,37.56248502,서울특별시,동대문구,서울특별시 동대문구 천호대로 361,940,2064
941,43,127.0356428,37.49028717,서울특별시,강남구,서울특별시 강남구 강남대로58길 45,941,2063
942,43,127.0117006,37.51903408,서울특별시,서초구,서울특별시 서초구 잠원로 181,942,2062
943,43,127.129303,37.53658752,서울특별시,강동구,서울특별시 강동구 천호대로 1056,943,2061
944,43,127.0599462,37.5895291,서울특별시,동대문구,서울특별시 동대문구 망우로 62,944,2060
945,43,127.0445947,37.69222338,서울특별시,도봉구,서울특별시 도봉구 도봉로 981,945,2059
946,43,126.9060274,37.57353209,서울특별시,서대문구,서울특별시 서대문구 수색로 123,946,2058
947,44,127.0559692,37.68685877,서울특별시,노원구,서울특별시 노원구 동일로 1776,947,2057
948,44,126.9339614,37.47361931,서울특별시,관악구,서울특별시 관악구 신림로 170,948,2056
949,44,126.8475203,37.52995871,서울특별시,강서구,서울특별시 강서구 강서로 21,949,2055
950,44,126.8270683,37.53885739,서울특별시,양천구,서울특별시 양천구 화곡로4길 2,950,2054
951,44,126.9531867,37.47370984,서울특별시,관악구,서울특별시 관악구 관악로 96,951,2053
952,44,126.8602541,37.49667843,서울특별시,구로구,서울특별시 구로구 경인로 364,952,2052
953,44,126.8316682,37.53077141,서울특별시,양천구,서울특별시 양천구 남부순환로 412,953,2051
954,44,126.8374145,37.52088897,서울특별시,양천구,서울특별시 양천구 남부순환로 538,954,2050
955,44,127.0792574,37.57968469,서울특별시,중랑구,서울특별시 중랑구 동일로 553,955,2049
956,44,127.0222801,37.63444973,서울특별시,강북구,서울특별시 강북구 덕릉로 78,956,2048
957,44,127.0840381,37.53463405,서울특별시,광진구,서울특별시 광진구 자양로 75,957,2047
958,44,126.8978669,37.46172322,서울특별시,금천구,서울특별시 금천구 시흥대로 316,958,2046
959,44,127.032418,37.64440506,서울특별시,도봉구,서울특별시 도봉구 도봉로 430,959,2045
960,44,127.0785766,37.49946173,서울특별시,강남구,서울특별시 강남구 남부순환로 3183,960,2044
961,44,127.0675304,37.64904569,서울특별시,노원구,서울특별시 노원구 동일로210길 86,961,2043
962,44,126.9825529,37.47925026,서울특별시,서초구,서울특별시 서초구 방배천로 32,962,2042
963,44,126.9950363,37.47299474,서울특별시,서초구,서울특별시 서초구 남부순환로296가길 3,963,2041
964,44,127.1034178,37.50856135,서울특별시,송파구,서울특별시 송파구 송파대로 475-2,964,2040
965,44,127.0668206,37.57603432,서울특별시,동대문구,서울특별시 동대문구 한천로33길 15,965,2039
966,44,127.0770739,37.5652553,서울특별시,광진구,서울특별시 광진구 동일로 388,966,2038
967,44,127.128095,37.55190676,서울특별시,강동구,서울특별시 강동구 올림픽로 793,967,2037
968,44,127.0279354,37.63627517,서울특별시,강북구,서울특별시 강북구 오패산로 393,968,2036
969,44,126.8164535,37.58566613,서울특별시,강서구,서울특별시 강서구 양천로27길 261-40,969,2035
970,44,127.0413863,37.66066431,서울특별시,도봉구,서울특별시 도봉구 도봉로 627,970,2034
971,44,127.0609412,37.61296776,서울특별시,성북구,서울특별시 성북구 화랑로 292,971,2033
972,44,127.0983262,37.61400227,서울특별시,중랑구,서울특별시 중랑구 신내로16길 33,972,2032
973,44,126.9213366,37.6439125,서울특별시,은평구,서울특별시 은평구 진관3로 77,973,2031
974,44,127.0737078,37.55983509,서울특별시,광진구,서울특별시 광진구 동일로 322,974,2030
975,44,127.0710452,37.62922907,서울특별시,노원구,서울특별시 노원구 동일로 1114,975,2029
976,44,127.0722508,37.61661466,서울특별시,노원구,서울특별시 노원구 화랑로 405,976,2028
977,44,127.1095247,37.63927743,서울특별시,노원구,서울특별시 노원구 화랑로 826,977,2027
978,44,126.8608626,37.55797338,서울특별시,강서구,서울특별시 강서구 양천로 556,978,2026
979,44,126.8177259,37.57035075,서울특별시,강서구,서울특별시 강서구 방화대로34길 43,979,2025
980,44,126.8301412,37.57492854,서울특별시,강서구,서울특별시 강서구 양천로 237,980,2024
981,44,127.1017975,37.60049387,서울특별시,중랑구,서울특별시 중랑구 망우로 447,981,2023
982,44,126.8883658,37.51755842,서울특별시,영등포구,서울특별시 영등포구 문래동6가 선유로 37,982,2022
983,44,127.058973,37.56248502,서울특별시,동대문구,서울특별시 동대문구 천호대로 361,983,2021
984,44,127.0356428,37.49028717,서울특별시,강남구,서울특별시 강남구 강남대로58길 45,984,2020
985,44,127.0117006,37.51903408,서울특별시,서초구,서울특별시 서초구 잠원로 181,985,2019
986,44,127.129303,37.53658752,서울특별시,강동구,서울특별시 강동구 천호대로 1056,986,2018
987,44,127.0599462,37.5895291,서울특별시,동대문구,서울특별시 동대문구 망우로 62,987,2017
988,44,127.0445947,37.69222338,서울특별시,도봉구,서울특별시 도봉구 도봉로 981,988,2016
989,44,127.075778,37.59409379,서울특별시,중랑구,서울특별시 중랑구 망우로 209,989,2015
990,44,126.9060274,37.57353209,서울특별시,서대문구,서울특별시 서대문구 수색로 123,990,2014
