,지번주소,위도,경도
0,서울특별시 성북구 동소문동2가 231-1,37.5892571,127.0089395
1,서울특별시 성북구 동소문동2가 290-1,37.5897881,127.0093652
2,서울특별시 성북구 동소문동2가 290-2,37.5892282,127.0098202
3,서울특별시 성북구 동소문동2가 290-3,37.5887865,127.0095994
4,서울특별시 성북구 동소문동3가 1-1,37.5899817,127.0097944
5,서울특별시 성북구 동소문동3가 1-2,37.5895531,127.0105839
6,서울특별시 성북구 동소문동3가 1-3,37.5900379,127.0112361
7,서울특별시 성북구 동소문동3가 1-4,37.5894694,127.0105854
8,서울특별시 성북구 동소문동3가 30-1,37.5901413,127.0102796
9,서울특별시 성북구 동소문동3가 64-1,37.5906961,127.0114791
10,서울특별시 성북구 동소문동3가 65-3,37.5907498,127.0115804
11,서울특별시 성북구 동소문동3가 66-1,37.5906334,127.0110997
12,서울특별시 성북구 동소문동3가 66-2,37.5902377,127.0108229
13,서울특별시 성북구 동소문동3가 66-3,37.5905274,127.0116173
14,서울특별시 성북구 동소문동3가 66-4,37.5904717,127.0116798
15,서울특별시 성북구 동소문동3가 67-5,37.5909723,127.0119058
16,서울특별시 성북구 동소문동3가 80-1,37.5914325,127.0126485
17,서울특별시 성북구 동소문동3가 80-2,37.5913086,127.0130136
18,서울특별시 성북구 동소문동3가 80-3,37.5910984,127.0128186
19,서울특별시 성북구 동소문동3가 87-0,37.5913192,127.0126683
20,서울특별시 성북구 동소문동4가 1-1,37.5900360,127.0091865
21,서울특별시 성북구 동소문동4가 1-2,37.5899229,127.0092653
22,서울특별시 성북구 동소문동4가 1-3,37.5900086,127.0093009
23,서울특별시 성북구 동소문동4가 6-1,37.5908577,127.0091712
24,서울특별시 성북구 동소문동4가 68-2,37.5903335,127.0092735
25,서울특별시 성북구 동소문동4가 114-1,37.5900132,127.0095208
26,서울특별시 성북구 동소문동4가 133-0,37.5914758,127.0113999
27,서울특별시 성북구 동소문동4가 133-1,37.5911925,127.0108719
28,서울특별시 성북구 동소문동4가 133-2,37.5917380,127.0095560
29,서울특별시 성북구 동소문동4가 133-3,37.5917152,127.0119525
30,서울특별시 성북구 동소문동4가 133-4,37.5907301,127.0109240
31,서울특별시 성북구 동소문동4가 172-0,37.5923729,127.0114594
32,서울특별시 성북구 동소문동4가 181-0,37.5926212,127.0114259
33,서울특별시 성북구 동소문동4가 189-0,37.5929127,127.0113834
34,서울특별시 성북구 동소문동4가 206-1,37.5927154,127.0119084
35,서울특별시 성북구 동소문동4가 240-0,37.5921336,127.0122252
36,서울특별시 성북구 동소문동4가 248-1,37.5925165,127.0125098
37,서울특별시 성북구 동소문동4가 248-2,37.5919295,127.0130868
38,서울특별시 성북구 동소문동4가 264-0,37.5917980,127.0125051
39,서울특별시 성북구 동소문동4가 268-1,37.5916008,127.0126169
40,서울특별시 성북구 동소문동4가 268-2,37.5918815,127.0121940
41,서울특별시 성북구 동소문동4가 278-173,37.5917994,127.0091277
42,서울특별시 성북구 동소문동4가 279-3,37.5921565,127.0111666
43,서울특별시 성북구 동소문동4가 280-1,37.5936892,127.0116627
44,서울특별시 성북구 동소문동4가 280-2,37.5931772,127.0111870
45,서울특별시 성북구 동소문동5가 1-1,37.5921237,127.0142343
46,서울특별시 성북구 동소문동5가 16-3,37.5920476,127.0140931
47,서울특별시 성북구 동소문동5가 50-11,37.5919138,127.0143888
48,서울특별시 성북구 동소문동5가 50-23,37.5915997,127.0135818
49,서울특별시 성북구 동소문동5가 50-24,37.5912968,127.0144558
50,서울특별시 성북구 동소문동5가 50-25,37.5918328,127.0133811
51,서울특별시 성북구 동소문동5가 54-1,37.5921415,127.0142268
52,서울특별시 성북구 동소문동5가 54-2,37.5920787,127.0149524
53,서울특별시 성북구 동소문동5가 59-10,37.5916776,127.0156561
54,서울특별시 성북구 동소문동5가 59-12,37.5916639,127.0155516
55,서울특별시 성북구 동소문동5가 59-18,37.5914646,127.0157709
56,서울특별시 성북구 동소문동5가 65-1,37.5923860,127.0156223
57,서울특별시 성북구 동소문동5가 65-2,37.5920757,127.0156144
58,서울특별시 성북구 동소문동5가 65-4,37.5926030,127.0164526
59,서울특별시 성북구 동소문동5가 65-5,37.5923483,127.0164283
60,서울특별시 성북구 동소문동5가 65-6,37.5920595,127.0165675
61,서울특별시 성북구 동소문동5가 65-7,37.5919512,127.0165690
62,서울특별시 성북구 동소문동5가 65-8,37.5924342,127.0163263
63,서울특별시 성북구 동소문동5가 65-9,37.5925355,127.0163053
64,서울특별시 성북구 동소문동5가 65-10,37.5925828,127.0163936
65,서울특별시 성북구 동소문동5가 65-11,37.5923901,127.0163858
66,서울특별시 성북구 동소문동5가 65-12,37.5925727,127.0164808
67,서울특별시 성북구 동소문동5가 65-13,37.5925255,127.0164236
68,서울특별시 성북구 동소문동5가 65-14,37.5923657,127.0164397
69,서울특별시 성북구 동소문동5가 65-15,37.5923591,127.0165034
70,서울특별시 성북구 동소문동5가 65-16,37.5924627,127.0163648
71,서울특별시 성북구 동소문동5가 102-0,37.5914625,127.0164441
72,서울특별시 성북구 동소문동5가 118-1,37.5912681,127.0161099
73,서울특별시 성북구 동소문동5가 118-2,37.5908980,127.0158617
74,서울특별시 성북구 동소문동5가 119-1,37.5911777,127.0154961
75,서울특별시 성북구 동소문동6가 1-1,37.5918753,127.0132297
76,서울특별시 성북구 동소문동6가 1-3,37.5921064,127.0130578
