,지번주소,위도,경도
0,서울특별시 종로구 청운동 1-1,37.5907634,126.9693998
1,서울특별시 종로구 청운동 1-4,37.5914153,126.9668270
2,서울특별시 종로구 청운동 2-71,37.5902902,126.9682647
3,서울특별시 종로구 청운동 2-74,37.5904572,126.9689165
4,서울특별시 종로구 청운동 2-78,37.5907535,126.9682317
5,서울특별시 종로구 청운동 2-80,37.5923373,126.9664312
6,서울특별시 종로구 청운동 3-39,37.5916249,126.9668672
7,서울특별시 종로구 청운동 3-44,37.5918314,126.9670350
8,서울특별시 종로구 청운동 3-75,37.5904237,126.9680599
9,서울특별시 종로구 청운동 3-82,37.5920386,126.9672069
10,서울특별시 종로구 청운동 3-109,37.5917884,126.9669563
11,서울특별시 종로구 청운동 3-110,37.5917271,126.9669028
12,서울특별시 종로구 청운동 3-111,37.5914681,126.9667804
13,서울특별시 종로구 청운동 3-116,37.5917160,126.9669272
14,서울특별시 종로구 청운동 3-119,37.5915314,126.9668180
15,서울특별시 종로구 청운동 3-121,37.5913573,126.9667417
16,서울특별시 종로구 청운동 3-132,37.5911720,126.9666920
17,서울특별시 종로구 청운동 3-147,37.5923144,126.9668373
18,서울특별시 종로구 청운동 3-148,37.5922210,126.9670775
19,서울특별시 종로구 청운동 3-151,37.5921138,126.9675833
20,서울특별시 종로구 청운동 3-154,37.5923595,126.9667884
21,서울특별시 종로구 청운동 4-2,37.5898032,126.9676827
22,서울특별시 종로구 청운동 4-13,37.5902749,126.9673970
23,서울특별시 종로구 청운동 4-17,37.5901361,126.9675833
24,서울특별시 종로구 청운동 4-30,37.5909286,126.9665604
25,서울특별시 종로구 청운동 4-39,37.5905758,126.9665979
26,서울특별시 종로구 청운동 4-40,37.5901214,126.9668260
27,서울특별시 종로구 청운동 4-41,37.5902718,126.9670476
28,서울특별시 종로구 청운동 4-43,37.5899557,126.9674075
29,서울특별시 종로구 청운동 6-7,37.5900353,126.9672056
30,서울특별시 종로구 청운동 6-11,37.5896026,126.9670601
31,서울특별시 종로구 청운동 6-14,37.5899760,126.9670409
32,서울특별시 종로구 청운동 7-1,37.5900219,126.9650102
33,서울특별시 종로구 청운동 7-15,37.5886355,126.9662755
34,서울특별시 종로구 청운동 7-17,37.5887781,126.9669622
35,서울특별시 종로구 청운동 7-20,37.5891411,126.9677237
36,서울특별시 종로구 청운동 7-21,37.5893843,126.9675882
37,서울특별시 종로구 청운동 7-25,37.5905478,126.9647467
38,서울특별시 종로구 청운동 7-26,37.5900365,126.9654355
39,서울특별시 종로구 청운동 7-27,37.5895255,126.9655894
40,서울특별시 종로구 청운동 7-29,37.5892547,126.9670306
41,서울특별시 종로구 청운동 7-30,37.5893970,126.9667027
42,서울특별시 종로구 청운동 7-31,37.5894538,126.9674988
43,서울특별시 종로구 청운동 7-32,37.5893282,126.9677811
44,서울특별시 종로구 청운동 8-1,37.5892606,126.9680581
45,서울특별시 종로구 청운동 8-8,37.5884298,126.9677774
46,서울특별시 종로구 청운동 8-11,37.5889061,126.9664581
47,서울특별시 종로구 청운동 8-14,37.5884390,126.9681086
48,서울특별시 종로구 청운동 8-22,37.5891910,126.9680269
49,서울특별시 종로구 청운동 8-23,37.5889600,126.9673676
50,서울특별시 종로구 청운동 8-26,37.5889521,126.9676027
51,서울특별시 종로구 청운동 8-27,37.5888206,126.9680420
52,서울특별시 종로구 청운동 8-28,37.5890165,126.9672763
53,서울특별시 종로구 청운동 8-32,37.5886314,126.9672626
54,서울특별시 종로구 청운동 8-33,37.5887150,126.9671040
55,서울특별시 종로구 청운동 8-34,37.5892485,126.9679671
56,서울특별시 종로구 청운동 9-2,37.5895766,126.9670423
57,서울특별시 종로구 청운동 9-4,37.5894815,126.9682859
58,서울특별시 종로구 청운동 9-5,37.5895469,126.9673035
59,서울특별시 종로구 청운동 12-12,37.5900248,126.9681577
60,서울특별시 종로구 청운동 12-19,37.5896843,126.9684612
61,서울특별시 종로구 청운동 13-1,37.5902381,126.9683228
62,서울특별시 종로구 청운동 13-2,37.5902073,126.9683231
63,서울특별시 종로구 청운동 14-2,37.5902809,126.9683048
64,서울특별시 종로구 청운동 15-27,37.5903119,126.9697151
65,서울특별시 종로구 청운동 15-30,37.5907667,126.9697169
66,서울특별시 종로구 청운동 15-31,37.5906866,126.9696428
67,서울특별시 종로구 청운동 15-43,37.5909197,126.9695960
68,서울특별시 종로구 청운동 15-55,37.5896371,126.9685493
69,서울특별시 종로구 청운동 15-57,37.5905585,126.9702516
70,서울특별시 종로구 청운동 15-58,37.5903394,126.9691784
71,서울특별시 종로구 청운동 15-59,37.5894508,126.9688473
72,서울특별시 종로구 청운동 15-64,37.5918757,126.9680313
73,서울특별시 종로구 청운동 15-65,37.5914655,126.9687467
74,서울특별시 종로구 청운동 15-66,37.5914455,126.9686836
75,서울특별시 종로구 청운동 15-67,37.5912030,126.9690502
76,서울특별시 종로구 청운동 15-70,37.5907452,126.9697629
77,서울특별시 종로구 청운동 15-72,37.5905424,126.9696753
78,서울특별시 종로구 청운동 15-73,37.5902981,126.9697637
79,서울특별시 종로구 청운동 15-74,37.5906258,126.9698832
80,서울특별시 종로구 청운동 15-75,37.5905277,126.9700703
81,서울특별시 종로구 청운동 15-76,37.5890430,126.9718900
82,서울특별시 종로구 청운동 15-77,37.5906672,126.9702089
83,서울특별시 종로구 청운동 24-3,37.5890864,126.9682558
84,서울특별시 종로구 청운동 24-6,37.5889400,126.9685650
85,서울특별시 종로구 청운동 30-8,37.5886168,126.9685639
86,서울특별시 종로구 청운동 30-10,37.5884590,126.9685006
87,서울특별시 종로구 청운동 30-17,37.5885054,126.9685611
88,서울특별시 종로구 청운동 30-20,37.5886290,126.9685814
89,서울특별시 종로구 청운동 30-21,37.5886236,126.9685978
90,서울특별시 종로구 청운동 31-1,37.5886656,126.9685827
91,서울특별시 종로구 청운동 31-9,37.5887072,126.9685004
92,서울특별시 종로구 청운동 32-1,37.5887170,126.9685731
93,서울특별시 종로구 청운동 32-2,37.5887137,126.9685556
94,서울특별시 종로구 청운동 34-14,37.5891299,126.9686491
95,서울특별시 종로구 청운동 36-0,37.5887124,126.9687372
96,서울특별시 종로구 청운동 37-0,37.5881499,126.9691521
97,서울특별시 종로구 청운동 37-6,37.5893840,126.9685544
98,서울특별시 종로구 청운동 38-4,37.5885291,126.9686391
99,서울특별시 종로구 청운동 38-5,37.5876162,126.9693854
100,서울특별시 종로구 청운동 38-8,37.5882002,126.9689964
101,서울특별시 종로구 청운동 39-5,37.5876230,126.9690058
102,서울특별시 종로구 청운동 40-0,37.5875254,126.9683755
103,서울특별시 종로구 청운동 42-1,37.5872773,126.9695458
104,서울특별시 종로구 청운동 42-8,37.5873494,126.9694284
105,서울특별시 종로구 청운동 44-0,37.5871816,126.9692934
106,서울특별시 종로구 청운동 45-0,37.5873830,126.9694830
107,서울특별시 종로구 청운동 45-12,37.5873749,126.9694359
108,서울특별시 종로구 청운동 47-5,37.5868266,126.9696258
109,서울특별시 종로구 청운동 50-38,37.5869726,126.9690768
110,서울특별시 종로구 청운동 50-43,37.5870156,126.9686803
111,서울특별시 종로구 청운동 50-50,37.5867961,126.9694798
112,서울특별시 종로구 청운동 52-33,37.5862992,126.9690973
113,서울특별시 종로구 청운동 52-41,37.5864279,126.9678075
114,서울특별시 종로구 청운동 52-43,37.5866603,126.9686374
115,서울특별시 종로구 청운동 52-47,37.5872573,126.9668954
116,서울특별시 종로구 청운동 52-55,37.5867544,126.9680865
117,서울특별시 종로구 청운동 52-72,37.5866521,126.9683689
118,서울특별시 종로구 청운동 52-76,37.5871995,126.9673753
119,서울특별시 종로구 청운동 52-77,37.5867990,126.9677225
120,서울특별시 종로구 청운동 52-80,37.5864592,126.9687652
121,서울특별시 종로구 청운동 52-86,37.5863648,126.9682213
122,서울특별시 종로구 청운동 52-87,37.5863028,126.9688289
123,서울특별시 종로구 청운동 52-88,37.5864024,126.9679187
124,서울특별시 종로구 청운동 52-90,37.5870308,126.9666445
125,서울특별시 종로구 청운동 52-91,37.5862918,126.9689158
126,서울특별시 종로구 청운동 52-92,37.5862668,126.9690154
127,서울특별시 종로구 청운동 52-100,37.5863452,126.9685024
128,서울특별시 종로구 청운동 52-103,37.5869223,126.9666807
129,서울특별시 종로구 청운동 52-104,37.5867126,126.9683818
130,서울특별시 종로구 청운동 52-105,37.5868943,126.9671140
131,서울특별시 종로구 청운동 52-112,37.5866488,126.9669446
132,서울특별시 종로구 청운동 52-114,37.5864345,126.9678369
133,서울특별시 종로구 청운동 52-117,37.5863958,126.9680900
134,서울특별시 종로구 청운동 52-119,37.5863082,126.9688303
135,서울특별시 종로구 청운동 52-121,37.5862622,126.9690390
136,서울특별시 종로구 청운동 52-136,37.5874987,126.9676740
137,서울특별시 종로구 청운동 53-55,37.5871421,126.9691529
138,서울특별시 종로구 청운동 55-2,37.5869884,126.9665942
139,서울특별시 종로구 청운동 55-4,37.5866122,126.9665767
140,서울특별시 종로구 청운동 55-19,37.5866221,126.9663837
141,서울특별시 종로구 청운동 56-0,37.5865807,126.9660958
142,서울특별시 종로구 청운동 56-6,37.5865688,126.9660380
143,서울특별시 종로구 청운동 56-12,37.5864534,126.9660920
144,서울특별시 종로구 청운동 56-17,37.5863963,126.9667341
145,서울특별시 종로구 청운동 56-26,37.5864988,126.9667460
146,서울특별시 종로구 청운동 56-31,37.5863380,126.9667479
147,서울특별시 종로구 청운동 56-38,37.5862947,126.9661574
148,서울특별시 종로구 청운동 56-50,37.5857727,126.9668550
149,서울특별시 종로구 청운동 56-54,37.5859781,126.9672421
150,서울특별시 종로구 청운동 56-86,37.5856332,126.9657928
151,서울특별시 종로구 청운동 56-100,37.5858048,126.9675672
152,서울특별시 종로구 청운동 56-112,37.5859708,126.9678341
153,서울특별시 종로구 청운동 56-113,37.5859376,126.9679730
154,서울특별시 종로구 청운동 56-114,37.5859396,126.9680759
