,지번주소,위도,경도
0,서울특별시 종로구 평창동 588-0,37.6115364,126.9795832
1,서울특별시 종로구 평창동 589-0,37.6116513,126.9797908
2,서울특별시 종로구 평창동 590-0,37.6041824,126.9632997
3,서울특별시 종로구 평창동 591-0,37.6061161,126.9665729
4,서울특별시 종로구 평창동 592-0,37.6039621,126.9665977
5,서울특별시 종로구 평창동 593-0,37.6032869,126.9663057
6,서울특별시 종로구 평창동 594-1,37.6085249,126.9661107
7,서울특별시 종로구 평창동 594-2,37.6084913,126.9659889
8,서울특별시 종로구 평창동 596-2,37.6111838,126.9787724
9,서울특별시 종로구 평창동 596-5,37.6108563,126.9789523
10,서울특별시 종로구 평창동 596-6,37.6105280,126.9785567
11,서울특별시 종로구 평창동 1-0,37.6022859,126.9655019
12,서울특별시 종로구 평창동 1-1,37.6152081,126.9786358
13,서울특별시 종로구 평창동 5-0,37.6091975,126.9788697
14,서울특별시 종로구 평창동 6-1,37.6223778,126.9743367
15,서울특별시 종로구 평창동 6-2,37.6061228,126.9789155
16,서울특별시 종로구 평창동 6-6,37.6083061,126.9712832
17,서울특별시 종로구 평창동 6-15,37.6032862,126.9836451
18,서울특별시 종로구 평창동 6-16,37.6030245,126.9831523
19,서울특별시 종로구 평창동 6-17,37.6015429,126.9800414
20,서울특별시 종로구 평창동 6-18,37.6016733,126.9806310
21,서울특별시 종로구 평창동 6-19,37.6011484,126.9791621
22,서울특별시 종로구 평창동 6-20,37.6009984,126.9781839
23,서울특별시 종로구 평창동 6-21,37.5999962,126.9764458
24,서울특별시 종로구 평창동 6-46,37.6010788,126.9791776
25,서울특별시 종로구 평창동 6-47,37.6011650,126.9790010
26,서울특별시 종로구 평창동 6-48,37.6013881,126.9778930
27,서울특별시 종로구 평창동 6-49,37.6009747,126.9782999
28,서울특별시 종로구 평창동 6-50,37.6008586,126.9765708
29,서울특별시 종로구 평창동 6-51,37.6009154,126.9764978
30,서울특별시 종로구 평창동 6-52,37.6010138,126.9758974
31,서울특별시 종로구 평창동 6-53,37.6007223,126.9758055
32,서울특별시 종로구 평창동 6-54,37.6004293,126.9758657
33,서울특별시 종로구 평창동 6-55,37.6002830,126.9757443
34,서울특별시 종로구 평창동 6-56,37.6001439,126.9755928
35,서울특별시 종로구 평창동 6-57,37.5999189,126.9757381
36,서울특별시 종로구 평창동 6-58,37.5997120,126.9758187
37,서울특별시 종로구 평창동 6-59,37.5999506,126.9741463
38,서울특별시 종로구 평창동 6-60,37.5997327,126.9748288
39,서울특별시 종로구 평창동 6-61,37.6001276,126.9739839
40,서울특별시 종로구 평창동 6-62,37.6001833,126.9729123
41,서울특별시 종로구 평창동 6-63,37.6001357,126.9729468
42,서울특별시 종로구 평창동 6-64,37.6000415,126.9727196
43,서울특별시 종로구 평창동 6-65,37.6000981,126.9757393
44,서울특별시 종로구 평창동 6-66,37.6001038,126.9756487
45,서울특별시 종로구 평창동 6-67,37.5995984,126.9750538
46,서울특별시 종로구 평창동 6-68,37.6000611,126.9738920
47,서울특별시 종로구 평창동 6-69,37.6000169,126.9728076
48,서울특별시 종로구 평창동 6-70,37.6009333,126.9759529
49,서울특별시 종로구 평창동 6-71,37.6013001,126.9778394
50,서울특별시 종로구 평창동 6-72,37.6009649,126.9775138
51,서울특별시 종로구 평창동 6-73,37.6009375,126.9766143
52,서울특별시 종로구 평창동 6-74,37.6004497,126.9757483
53,서울특별시 종로구 평창동 6-75,37.5997515,126.9757236
54,서울특별시 종로구 평창동 6-76,37.6001966,126.9728620
55,서울특별시 종로구 평창동 6-77,37.6011101,126.9781870
56,서울특별시 종로구 평창동 6-78,37.6052166,126.9860910
